#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR SDensityOFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassBin
198 246.243 1.0844e-112 0 0 1.0844e-112 257.848 1.77636e+10 0 4.09597e+07 4.27863e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25
199 257.848 6.80842e-118 0 0 6.80842e-118 270 1.77636e+10 0 4.09597e+07 4.27863e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25
0 0.027 108.393 0 0 108.393 0.0282725 173685 0 23931.7 0.00995996 105.212 25967.9 0.00422468 2.35757 0 0 0 0 0 0 0 0 0 0 10.5
1 0.0282725 107.972 0 0 107.972 0.0296049 190389 0 50070.5 0.0114351 105.2 25965.8 0.00062576 2.35734 0 0 0 0 0 0 0 0 0 0 10.5
2 0.0296049 107.534 0 0 107.534 0.0310001 208697 0 78614.8 0.0131286 105.187 25963.7 0.000718451 2.35711 0 0 0 0 0 0 0 0 0 0 10.5
3 0.0310001 107.078 0 0 107.078 0.0324611 228763 0 109780 0.0150727 105.173 25961.4 0.000824873 2.35686 0 0 0 0 0 0 0 0 0 0 10.5
4 0.0324611 106.604 0 0 106.604 0.033991 250754 0 143801 0.0173045 105.159 25959.1 0.000947055 2.3566 0 0 0 0 0 0 0 0 0 0 10.5
5 0.033991 106.11 0 0 106.11 0.0355929 274856 0 180931 0.0198666 105.144 25956.6 0.00108733 2.35634 0 0 0 0 0 0 0 0 0 0 10.5
6 0.0355929 105.596 0 0 105.596 0.0372704 301269 0 221446 0.0228079 105.128 25954.1 0.00124839 2.35605 0 0 0 0 0 0 0 0 0 0 10.5
7 0.0372704 105.062 0 0 105.062 0.0390269 330215 0 265645 0.0261844 105.112 25951.4 0.0014333 2.35576 0 0 0 0 0 0 0 0 0 0 10.5
8 0.0390269 104.506 0 0 104.506 0.0408662 361936 0 313851 0.0300605 105.095 25948.5 0.00164559 2.35545 0 0 0 0 0 0 0 0 0 0 10.5
9 0.0408662 103.929 0 0 103.929 0.0427921 396697 0 366416 0.0345101 105.077 25945.6 0.00188933 2.35513 0 0 0 0 0 0 0 0 0 0 10.5
10 0.0427921 103.329 0 0 103.329 0.0448088 434788 0 423720 0.039618 105.058 25942.5 0.00216916 2.3548 0 0 0 0 0 0 0 0 0 0 10.5
11 0.0448088 102.705 0 0 102.705 0.0469206 476528 0 486173 0.0454816 105.039 25939.3 0.00249043 2.35445 0 0 0 0 0 0 0 0 0 0 10.5
12 0.0469206 102.058 0 0 102.058 0.0491319 522264 0 554219 0.0522126 105.018 25935.9 0.0028593 2.35407 0 0 0 0 0 0 0 0 0 0 10.5
13 0.0491319 101.387 0 0 101.387 0.0514474 572378 0 628339 0.0599393 104.996 25932.4 0.00328278 2.35369 0 0 0 0 0 0 0 0 0 0 10.5
14 0.0514474 100.69 0 0 100.69 0.0538721 627286 0 709052 0.0688087 104.974 25928.7 0.00376897 2.35329 0 0 0 0 0 0 0 0 0 0 10.5
15 0.0538721 99.9671 0 0 99.9671 0.056411 687446 0 796915 0.0789899 104.95 25924.8 0.00432716 2.35286 0 0 0 0 0 0 0 0 0 0 10.5
16 0.056411 99.2179 0 0 99.2179 0.0590696 753356 0 892533 0.0906768 104.926 25920.7 0.00496802 2.35242 0 0 0 0 0 0 0 0 0 0 10.5
17 0.0590696 98.4417 0 0 98.4417 0.0618534 825565 0 996556 0.104092 104.9 25916.5 0.00570376 2.35196 0 0 0 0 0 0 0 0 0 0 10.5
18 0.0618534 97.6378 0 0 97.6378 0.0647685 904671 0 1.10968e+06 0.11949 104.873 25912 0.00654848 2.35147 0 0 0 0 0 0 0 0 0 0 10.5
19 0.0647685 96.8056 0 0 96.8056 0.0678209 991329 0 1.23266e+06 0.137165 104.845 25907.4 0.00751824 2.35097 0 0 0 0 0 0 0 0 0 0 10.5
20 0.0678209 95.9445 0 0 95.9445 0.0710172 1.08626e+06 0 1.36631e+06 0.157454 104.815 25902.5 0.00863162 2.35043 0 0 0 0 0 0 0 0 0 0 10.5
21 0.0710172 95.0541 0 0 95.0541 0.0743642 1.19024e+06 0 1.51149e+06 0.18074 104.784 25897.4 0.00990984 2.34988 0 0 0 0 0 0 0 0 0 0 10.5
22 0.0743642 94.1338 0 0 94.1338 0.0778689 1.30413e+06 0 1.66914e+06 0.207469 104.752 25892.1 0.0113773 2.3493 0 0 0 0 0 0 0 0 0 0 10.5
23 0.0778689 93.1832 0 0 93.1832 0.0815387 1.42887e+06 0 1.84025e+06 0.238148 104.718 25886.5 0.0130621 2.34869 0 0 0 0 0 0 0 0 0 0 10.5
24 0.0815387 92.2018 0 0 92.2018 0.0853815 1.56549e+06 0 2.02588e+06 0.27336 104.683 25880.7 0.0149963 2.34805 0 0 0 0 0 0 0 0 0 0 10.5
25 0.0853815 91.1893 0 0 91.1893 0.0894054 1.71511e+06 0 2.2272e+06 0.313774 104.646 25874.6 0.0172168 2.34739 0 0 0 0 0 0 0 0 0 0 10.5
26 0.0894054 90.1454 0 0 90.1454 0.0936189 1.87896e+06 0 2.4454e+06 0.360159 104.607 25868.2 0.0197661 2.34669 0 0 0 0 0 0 0 0 0 0 10.5
27 0.0936189 89.0697 0 0 89.0697 0.0980311 2.05837e+06 0 2.6818e+06 0.413396 104.567 25861.5 0.0226928 2.34596 0 0 0 0 0 0 0 0 0 0 10.5
28 0.0980311 87.9622 0 0 87.9622 0.102651 2.25482e+06 0 2.93778e+06 0.474494 104.524 25854.5 0.0260527 2.3452 0 0 0 0 0 0 0 0 0 0 10.5
29 0.102651 86.8225 0 0 86.8225 0.107489 2.46992e+06 0 3.21482e+06 0.544616 104.48 25847.2 0.02991 2.3444 0 0 0 0 0 0 0 0 0 0 10.5
30 0.107489 85.6508 0 0 85.6508 0.112555 2.70541e+06 0 3.51449e+06 0.625089 104.434 25839.6 0.0343382 2.34357 0 0 0 0 0 0 0 0 0 0 10.5
31 0.112555 84.447 0 0 84.447 0.117859 2.96321e+06 0 3.83845e+06 0.717443 104.385 25831.6 0.039422 2.34269 0 0 0 0 0 0 0 0 0 0 10.5
32 0.117859 83.2112 0 0 83.2112 0.123414 3.24541e+06 0 4.18845e+06 0.823428 104.334 25823.2 0.0452582 2.34178 0 0 0 0 0 0 0 0 0 0 10.5
33 0.123414 81.9436 0 0 81.9436 0.12923 3.5543e+06 0 4.56638e+06 0.945053 104.281 25814.5 0.051958 2.34083 0 0 0 0 0 0 0 0 0 0 10.5
34 0.12923 80.6445 0 0 80.6445 0.135321 3.89237e+06 0 4.97419e+06 1.08462 104.226 25805.3 0.0596497 2.33982 0 0 0 0 0 0 0 0 0 0 10.5
35 0.135321 79.3143 0 0 79.3143 0.141698 4.26236e+06 0 5.41397e+06 1.24478 104.168 25795.8 0.0684792 2.33879 0 0 0 0 0 0 0 0 0 0 10.5
36 0.141698 77.9535 0 0 77.9535 0.148376 4.66723e+06 0 5.8879e+06 1.42856 104.107 25785.8 0.0786158 2.33769 0 0 0 0 0 0 0 0 0 0 10.5
37 0.148376 76.5627 0 0 76.5627 0.155369 5.11025e+06 0 6.39827e+06 1.63944 104.044 25775.3 0.090252 2.33655 0 0 0 0 0 0 0 0 0 0 10.5
38 0.155369 75.1425 0 0 75.1425 0.162691 5.59495e+06 0 6.94749e+06 1.88141 103.978 25764.4 0.10361 2.33537 0 0 0 0 0 0 0 0 0 0 10.5
39 0.162691 73.694 0 0 73.694 0.170358 6.1252e+06 0 7.53809e+06 2.15904 103.909 25752.9 0.118944 2.33412 0 0 0 0 0 0 0 0 0 0 10.5
40 0.170358 72.2179 0 0 72.2179 0.178387 6.70522e+06 0 8.17268e+06 2.47758 103.836 25741 0.136547 2.33282 0 0 0 0 0 0 0 0 0 0 10.5
41 0.178387 70.7154 0 0 70.7154 0.186794 7.33963e+06 0 8.85401e+06 2.84304 103.761 25728.5 0.156755 2.33145 0 0 0 0 0 0 0 0 0 0 10.5
42 0.186794 69.1877 0 0 69.1877 0.195598 8.03342e+06 0 9.58492e+06 3.26234 103.682 25715.4 0.179952 2.33003 0 0 0 0 0 0 0 0 0 0 10.5
43 0.195598 67.6361 0 0 67.6361 0.204816 8.79209e+06 0 1.03684e+07 3.74336 103.599 25701.7 0.20658 2.32854 0 0 0 0 0 0 0 0 0 0 10.5
44 0.204816 66.0622 0 0 66.0622 0.214469 9.62158e+06 0 1.12074e+07 4.2952 103.513 25687.5 0.237146 2.32698 0 0 0 0 0 0 0 0 0 0 10.5
45 0.214469 64.4674 0 0 64.4674 0.224576 1.05284e+07 0 1.21051e+07 4.92824 103.423 25672.6 0.272233 2.32536 0 0 0 0 0 0 0 0 0 0 10.5
46 0.224576 62.8534 0 0 62.8534 0.23516 1.15196e+07 0 1.30648e+07 5.6544 103.328 25657 0.312508 2.32367 0 0 0 0 0 0 0 0 0 0 10.5
47 0.23516 61.2223 0 0 61.2223 0.246243 1.26029e+07 0 1.40897e+07 6.48736 103.23 25640.7 0.35874 2.3219 0 0 0 0 0 0 0 0 0 0 10.5
48 0.246243 59.5757 0 0 59.5757 0.257848 1.37867e+07 0 1.51833e+07 7.44277 103.127 25623.7 0.411806 2.32005 0 0 0 0 0 0 0 0 0 0 10.5
49 0.257848 57.9159 0 0 57.9159 0.27 1.50801e+07 0 1.63489e+07 8.53859 103.02 25605.9 0.47272 2.31811 0 0 0 0 0 0 0 0 0 0 10.5
50 0.27 56.245 0 0 56.245 0.282725 1.64929e+07 0 1.75901e+07 9.79538 102.908 25587.4 0.542638 2.31609 0 0 0 0 0 0 0 0 0 0 10.5
51 0.282725 54.5652 0 0 54.5652 0.296049 1.80361e+07 0 1.89104e+07 11.2367 102.791 25568 0.622892 2.31398 0 0 0 0 0 0 0 0 0 0 10.5
52 0.296049 52.8789 0 0 52.8789 0.310001 1.97214e+07 0 2.03132e+07 12.8897 102.669 25547.8 0.715008 2.31178 0 0 0 0 0 0 0 0 0 0 10.5
53 0.310001 51.1885 0 0 51.1885 0.324611 2.15613e+07 0 2.18022e+07 14.7852 102.542 25526.6 0.820738 2.30947 0 0 0 0 0 0 0 0 0 0 10.5
54 0.324611 49.4965 0 0 49.4965 0.33991 2.35699e+07 0 2.33808e+07 16.9586 102.409 25504.6 0.94209 2.30708 0 0 0 0 0 0 0 0 0 0 10.5
55 0.33991 47.8055 0 0 47.8055 0.355929 2.57621e+07 0 2.50525e+07 19.4507 102.271 25481.6 1.08137 2.30457 0 0 0 0 0 0 0 0 0 0 10.5
56 0.355929 46.118 0 0 46.118 0.372704 2.81541e+07 0 2.68207e+07 22.308 102.126 25457.5 1.24124 2.30196 0 0 0 0 0 0 0 0 0 0 10.5
57 0.372704 44.4367 0 0 44.4367 0.390269 3.07637e+07 0 2.86888e+07 25.5837 101.975 25432.5 1.42471 2.29924 0 0 0 0 0 0 0 0 0 0 10.5
58 0.390269 42.7641 0 0 42.7641 0.408662 3.361e+07 0 3.06599e+07 29.339 101.818 25406.3 1.63528 2.2964 0 0 0 0 0 0 0 0 0 0 10.5
59 0.408662 41.103 0 0 41.103 0.427921 3.67137e+07 0 3.27372e+07 33.6437 101.654 25379 1.87696 2.29343 0 0 0 0 0 0 0 0 0 0 10.5
60 0.427921 39.456 0 0 39.456 0.448088 4.00973e+07 0 3.49234e+07 38.5778 101.483 25350.5 2.15432 2.29033 0 0 0 0 0 0 0 0 0 0 10.5
61 0.448088 37.8256 0 0 37.8256 0.469206 4.37851e+07 0 3.72215e+07 44.2329 101.305 25320.9 2.47262 2.28711 0 0 0 0 0 0 0 0 0 0 10.5
62 0.469206 36.2143 0 0 36.2143 0.491319 4.78034e+07 0 3.96337e+07 50.714 101.119 25289.9 2.83792 2.28375 0 0 0 0 0 0 0 0 0 0 10.5
63 0.491319 34.6248 0 0 34.6248 0.514474 5.21806e+07 0 4.21625e+07 58.1411 100.926 25257.7 3.25713 2.28025 0 0 0 0 0 0 0 0 0 0 10.5
64 0.514474 33.0593 0 0 33.0593 0.538721 5.69474e+07 0 4.48097e+07 66.6514 100.724 25224 3.7382 2.2766 0 0 0 0 0 0 0 0 0 0 10.5
65 0.538721 31.5202 0 0 31.5202 0.56411 6.21369e+07 0 4.7577e+07 76.4023 100.514 25189 4.29025 2.2728 0 0 0 0 0 0 0 0 0 0 10.5
66 0.56411 30.0098 0 0 30.0098 0.590696 6.77849e+07 0 5.04658e+07 87.5735 100.296 25152.5 4.92376 2.26883 0 0 0 0 0 0 0 0 0 0 10.5
67 0.590696 28.5301 0 0 28.5301 0.618534 7.39299e+07 0 5.34768e+07 100.371 100.069 25114.5 5.65086 2.26464 0 0 0 0 0 0 0 0 0 0 10.5
68 0.618534 27.0832 0 0 27.0832 0.647685 8.06134e+07 0 5.66106e+07 115.029 99.8321 25074.9 6.48707 2.25963 0 0 0 0 0 0 0 0 0 0 10.5
69 0.647685 25.6708 0 0 25.6708 0.678209 8.78801e+07 0 5.98674e+07 131.818 99.5861 25033.7 7.44694 2.25443 0 0 0 0 0 0 0 0 0 0 10.5
70 0.678209 24.2947 0 0 24.2947 0.710172 9.57779e+07 0 6.32466e+07 151.044 99.3302 24990.8 8.54877 2.24902 0 0 0 0 0 0 0 0 0 0 10.5
71 0.710172 22.9565 0 0 22.9565 0.743642 1.04359e+08 0 6.67475e+07 173.06 99.0642 24946.1 9.81357 2.24339 0 0 0 0 0 0 0 0 0 0 10.5
72 0.743642 21.6575 0 0 21.6575 0.778689 1.13678e+08 0 7.03686e+07 198.266 98.7878 24899.7 11.2654 2.23754 0 0 0 0 0 0 0 0 0 0 10.5
73 0.778689 20.399 0 0 20.399 0.815387 1.23794e+08 0 7.4108e+07 227.124 98.5005 24851.4 12.932 2.23146 0 0 0 0 0 0 0 0 0 0 10.5
74 0.815387 19.182 0 0 19.182 0.853815 1.34772e+08 0 7.79631e+07 260.156 98.2022 24801.2 14.8449 2.22515 0 0 0 0 0 0 0 0 0 0 10.5
75 0.853815 18.0075 0 0 18.0075 0.894054 1.4668e+08 0 8.1931e+07 297.962 97.8924 24749 17.0407 2.21859 0 0 0 0 0 0 0 0 0 0 10.5
76 0.894054 16.8762 0 0 16.8762 0.936189 1.5959e+08 0 8.60078e+07 341.227 97.5709 24694.8 19.5611 2.21178 0 0 0 0 0 0 0 0 0 0 10.5
77 0.936189 15.7886 0 0 15.7886 0.980311 1.73581e+08 0 9.01894e+07 390.732 97.2373 24638.5 22.4541 2.20472 0 0 0 0 0 0 0 0 0 0 10.5
78 0.980311 14.7451 0 0 14.7451 1.02651 1.88735e+08 0 9.44708e+07 447.369 96.8913 24580 25.7747 2.19739 0 0 0 0 0 0 0 0 0 0 10.5
79 1.02651 13.746 0 0 13.746 1.07489 2.05142e+08 0 9.88466e+07 512.156 96.5327 24519.3 29.5862 2.18978 0 0 0 0 0 0 0 0 0 0 10.5
80 1.07489 12.7912 0 0 12.7912 1.12555 2.22895e+08 0 1.03311e+08 586.256 96.1609 24456.3 33.9608 2.18191 0 0 0 0 0 0 0 0 0 0 10.5
81 1.12555 11.8807 0 0 11.8807 1.17859 2.42096e+08 0 1.07856e+08 670.992 95.7759 24391 38.9819 2.17375 0 0 0 0 0 0 0 0 0 0 10.5
82 1.17859 11.0142 0 0 11.0142 1.23414 2.62849e+08 0 1.12476e+08 767.878 95.3772 24323.3 44.7449 2.16529 0 0 0 0 0 0 0 0 0 0 10.5
83 1.23414 10.1913 0 0 10.1913 1.2923 2.8527e+08 0 1.17163e+08 878.636 94.9645 24253.1 51.3593 2.15654 0 0 0 0 0 0 0 0 0 0 10.5
84 1.2923 9.41147 0 0 9.41147 1.35321 3.09477e+08 0 1.21907e+08 1005.23 94.5376 24180.3 58.951 2.14748 0 0 0 0 0 0 0 0 0 0 10.5
85 1.35321 8.67398 0 0 8.67398 1.41698 3.35597e+08 0 1.26701e+08 1149.91 94.0962 24105 67.6641 2.13811 0 0 0 0 0 0 0 0 0 0 10.5
86 1.41698 7.97805 0 0 7.97805 1.48376 3.63763e+08 0 1.31535e+08 1315.21 93.64 24027 77.6637 2.12843 0 0 0 0 0 0 0 0 0 0 10.5
87 1.48376 7.32274 0 0 7.32274 1.55369 3.94117e+08 0 1.36398e+08 1504.04 93.1688 23946.3 89.1402 2.11842 0 0 0 0 0 0 0 0 0 0 10.5
88 1.55369 6.70703 0 0 6.70703 1.62691 4.26808e+08 0 1.41282e+08 1719.72 92.6822 23862.9 102.311 2.10808 0 0 0 0 0 0 0 0 0 0 10.5
89 1.62691 6.12981 0 0 6.12981 1.70358 4.6199e+08 0 1.46174e+08 1966.02 92.1802 23776.7 117.427 2.09741 0 0 0 0 0 0 0 0 0 0 10.5
90 1.70358 5.58988 0 0 5.58988 1.78387 4.99829e+08 0 1.51065e+08 2247.21 91.6625 23687.5 134.775 2.0864 0 0 0 0 0 0 0 0 0 0 10.5
91 1.78387 5.08595 0 0 5.08595 1.86794 5.40495e+08 0 1.55943e+08 2568.19 91.1288 23595.5 154.683 2.07505 0 0 0 0 0 0 0 0 0 0 10.5
92 1.86794 4.61669 0 0 4.61669 1.95598 5.84168e+08 0 1.60797e+08 2934.49 90.5791 23500.5 177.529 2.06336 0 0 0 0 0 0 0 0 0 0 10.5
93 1.95598 4.18073 0 0 4.18073 2.04816 6.31034e+08 0 1.65615e+08 3352.44 90.0132 23402.5 203.746 2.05131 0 0 0 0 0 0 0 0 0 0 10.5
94 2.04816 3.77665 0 0 3.77665 2.14469 6.8129e+08 0 1.70387e+08 3829.2 89.4309 23301.5 233.832 2.03891 0 0 0 0 0 0 0 0 0 0 10.5
95 2.14469 3.40299 0 0 3.40299 2.24576 7.35137e+08 0 1.75099e+08 4372.94 88.8323 23197.4 268.356 2.02616 0 0 0 0 0 0 0 0 0 0 10.5
96 2.24576 3.05829 0 0 3.05829 2.3516 7.92786e+08 0 1.79742e+08 4992.9 88.2171 23090.2 307.974 2.01305 0 0 0 0 0 0 0 0 0 0 10.5
97 2.3516 2.74109 0 0 2.74109 2.46243 8.54454e+08 0 1.84302e+08 5699.62 87.5854 22979.8 353.434 1.99958 0 0 0 0 0 0 0 0 0 0 10.5
98 2.46243 2.44992 0 0 2.44992 2.57848 9.20367e+08 0 1.8877e+08 6505.04 86.9373 22866.3 405.599 1.98575 0 0 0 0 0 0 0 0 0 0 10.5
99 2.57848 2.18332 0 0 2.18332 2.7 9.90755e+08 0 1.93135e+08 7422.72 86.2726 22749.6 465.455 1.97156 0 0 0 0 0 0 0 0 0 0 10.5
100 2.7 1.93986 0 0 1.93986 2.82725 1.06586e+09 0 1.97385e+08 8468.03 85.5915 22629.7 534.136 1.95702 0 0 0 0 0 0 0 0 0 0 10.5
101 2.82725 1.71812 0 0 1.71812 2.96049 1.14592e+09 0 2.01512e+08 9658.43 84.894 22506.6 612.939 1.94212 0 0 0 0 0 0 0 0 0 0 10.5
102 2.96049 1.51674 0 0 1.51674 3.10001 1.23118e+09 0 2.05504e+08 11013.7 84.1804 22380.3 703.399 1.92675 0 0 0 0 0 0 0 0 0 0 10.5
103 3.10001 1.33437 0 0 1.33437 3.24611 1.32191e+09 0 2.09354e+08 12556.3 83.4508 22250.8 808.079 1.90894 0 0 0 0 0 0 0 0 0 0 10.5
104 3.24611 1.16971 0 0 1.16971 3.3991 1.41837e+09 0 2.13053e+08 14311.6 82.7054 22118.1 928.354 1.89076 0 0 0 0 0 0 0 0 0 0 10.5
105 3.3991 1.02151 0 0 1.02151 3.55929 1.52081e+09 0 2.16593e+08 16308.4 81.9444 21982.2 1066.55 1.87221 0 0 0 0 0 0 0 0 0 0 10.5
106 3.55929 0.888554 0 0 0.888554 3.72704 1.6295e+09 0 2.19968e+08 18579.3 81.1682 21843.2 1225.34 1.8533 0 0 0 0 0 0 0 0 0 0 10.5
107 3.72704 0.769695 0 0 0.769695 3.90269 1.74471e+09 0 2.23172e+08 21161.2 80.377 21701 1407.8 1.83403 0 0 0 0 0 0 0 0 0 0 10.5
108 3.90269 0.663821 0 0 0.663821 4.08662 1.86671e+09 0 2.26201e+08 24096 79.5713 21555.8 1617.45 1.81443 0 0 0 0 0 0 0 0 0 0 10.5
109 4.08662 0.569878 0 0 0.569878 4.27921 1.99577e+09 0 2.2905e+08 27430.8 78.7515 21407.4 1858.36 1.7945 0 0 0 0 0 0 0 0 0 0 10.5
110 4.27921 0.486859 0 0 0.486859 4.48088 2.13216e+09 0 2.31718e+08 31219.2 77.918 21256.1 2135.2 1.77425 0 0 0 0 0 0 0 0 0 0 10.5
111 4.48088 0.413812 0 0 0.413812 4.69206 2.27615e+09 0 2.34203e+08 35521.6 77.0713 21101.9 2453.32 1.75369 0 0 0 0 0 0 0 0 0 0 10.5
112 4.69206 0.349834 0 0 0.349834 4.91319 2.42802e+09 0 2.36505e+08 40406.3 76.212 20944.7 2818.9 1.73284 0 0 0 0 0 0 0 0 0 0 10.5
113 4.91319 0.29407 0 0 0.29407 5.14474 2.58801e+09 0 2.38626e+08 45950.5 75.3405 20784.7 3239.01 1.71172 0 0 0 0 0 0 0 0 0 0 10.5
114 5.14474 0.245719 0 0 0.245719 5.38721 2.75639e+09 0 2.40568e+08 52241.6 74.4576 20622 3721.81 1.69033 0 0 0 0 0 0 0 0 0 0 10.5
115 5.38721 0.204025 0 0 0.204025 5.6411 2.93342e+09 0 2.42335e+08 59378 73.5638 20456.7 4276.63 1.6687 0 0 0 0 0 0 0 0 0 0 10.5
116 5.6411 0.168283 0 0 0.168283 5.90696 3.11934e+09 0 2.43933e+08 67471 72.6599 20288.7 4914.27 1.64684 0 0 0 0 0 0 0 0 0 0 10.5
117 5.90696 0.137832 0 0 0.137832 6.18534 3.3144e+09 0 2.45366e+08 76646.2 71.7464 20118.4 5647.11 1.62476 0 0 0 0 0 0 0 0 0 0 10.5
118 6.18534 0.112062 0 0 0.112062 6.47685 3.51882e+09 0 2.46643e+08 87045.4 70.8242 19945.6 6489.97 1.60234 0 0 0 0 0 0 0 0 0 0 10.5
119 6.47685 0.0904037 0 0 0.0904037 6.78209 3.73282e+09 0 2.47772e+08 98828.4 69.8941 19770.6 7476.97 1.57591 0 0 0 0 0 0 0 0 0 0 10.5
120 6.78209 0.0723375 0 0 0.0723375 7.10172 3.95663e+09 0 2.48762e+08 112176 68.9567 19593.4 8614.69 1.54936 0 0 0 0 0 0 0 0 0 0 10.5
121 7.10172 0.0573856 0 0 0.0573856 7.43642 4.19044e+09 0 2.49622e+08 127291 68.0129 19414.2 9926.25 1.52273 0 0 0 0 0 0 0 0 0 0 10.5
122 7.43642 0.0451141 0 0 0.0451141 7.78689 4.43444e+09 0 2.50363e+08 144403 67.0636 19233.1 11438.2 1.49604 0 0 0 0 0 0 0 0 0 0 10.5
123 7.78689 0.035131 0 0 0.035131 8.15387 4.68881e+09 0 2.50996e+08 163770 66.1095 19050.3 13181.5 1.46931 0 0 0 0 0 0 0 0 0 0 10.5
124 8.15387 0.0270848 0 0 0.0270848 8.53815 4.9537e+09 0 2.5153e+08 185685 65.1515 18865.8 15191.5 1.44258 0 0 0 0 0 0 0 0 0 0 10.5
125 8.53815 0.0206634 0 0 0.0206634 8.94054 5.22927e+09 0 2.51976e+08 210476 64.1904 18679.8 17509.3 1.41585 0 0 0 0 0 0 0 0 0 0 10.5
126 8.94054 0.0155915 0 0 0.0155915 9.36189 5.51566e+09 0 2.52345e+08 238512 63.2272 18492.5 20181.9 1.38918 0 0 0 0 0 0 0 0 0 0 10.5
127 9.36189 0.0116292 0 0 0.0116292 9.80311 5.81297e+09 0 2.52647e+08 270211 62.2627 18303.9 23264 1.36257 0 0 0 0 0 0 0 0 0 0 10.5
128 9.80311 0.00856911 0 0 0.00856911 10.2651 6.12132e+09 0 2.5289e+08 306042 61.2977 18114.3 26818.5 1.33606 0 0 0 0 0 0 0 0 0 0 10.5
129 10.2651 0.00623431 0 0 0.00623431 10.7489 6.44079e+09 0 2.53084e+08 346534 60.3331 17923.8 30918.1 1.30966 0 0 0 0 0 0 0 0 0 0 10.5
130 10.7489 0.00447547 0 0 0.00447547 11.2555 6.77145e+09 0 2.53237e+08 392283 59.3698 17732.5 35544 1.28711 0 0 0 0 0 0 0 0 0 0 10.5
131 11.2555 0.00316814 0 0 0.00316814 11.7859 7.11335e+09 0 2.53355e+08 443960 58.4086 17540.6 40530.9 1.27499 0 0 0 0 0 0 0 0 0 0 10.5
132 11.7859 0.00220999 0 0 0.00220999 12.3414 7.46654e+09 0 2.53446e+08 502319 57.4504 17348.2 46213.5 1.26282 0 0 0 0 0 0 0 0 0 0 10.5
133 12.3414 0.00151808 0 0 0.00151808 12.923 7.83104e+09 0 2.53514e+08 568211 56.4959 17155.5 52687.9 1.25061 0 0 0 0 0 0 0 0 0 0 10.5
134 12.923 0.00102611 0 0 0.00102611 13.5321 8.20684e+09 0 2.53564e+08 642593 55.5461 16962.7 60064.2 1.23838 0 0 0 0 0 0 0 0 0 0 10.5
135 13.5321 0.000681952 0 0 0.000681952 14.1698 8.59394e+09 0 2.53601e+08 726543 54.6015 16769.8 68467.7 1.22612 0 0 0 0 0 0 0 0 0 0 10.5
136 14.1698 0.000445274 0 0 0.000445274 14.8376 8.99232e+09 0 2.53627e+08 821273 53.6631 16577.1 78041 1.21386 0 0 0 0 0 0 0 0 0 0 10.5
137 14.8376 0.000285398 0 0 0.000285398 15.5369 9.40194e+09 0 2.53645e+08 928151 52.7315 16384.7 88946.1 1.2016 0 0 0 0 0 0 0 0 0 0 10.5
138 15.5369 0.000179408 0 0 0.000179408 16.2691 9.82273e+09 0 2.53658e+08 1.04871e+06 51.8075 16192.7 101368 1.18934 0 0 0 0 0 0 0 0 0 0 10.5
139 16.2691 0.000110511 0 0 0.000110511 17.0358 1.02546e+10 0 2.53666e+08 1.18469e+06 50.8917 16001.4 115517 1.17711 0 0 0 0 0 0 0 0 0 0 10.5
140 17.0358 6.66383e-05 0 0 6.66383e-05 17.8387 1.06975e+10 0 2.53672e+08 1.33803e+06 49.9847 15810.7 130714 1.17309 0 0 0 0 0 0 0 0 0 0 10.5
141 17.8387 3.92974e-05 0 0 3.92974e-05 18.6794 1.11514e+10 0 2.53676e+08 1.51092e+06 49.0873 15620.9 143814 1.20222 0 0 0 0 0 0 0 0 0 0 10.5
142 18.6794 2.26397e-05 0 0 2.26397e-05 19.5598 1.16161e+10 0 2.53678e+08 1.70585e+06 48.1999 15432 158181 1.23228 0 0 0 0 0 0 0 0 0 0 10.5
143 19.5598 1.27283e-05 0 0 1.27283e-05 20.4816 1.20914e+10 0 2.53679e+08 1.92558e+06 47.3232 15244.3 173936 1.26328 0 0 0 0 0 0 0 0 0 0 10.5
144 20.4816 6.97535e-06 0 0 6.97535e-06 21.4469 1.25773e+10 0 2.5368e+08 2.17324e+06 46.4576 15057.9 191213 1.29525 0 0 0 0 0 0 0 0 0 0 10.5
145 21.4469 3.72166e-06 0 0 3.72166e-06 22.4576 1.30737e+10 0 2.53681e+08 2.45238e+06 45.6036 14872.8 210161 1.3282 0 0 0 0 0 0 0 0 0 0 10.5
146 22.4576 1.93081e-06 0 0 1.93081e-06 23.516 1.35803e+10 0 2.53681e+08 2.76695e+06 44.7617 14689.2 230943 1.36212 0 0 0 0 0 0 0 0 0 0 10.5
147 23.516 9.72763e-07 0 0 9.72763e-07 24.6243 1.4097e+10 0 2.53681e+08 3.12144e+06 43.9323 14507.1 253738 1.39706 0 0 0 0 0 0 0 0 0 0 10.5
148 24.6243 4.75271e-07 0 0 4.75271e-07 25.7848 1.46236e+10 0 2.53681e+08 3.52088e+06 43.1158 14326.8 278745 1.43299 0 0 0 0 0 0 0 0 0 0 10.5
