#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR SDensityOFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassBin RadiusIso
157 37.2704 4.67805e-21 0 0 4.67805e-21 39.0269 1.26614e+10 0 5.64271e+07 1.24806e+07 44.1787 10814.8 31880.7 44.5144 0 0 0 0 0 0 0 0 0 0 10.25 1229.94
158 39.0269 5.23208e-22 0 0 5.23208e-22 40.8662 1.30208e+10 0 5.64271e+07 1.40823e+07 43.4285 10692 27548.7 58.1418 0 0 0 0 0 0 0 0 0 0 10.25 1287.91
159 40.8662 5.2974e-23 0 0 5.2974e-23 42.7921 1.33838e+10 0 5.64271e+07 1.58903e+07 42.6962 10571.5 23853.7 75.7966 0 0 0 0 0 0 0 0 0 0 10.25 1348.61
160 42.7921 4.83286e-24 0 0 4.83286e-24 44.8088 1.37504e+10 0 5.64271e+07 1.79315e+07 41.9819 10453.3 20699.4 98.6098 0 0 0 0 0 0 0 0 0 0 10.25 1412.16
161 44.8088 3.95347e-25 0 0 3.95347e-25 46.9206 1.41205e+10 0 5.64271e+07 2.02362e+07 41.2852 10337.3 18003.6 128.012 0 0 0 0 0 0 0 0 0 0 10.25 1478.72
162 46.9206 2.88513e-26 0 0 2.88513e-26 49.1319 1.44939e+10 0 5.64271e+07 2.28388e+07 40.606 10223.6 15696.9 165.803 0 0 0 0 0 0 0 0 0 0 10.25 1548.41
163 49.1319 1.8683e-27 0 0 1.8683e-27 51.4474 1.48705e+10 0 5.64271e+07 2.57782e+07 39.9442 10112.2 13721.4 214.225 0 0 0 0 0 0 0 0 0 0 10.25 1621.38
164 51.4474 1.06755e-28 0 0 1.06755e-28 53.8721 1.52503e+10 0 5.64271e+07 2.90988e+07 39.2996 10003.1 12027 276.089 0 0 0 0 0 0 0 0 0 0 10.25 1697.79
165 53.8721 5.35114e-30 0 0 5.35114e-30 56.411 1.5633e+10 0 5.64271e+07 3.28503e+07 38.672 9896.36 13418.4 279.583 0 0 0 0 0 0 0 0 0 0 10.25 1777.81
166 56.411 2.33862e-31 0 0 2.33862e-31 59.0696 1.60187e+10 0 5.64271e+07 3.70896e+07 38.0611 9791.86 15082.7 281.071 0 0 0 0 0 0 0 0 0 0 10.25 1861.59
167 59.0696 8.85405e-33 0 0 8.85405e-33 61.8534 1.64073e+10 0 5.64271e+07 4.1881e+07 37.4666 9689.64 16957.6 282.55 0 0 0 0 0 0 0 0 0 0 10.25 1949.33
168 61.8534 2.88451e-34 0 0 2.88451e-34 64.7685 1.67985e+10 0 5.64271e+07 4.72974e+07 36.8885 9589.69 19070.4 284.018 0 0 0 0 0 0 0 0 0 0 10.25 2041.2
169 64.7685 8.0296e-36 0 0 8.0296e-36 67.8209 1.71924e+10 0 5.64271e+07 5.34214e+07 36.3263 9492.01 21451.9 285.476 0 0 0 0 0 0 0 0 0 0 10.25 2137.4
170 67.8209 1.89585e-37 0 0 1.89585e-37 71.0172 1.75888e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 2238.13
171 71.0172 3.76748e-39 0 0 3.76748e-39 74.3642 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 2343.61
172 74.3642 6.2505e-41 0 0 6.2505e-41 77.8689 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 2454.06
173 77.8689 8.58447e-43 0 0 8.58447e-43 81.5387 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 2569.71
174 81.5387 9.67353e-45 0 0 9.67353e-45 85.3815 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 2690.82
175 85.3815 8.86095e-47 0 0 8.86095e-47 89.4054 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 2817.64
176 89.4054 6.53364e-49 0 0 6.53364e-49 93.6189 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 2950.43
177 93.6189 3.83848e-51 0 0 3.83848e-51 98.0311 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 3089.48
178 98.0311 1.77757e-53 0 0 1.77757e-53 102.651 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 3235.08
179 102.651 6.41603e-56 0 0 6.41603e-56 107.489 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 3387.54
180 107.489 1.78381e-58 0 0 1.78381e-58 112.555 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 3547.19
181 112.555 3.77309e-61 0 0 3.77309e-61 117.859 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 3714.37
182 117.859 5.99341e-64 0 0 5.99341e-64 123.414 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 3889.42
183 123.414 7.05299e-67 0 0 7.05299e-67 129.23 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 4072.72
184 129.23 6.06184e-70 0 0 6.06184e-70 135.321 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 4264.66
185 135.321 3.7487e-73 0 0 3.7487e-73 141.698 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 4465.65
186 141.698 1.64212e-76 0 0 1.64212e-76 148.376 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 4676.11
187 148.376 5.01261e-80 0 0 5.01261e-80 155.369 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 4896.49
188 155.369 1.04809e-83 0 0 1.04809e-83 162.691 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 5127.25
189 162.691 1.47438e-87 0 0 1.47438e-87 170.358 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 5368.89
190 170.358 1.36936e-91 0 0 1.36936e-91 178.387 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 5621.92
191 178.387 8.23327e-96 0 0 8.23327e-96 186.794 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 5886.88
192 186.794 3.13919e-100 0 0 3.13919e-100 195.598 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 6164.32
193 195.598 7.4281e-105 0 0 7.4281e-105 204.816 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 6454.83
194 204.816 1.06645e-109 0 0 1.06645e-109 214.469 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 6759.04
195 214.469 9.07275e-115 0 0 9.07275e-115 224.576 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 7077.58
196 224.576 4.46188e-120 0 0 4.46188e-120 235.16 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 7411.14
197 235.16 1.23602e-125 0 0 1.23602e-125 246.243 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 7760.41
198 246.243 1.87707e-131 0 0 1.87707e-131 257.848 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 8126.15
199 257.848 1.51897e-137 0 0 1.51897e-137 270 1.77636e+10 0 5.64271e+07 5.34214e+07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.25 8509.12
0 0.027 159.87 0 0 159.87 0.0282725 173685 0 35290.4 0.0143645 151.739 27623.3 0.00743576 1.93181 0 0 0 0 0 0 0 0 0 0 10.5 0.891015
1 0.0282725 159.209 0 0 159.209 0.0296049 190389 0 73825.5 0.0164919 151.72 27621 0.00110138 1.93161 0 0 0 0 0 0 0 0 0 0 10.5 0.933007
2 0.0296049 158.521 0 0 158.521 0.0310001 208697 0 115896 0.0189342 151.7 27618.5 0.00126452 1.93141 0 0 0 0 0 0 0 0 0 0 10.5 0.976978
3 0.0310001 157.806 0 0 157.806 0.0324611 228763 0 161816 0.021738 151.678 27616 0.00145182 1.9312 0 0 0 0 0 0 0 0 0 0 10.5 1.02302
4 0.0324611 157.061 0 0 157.061 0.033991 250754 0 211930 0.0249567 151.656 27613.3 0.00166687 1.93097 0 0 0 0 0 0 0 0 0 0 10.5 1.07124
5 0.033991 156.287 0 0 156.287 0.0355929 274856 0 266607 0.0286516 151.633 27610.5 0.00191376 1.93073 0 0 0 0 0 0 0 0 0 0 10.5 1.12172
6 0.0355929 155.483 0 0 155.483 0.0372704 301269 0 326250 0.0328933 151.609 27607.6 0.00219722 1.93049 0 0 0 0 0 0 0 0 0 0 10.5 1.17459
7 0.0372704 154.646 0 0 154.646 0.0390269 330215 0 391296 0.0377627 151.584 27604.5 0.00252266 1.93023 0 0 0 0 0 0 0 0 0 0 10.5 1.22994
8 0.0390269 153.778 0 0 153.778 0.0408662 361936 0 462216 0.0433524 151.557 27601.3 0.0028963 1.92996 0 0 0 0 0 0 0 0 0 0 10.5 1.28791
9 0.0408662 152.875 0 0 152.875 0.0427921 396697 0 539522 0.0497691 151.53 27597.9 0.00332528 1.92968 0 0 0 0 0 0 0 0 0 0 10.5 1.34861
10 0.0427921 151.939 0 0 151.939 0.0448088 434788 0 623766 0.0571351 151.501 27594.4 0.00381779 1.92938 0 0 0 0 0 0 0 0 0 0 10.5 1.41216
11 0.0448088 150.967 0 0 150.967 0.0469206 476528 0 715547 0.0655907 151.47 27590.7 0.00438324 1.92907 0 0 0 0 0 0 0 0 0 0 10.5 1.47872
12 0.0469206 149.958 0 0 149.958 0.0491319 522264 0 815510 0.075297 151.439 27586.9 0.00503242 1.92875 0 0 0 0 0 0 0 0 0 0 10.5 1.54841
13 0.0491319 148.913 0 0 148.913 0.0514474 572378 0 924352 0.0864388 151.405 27582.8 0.00577775 1.9284 0 0 0 0 0 0 0 0 0 0 10.5 1.62138
14 0.0514474 147.829 0 0 147.829 0.0538721 627286 0 1.04283e+06 0.0992284 151.371 27578.6 0.00663343 1.92805 0 0 0 0 0 0 0 0 0 0 10.5 1.69779
15 0.0538721 146.707 0 0 146.707 0.056411 687446 0 1.17174e+06 0.113909 151.334 27574.2 0.00761583 1.92768 0 0 0 0 0 0 0 0 0 0 10.5 1.77781
16 0.056411 145.545 0 0 145.545 0.0590696 753356 0 1.31198e+06 0.130761 151.296 27569.6 0.00874371 1.92729 0 0 0 0 0 0 0 0 0 0 10.5 1.86159
17 0.0590696 144.342 0 0 144.342 0.0618534 825565 0 1.46447e+06 0.150104 151.256 27564.7 0.0100386 1.92689 0 0 0 0 0 0 0 0 0 0 10.5 1.94933
18 0.0618534 143.097 0 0 143.097 0.0647685 904671 0 1.63023e+06 0.172307 151.215 27559.7 0.0115252 1.92646 0 0 0 0 0 0 0 0 0 0 10.5 2.0412
19 0.0647685 141.81 0 0 141.81 0.0678209 991329 0 1.81035e+06 0.197792 151.171 27554.4 0.013232 1.92601 0 0 0 0 0 0 0 0 0 0 10.5 2.1374
20 0.0678209 140.481 0 0 140.481 0.0710172 1.08626e+06 0 2.00599e+06 0.227044 151.125 27548.8 0.0151914 1.92555 0 0 0 0 0 0 0 0 0 0 10.5 2.23813
21 0.0710172 139.107 0 0 139.107 0.0743642 1.19024e+06 0 2.21841e+06 0.260619 151.078 27543 0.017441 1.92506 0 0 0 0 0 0 0 0 0 0 10.5 2.34361
22 0.0743642 137.69 0 0 137.69 0.0778689 1.30413e+06 0 2.44895e+06 0.299155 151.028 27536.9 0.0200236 1.92455 0 0 0 0 0 0 0 0 0 0 10.5 2.45406
23 0.0778689 136.228 0 0 136.228 0.0815387 1.42887e+06 0 2.69904e+06 0.343386 150.975 27530.6 0.0229887 1.92401 0 0 0 0 0 0 0 0 0 0 10.5 2.56971
24 0.0815387 134.721 0 0 134.721 0.0853815 1.56549e+06 0 2.97022e+06 0.394151 150.921 27523.9 0.0263927 1.92345 0 0 0 0 0 0 0 0 0 0 10.5 2.69082
25 0.0853815 133.168 0 0 133.168 0.0894054 1.71511e+06 0 3.26414e+06 0.452415 150.864 27517 0.0303004 1.92288 0 0 0 0 0 0 0 0 0 0 10.5 2.81764
26 0.0894054 131.569 0 0 131.569 0.0936189 1.87896e+06 0 3.58254e+06 0.519284 150.804 27509.7 0.0347869 1.92226 0 0 0 0 0 0 0 0 0 0 10.5 2.95043
27 0.0936189 129.924 0 0 129.924 0.0980311 2.05837e+06 0 3.92729e+06 0.596029 150.741 27502.1 0.0399373 1.92162 0 0 0 0 0 0 0 0 0 0 10.5 3.08948
28 0.0980311 128.233 0 0 128.233 0.102651 2.25482e+06 0 4.30038e+06 0.684105 150.676 27494.1 0.0458504 1.92095 0 0 0 0 0 0 0 0 0 0 10.5 3.23508
29 0.102651 126.496 0 0 126.496 0.107489 2.46992e+06 0 4.70392e+06 0.785184 150.607 27485.8 0.0526384 1.92025 0 0 0 0 0 0 0 0 0 0 10.5 3.38754
30 0.107489 124.713 0 0 124.713 0.112555 2.70541e+06 0 5.14015e+06 0.901183 150.535 27477 0.0604313 1.91952 0 0 0 0 0 0 0 0 0 0 10.5 3.54719
31 0.112555 122.885 0 0 122.885 0.117859 2.96321e+06 0 5.61145e+06 1.0343 150.46 27467.9 0.0693776 1.91875 0 0 0 0 0 0 0 0 0 0 10.5 3.71437
32 0.117859 121.011 0 0 121.011 0.123414 3.24541e+06 0 6.12032e+06 1.18706 150.382 27458.4 0.0796481 1.91795 0 0 0 0 0 0 0 0 0 0 10.5 3.88942
33 0.123414 119.092 0 0 119.092 0.12923 3.5543e+06 0 6.66944e+06 1.36236 150.3 27448.4 0.091438 1.91712 0 0 0 0 0 0 0 0 0 0 10.5 4.07272
34 0.12923 117.129 0 0 117.129 0.135321 3.89237e+06 0 7.2616e+06 1.56351 150.214 27438 0.104973 1.91623 0 0 0 0 0 0 0 0 0 0 10.5 4.26466
35 0.135321 115.122 0 0 115.122 0.141698 4.26236e+06 0 7.89976e+06 1.79433 150.125 27427.1 0.120511 1.91532 0 0 0 0 0 0 0 0 0 0 10.5 4.46565
36 0.141698 113.073 0 0 113.073 0.148376 4.66723e+06 0 8.58702e+06 2.05918 150.031 27415.7 0.138348 1.91436 0 0 0 0 0 0 0 0 0 0 10.5 4.67611
37 0.148376 110.983 0 0 110.983 0.155369 5.11025e+06 0 9.32664e+06 2.36307 149.933 27403.7 0.158824 1.91336 0 0 0 0 0 0 0 0 0 0 10.5 4.89649
38 0.155369 108.853 0 0 108.853 0.162691 5.59495e+06 0 1.0122e+07 2.71174 149.831 27391.3 0.18233 1.91232 0 0 0 0 0 0 0 0 0 0 10.5 5.12725
39 0.162691 106.684 0 0 106.684 0.170358 6.1252e+06 0 1.09768e+07 3.11178 149.724 27378.2 0.209313 1.91122 0 0 0 0 0 0 0 0 0 0 10.5 5.36889
40 0.170358 104.478 0 0 104.478 0.178387 6.70522e+06 0 1.18946e+07 3.57075 149.612 27364.6 0.240288 1.91007 0 0 0 0 0 0 0 0 0 0 10.5 5.62192
41 0.178387 102.237 0 0 102.237 0.186794 7.33963e+06 0 1.28793e+07 4.0973 149.495 27350.3 0.275845 1.90888 0 0 0 0 0 0 0 0 0 0 10.5 5.88688
42 0.186794 99.9626 0 0 99.9626 0.195598 8.03342e+06 0 1.39351e+07 4.70138 149.373 27335.5 0.316661 1.90763 0 0 0 0 0 0 0 0 0 0 10.5 6.16432
43 0.195598 97.6572 0 0 97.6572 0.204816 8.79209e+06 0 1.50659e+07 5.39435 149.246 27319.9 0.363514 1.90632 0 0 0 0 0 0 0 0 0 0 10.5 6.45483
44 0.204816 95.3229 0 0 95.3229 0.214469 9.62158e+06 0 1.62762e+07 6.18928 149.112 27303.6 0.417296 1.90496 0 0 0 0 0 0 0 0 0 0 10.5 6.75904
45 0.214469 92.9622 0 0 92.9622 0.224576 1.05284e+07 0 1.75703e+07 7.10113 148.973 27286.6 0.47903 1.90353 0 0 0 0 0 0 0 0 0 0 10.5 7.07758
46 0.224576 90.5777 0 0 90.5777 0.23516 1.15196e+07 0 1.89529e+07 8.14705 148.828 27268.8 0.549895 1.90204 0 0 0 0 0 0 0 0 0 0 10.5 7.41114
47 0.23516 88.1721 0 0 88.1721 0.246243 1.26029e+07 0 2.04285e+07 9.3467 148.676 27250.3 0.631236 1.90048 0 0 0 0 0 0 0 0 0 0 10.5 7.76041
48 0.246243 85.7482 0 0 85.7482 0.257848 1.37867e+07 0 2.2002e+07 10.7226 148.517 27230.9 0.724599 1.89886 0 0 0 0 0 0 0 0 0 0 10.5 8.12615
49 0.257848 83.309 0 0 83.309 0.27 1.50801e+07 0 2.36782e+07 12.3006 148.351 27210.6 0.831769 1.89716 0 0 0 0 0 0 0 0 0 0 10.5 8.50912
50 0.27 80.8577 0 0 80.8577 0.282725 1.64929e+07 0 2.54619e+07 14.1103 148.178 27189.5 0.954776 1.89539 0 0 0 0 0 0 0 0 0 0 10.5 8.91015
51 0.282725 78.3975 0 0 78.3975 0.296049 1.80361e+07 0 2.73582e+07 16.1855 147.998 27167.4 1.09597 1.89353 0 0 0 0 0 0 0 0 0 0 10.5 9.33007
52 0.296049 75.9317 0 0 75.9317 0.310001 1.97214e+07 0 2.93719e+07 18.5652 147.809 27144.3 1.25802 1.8916 0 0 0 0 0 0 0 0 0 0 10.5 9.76978
53 0.310001 73.4636 0 0 73.4636 0.324611 2.15613e+07 0 3.15081e+07 21.2938 147.613 27120.2 1.44402 1.88958 0 0 0 0 0 0 0 0 0 0 10.5 10.2302
54 0.324611 70.9969 0 0 70.9969 0.33991 2.35699e+07 0 3.37716e+07 24.4223 147.407 27095.1 1.6575 1.88747 0 0 0 0 0 0 0 0 0 0 10.5 10.7124
55 0.33991 68.5349 0 0 68.5349 0.355929 2.57621e+07 0 3.61673e+07 28.0091 147.193 27068.8 1.90251 1.88528 0 0 0 0 0 0 0 0 0 0 10.5 11.2172
56 0.355929 66.0812 0 0 66.0812 0.372704 2.81541e+07 0 3.87e+07 32.121 146.97 27041.4 2.18372 1.88298 0 0 0 0 0 0 0 0 0 0 10.5 11.7459
57 0.372704 63.6394 0 0 63.6394 0.390269 3.07637e+07 0 4.13743e+07 36.8346 146.737 27012.8 2.50646 1.88059 0 0 0 0 0 0 0 0 0 0 10.5 12.2994
58 0.390269 61.213 0 0 61.213 0.408662 3.361e+07 0 4.41946e+07 42.2376 146.494 26983 2.87685 1.8781 0 0 0 0 0 0 0 0 0 0 10.5 12.8791
59 0.408662 58.8056 0 0 58.8056 0.427921 3.67137e+07 0 4.71653e+07 48.4303 146.24 26951.9 3.30194 1.87549 0 0 0 0 0 0 0 0 0 0 10.5 13.4861
60 0.427921 56.4208 0 0 56.4208 0.448088 4.00973e+07 0 5.02903e+07 55.5277 145.976 26919.4 3.78977 1.87277 0 0 0 0 0 0 0 0 0 0 10.5 14.1216
61 0.448088 54.0619 0 0 54.0619 0.469206 4.37851e+07 0 5.35733e+07 63.6612 145.701 26885.6 4.3496 1.86995 0 0 0 0 0 0 0 0 0 0 10.5 14.7872
62 0.469206 51.7323 0 0 51.7323 0.491319 4.78034e+07 0 5.70178e+07 72.9814 145.414 26850.3 4.99206 1.867 0 0 0 0 0 0 0 0 0 0 10.5 15.4841
63 0.491319 49.4355 0 0 49.4355 0.514474 5.21806e+07 0 6.06266e+07 83.6604 145.116 26813.5 5.72933 1.86392 0 0 0 0 0 0 0 0 0 0 10.5 16.2138
64 0.514474 47.1745 0 0 47.1745 0.538721 5.69474e+07 0 6.44024e+07 95.8952 144.805 26775.2 6.57536 1.86071 0 0 0 0 0 0 0 0 0 0 10.5 16.9779
65 0.538721 44.9526 0 0 44.9526 0.56411 6.21369e+07 0 6.83472e+07 109.911 144.481 26735.3 7.54614 1.85738 0 0 0 0 0 0 0 0 0 0 10.5 17.7781
66 0.56411 42.7726 0 0 42.7726 0.590696 6.77849e+07 0 7.24624e+07 125.966 144.143 26693.6 8.66012 1.8539 0 0 0 0 0 0 0 0 0 0 10.5 18.6159
67 0.590696 40.6375 0 0 40.6375 0.618534 7.39299e+07 0 7.67491e+07 144.355 143.793 26650.3 9.93834 1.85028 0 0 0 0 0 0 0 0 0 0 10.5 19.4933
68 0.618534 38.5498 0 0 38.5498 0.647685 8.06134e+07 0 8.12075e+07 165.414 143.427 26605.1 11.405 1.84651 0 0 0 0 0 0 0 0 0 0 10.5 20.412
69 0.647685 36.5122 0 0 36.5122 0.678209 8.78801e+07 0 8.58373e+07 189.53 143.048 26558.2 13.0878 1.8426 0 0 0 0 0 0 0 0 0 0 10.5 21.374
70 0.678209 34.5269 0 0 34.5269 0.710172 9.57779e+07 0 9.06372e+07 217.142 142.653 26509.2 15.0186 1.83851 0 0 0 0 0 0 0 0 0 0 10.5 22.3813
71 0.710172 32.5962 0 0 32.5962 0.743642 1.04359e+08 0 9.56054e+07 248.753 142.242 26458.4 17.2338 1.83427 0 0 0 0 0 0 0 0 0 0 10.5 23.4361
72 0.743642 30.7219 0 0 30.7219 0.778689 1.13678e+08 0 1.00739e+08 284.939 141.815 26405.4 19.7752 1.82986 0 0 0 0 0 0 0 0 0 0 10.5 24.5406
73 0.778689 28.9059 0 0 28.9059 0.815387 1.23794e+08 0 1.06035e+08 326.356 141.372 26350.4 22.6908 1.82527 0 0 0 0 0 0 0 0 0 0 10.5 25.6971
74 0.815387 27.1495 0 0 27.1495 0.853815 1.34772e+08 0 1.11488e+08 373.754 140.911 26293.1 26.0358 1.8205 0 0 0 0 0 0 0 0 0 0 10.5 26.9082
75 0.853815 25.4543 0 0 25.4543 0.894054 1.4668e+08 0 1.17093e+08 427.99 140.433 26233.6 29.873 1.81555 0 0 0 0 0 0 0 0 0 0 10.5 28.1764
76 0.894054 23.8213 0 0 23.8213 0.936189 1.5959e+08 0 1.22844e+08 490.041 139.937 26171.8 34.2746 1.81041 0 0 0 0 0 0 0 0 0 0 10.5 29.5043
77 0.936189 22.2513 0 0 22.2513 0.980311 1.73581e+08 0 1.28733e+08 561.023 139.423 26107.6 39.3237 1.80507 0 0 0 0 0 0 0 0 0 0 10.5 30.8948
78 0.980311 20.745 0 0 20.745 1.02651 1.88735e+08 0 1.34753e+08 642.209 138.889 26040.9 45.1155 1.79952 0 0 0 0 0 0 0 0 0 0 10.5 32.3508
79 1.02651 19.3029 0 0 19.3029 1.07489 2.05142e+08 0 1.40893e+08 735.052 138.336 25971.7 51.7583 1.79378 0 0 0 0 0 0 0 0 0 0 10.5 33.8754
80 1.07489 17.9251 0 0 17.9251 1.12555 2.22895e+08 0 1.47145e+08 841.209 137.762 25899.9 59.3777 1.78781 0 0 0 0 0 0 0 0 0 0 10.5 35.4719
81 1.12555 16.6115 0 0 16.6115 1.17859 2.42096e+08 0 1.53496e+08 962.567 137.168 25825.4 68.1162 1.78163 0 0 0 0 0 0 0 0 0 0 10.5 37.1437
82 1.17859 15.3621 0 0 15.3621 1.23414 2.62849e+08 0 1.59934e+08 1101.28 136.553 25748.2 78.1382 1.77523 0 0 0 0 0 0 0 0 0 0 10.5 38.8942
83 1.23414 14.1762 0 0 14.1762 1.2923 2.8527e+08 0 1.66448e+08 1259.8 135.917 25668.1 89.6316 1.7686 0 0 0 0 0 0 0 0 0 0 10.5 40.7272
84 1.2923 13.0532 0 0 13.0532 1.35321 3.09477e+08 0 1.73023e+08 1440.93 135.259 25585.2 102.812 1.76172 0 0 0 0 0 0 0 0 0 0 10.5 42.6466
85 1.35321 11.9922 0 0 11.9922 1.41698 3.35597e+08 0 1.79645e+08 1647.84 134.578 25499.3 117.926 1.75462 0 0 0 0 0 0 0 0 0 0 10.5 44.6565
86 1.41698 10.9922 0 0 10.9922 1.48376 3.63763e+08 0 1.86299e+08 1884.17 133.875 25410.4 135.256 1.74726 0 0 0 0 0 0 0 0 0 0 10.5 46.7611
87 1.48376 10.0519 0 0 10.0519 1.55369 3.94117e+08 0 1.92969e+08 2154.04 133.149 25318.4 155.128 1.73966 0 0 0 0 0 0 0 0 0 0 10.5 48.9649
88 1.55369 9.16995 0 0 9.16995 1.62691 4.26808e+08 0 1.99639e+08 2462.15 132.399 25223.3 177.911 1.7318 0 0 0 0 0 0 0 0 0 0 10.5 51.2725
89 1.62691 8.34474 0 0 8.34474 1.70358 4.6199e+08 0 2.06293e+08 2813.83 131.626 25124.9 204.032 1.72368 0 0 0 0 0 0 0 0 0 0 10.5 53.6889
90 1.70358 7.57459 0 0 7.57459 1.78387 4.99829e+08 0 2.12914e+08 3215.18 130.828 25023.3 234.155 1.71401 0 0 0 0 0 0 0 0 0 0 10.5 56.2192
91 1.78387 6.85765 0 0 6.85765 1.86794 5.40495e+08 0 2.19484e+08 3673.08 130.006 24918.4 268.734 1.70395 0 0 0 0 0 0 0 0 0 0 10.5 58.8688
92 1.86794 6.19201 0 0 6.19201 1.95598 5.84168e+08 0 2.25988e+08 4195.41 129.159 24810.1 308.416 1.69357 0 0 0 0 0 0 0 0 0 0 10.5 61.6432
93 1.95598 5.57563 0 0 5.57563 2.04816 6.31034e+08 0 2.32406e+08 4791.07 128.288 24698.4 353.951 1.6829 0 0 0 0 0 0 0 0 0 0 10.5 64.5483
94 2.04816 5.00642 0 0 5.00642 2.14469 6.8129e+08 0 2.38724e+08 5470.21 127.391 24583.2 406.203 1.67191 0 0 0 0 0 0 0 0 0 0 10.5 67.5904
95 2.14469 4.48222 0 0 4.48222 2.24576 7.35137e+08 0 2.44924e+08 6244.32 126.47 24464.5 466.16 1.66061 0 0 0 0 0 0 0 0 0 0 10.5 70.7758
96 2.24576 4.00083 0 0 4.00083 2.3516 7.92786e+08 0 2.50989e+08 7126.46 125.523 24342.2 534.96 1.64899 0 0 0 0 0 0 0 0 0 0 10.5 74.1114
97 2.3516 3.56003 0 0 3.56003 2.46243 8.54454e+08 0 2.56905e+08 8131.45 124.551 24216.4 613.9 1.63706 0 0 0 0 0 0 0 0 0 0 10.5 77.6041
98 2.46243 3.1576 0 0 3.1576 2.57848 9.20367e+08 0 2.62656e+08 9276.1 123.554 24087 704.479 1.62481 0 0 0 0 0 0 0 0 0 0 10.5 81.2615
99 2.57848 2.79129 0 0 2.79129 2.7 9.90755e+08 0 2.68228e+08 10579.5 122.532 23953.9 808.407 1.61225 0 0 0 0 0 0 0 0 0 0 10.5 85.0912
100 2.7 2.45892 0 0 2.45892 2.82725 1.06586e+09 0 2.73608e+08 12063.1 121.484 23817.2 927.653 1.59937 0 0 0 0 0 0 0 0 0 0 10.5 89.1015
