#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassBin
111 4.48088 0 130.423 50.8803 3.85164 4.69206 8.29734e+09 1.99919e+10 1.13782e+08 3.59181e+08 546986 687642 8.50072e+08 0.00503835 2.60358e+14 0 0 359077 7.38419e+06 0.0590039 1.21338 inf 0.00930343 12
112 4.69206 0 119.797 47.9614 3.84334 4.91319 9.01114e+09 2.07913e+10 1.13782e+08 3.92395e+08 518208 697773 8.83046e+08 0.00554045 2.49914e+14 0 0 377927 7.5038e+06 0.0566371 1.12454 inf 0.00938705 12
113 4.91319 0 109.743 45.0729 3.83439 5.14474 9.78258e+09 2.15942e+10 1.13782e+08 4.28504e+08 490690 707809 9.16825e+08 0.00608987 2.39366e+14 0 0 396899 7.60508e+06 0.0542467 1.03943 inf 0.00947157 12
114 5.14474 0 100.243 42.2221 3.82474 5.38721 1.06158e+10 2.23984e+10 1.13782e+08 4.67741e+08 464388 717737 9.51394e+08 0.00639513 2.2873e+14 0 0 415854 7.68531e+06 0.0518364 0.957976 inf 0.00955655 12
115 5.38721 0 91.3086 39.4163 3.8143 5.6411 1.15153e+10 2.32016e+10 1.13782e+08 5.10354e+08 439260 727544 9.86736e+08 0.00694702 2.18024e+14 0 0 434633 7.74476e+06 0.0494101 0.880443 inf 0.0096425 12
116 5.6411 0 82.9242 36.6632 3.803 5.90696 1.24857e+10 2.40014e+10 1.13782e+08 5.56607e+08 415264 737215 1.02283e+09 0.00754512 2.07267e+14 0 0 453051 7.78148e+06 0.0469722 0.806781 inf 0.00972914 12
117 5.90696 0 75.0758 33.97 3.79075 6.18534 1.3532e+10 2.47954e+10 1.13782e+08 6.06783e+08 392360 746738 1.05965e+09 0.00819322 1.96477e+14 0 0 470901 7.79386e+06 0.0445269 0.736964 inf 0.00981626 12
118 6.18534 0 67.7514 31.344 3.77745 6.47685 1.46594e+10 2.5581e+10 1.13782e+08 6.61185e+08 370509 756097 1.09718e+09 0.00889531 1.85676e+14 0 0 487947 7.7808e+06 0.0420791 0.670992 inf 0.00990374 12
119 6.47685 0 60.9319 28.7923 3.76297 6.78209 1.58732e+10 2.63558e+10 1.13782e+08 7.20134e+08 349673 765279 1.13538e+09 0.00965569 1.74885e+14 0 0 503928 7.74049e+06 0.0396335 0.608782 inf 0.00999118 12
120 6.78209 0 54.6001 26.3217 3.74718 7.10172 1.71794e+10 2.7117e+10 1.13782e+08 7.83973e+08 329815 774269 1.17422e+09 0.010479 1.64125e+14 0 0 518552 7.6716e+06 0.0371951 0.550275 inf 0.0100783 12
121 7.10172 0 48.7372 23.9386 3.72993 7.43642 1.85839e+10 2.7862e+10 1.13782e+08 8.53066e+08 310899 783053 1.21366e+09 0.0113703 1.53421e+14 0 0 531497 7.57281e+06 0.0347692 0.495394 inf 0.0101646 12
122 7.43642 0 43.3208 21.6492 3.71105 7.78689 2.00931e+10 2.85881e+10 1.13782e+08 9.27801e+08 292890 791616 1.25367e+09 0.0123349 1.42794e+14 0 0 542411 7.44221e+06 0.032361 0.444013 inf 0.0102494 12
123 7.78689 0 38.3347 19.4589 3.69034 8.15387 2.17135e+10 2.92926e+10 1.13782e+08 1.00859e+09 275754 799944 1.2942e+09 0.0126736 1.3227e+14 0 0 550908 7.27946e+06 0.0299759 0.396089 inf 0.0103324 12
124 8.15387 0 33.7562 17.3728 3.66757 8.53815 2.3452e+10 2.99729e+10 1.13782e+08 1.09586e+09 259458 808023 1.3352e+09 0.0136878 1.21872e+14 0 0 556571 7.0831e+06 0.0276194 0.351493 inf 0.0104127 12
125 8.53815 0 29.5658 15.3953 3.64247 8.94054 2.53159e+10 3.06262e+10 1.13782e+08 1.19008e+09 243971 815838 1.37663e+09 0.0147827 1.11623e+14 0 0 558949 6.85254e+06 0.0252968 0.310131 inf 0.0104895 12
126 8.94054 0 25.7432 13.53 3.61476 9.36189 2.73125e+10 3.12498e+10 1.13782e+08 1.29174e+09 229260 823375 1.41843e+09 0.0159644 1.01549e+14 0 0 557560 6.58731e+06 0.0230136 0.271895 inf 0.0105618 12
127 9.36189 0 22.2707 11.7798 3.58408 9.80311 2.94496e+10 3.18415e+10 1.13782e+08 1.40135e+09 215296 830621 1.46055e+09 0.0172398 9.16714e+13 0 0 551888 6.28818e+06 0.0207752 0.236711 inf 0.0106288 12
128 9.80311 0 19.1339 10.1471 3.55002 10.2651 3.17352e+10 3.23988e+10 1.13782e+08 1.51946e+09 202049 837562 1.50293e+09 0.0186163 8.20149e+13 0 0 541390 5.9578e+06 0.0185868 0.204541 inf 0.0106899 12
129 10.2651 0 16.3162 8.63303 3.51214 10.7489 3.41775e+10 3.29199e+10 1.13782e+08 1.64663e+09 189491 844184 1.5455e+09 0.0201019 7.26023e+13 0 0 525494 5.59898e+06 0.0164536 0.175308 inf 0.0107444 12
130 10.7489 0 13.8029 7.23835 3.46989 11.2555 3.6785e+10 3.34033e+10 1.13782e+08 1.78348e+09 177593 850476 1.5882e+09 0.0217049 6.3456e+13 0 0 503605 5.21645e+06 0.0143808 0.14896 inf 0.0107919 12
131 11.2555 0 11.5829 5.9628 3.42266 11.7859 3.95664e+10 3.3848e+10 1.13782e+08 1.93064e+09 166328 856424 1.63097e+09 0.0234349 5.45984e+13 0 0 475114 4.81809e+06 0.0123735 0.125478 inf 0.0108331 12
132 11.7859 0 9.64333 4.8054 3.36973 12.3414 4.25308e+10 3.4254e+10 1.13782e+08 2.08877e+09 155670 862017 1.67373e+09 0.0253014 4.60518e+13 0 0 439404 4.41299e+06 0.0104366 0.104816 inf 0.0108692 12
133 12.3414 0 7.97394 3.76442 3.31026 12.923 4.56871e+10 3.46221e+10 1.13782e+08 2.25858e+09 145594 867244 1.71642e+09 0.0273154 3.78386e+13 0 0 395870 4.01358e+06 0.00857523 0.086941 inf 0.0109032 12
134 12.923 0 6.5569 2.83768 3.24312 13.5321 4.90449e+10 3.4954e+10 1.13782e+08 2.4408e+09 136075 872094 1.75896e+09 0.0294883 2.99845e+13 0 0 343965 3.62963e+06 0.00679528 0.071706 inf 0.010936 12
135 13.5321 0.0629565 5.37192 0 0.0629565 14.1698 5.26134e+10 3.52522e+10 1.17276e+08 2.6362e+09 127088 876557 1.80129e+09 0.0318325 2.41961e+13 0 0 353382 3.27508e+06 0.00636704 0.0590086 0.101134 0.0109846 12
136 14.1698 0.429721 4.37012 0 0.429721 14.8376 5.64024e+10 3.55181e+10 1.43427e+08 2.84558e+09 118609 880625 1.84331e+09 0.0343614 2.05266e+13 0 0 649874 2.93591e+06 0.0106788 0.0482433 0.0248505 0.0110394 12
137 14.8376 0.763121 3.52869 0 0.763121 15.5369 6.04216e+10 3.57536e+10 1.94349e+08 3.06978e+09 110617 884288 1.88496e+09 0.0370896 1.72823e+13 0 0 974943 2.60805e+06 0.0146108 0.0390849 0.0191461 0.0110763 12
138 15.5369 1.06264 2.82332 0 1.06264 16.2691 6.46807e+10 3.59602e+10 2.72098e+08 3.30968e+09 103090 887541 1.92617e+09 0.0400323 1.4436e+13 0 0 1.32779e+06 2.2943e+06 0.0181477 0.0313577 0.0170779 0.0111067 12
139 16.2691 1.32876 2.23687 0 1.32876 17.0358 6.91896e+10 3.61396e+10 3.78696e+08 3.56619e+09 96004.6 890375 1.96685e+09 0.0432066 1.19588e+13 0 0 1.70775e+06 1.9971e+06 0.0212872 0.024894 0.0160204 0.0111289 12
140 17.0358 1.56275 1.7535 0 1.56275 17.8387 7.39581e+10 3.62939e+10 5.16162e+08 3.84026e+09 89341.5 892786 2.00693e+09 0.0450462 9.82109e+12 0 0 2.11443e+06 1.71846e+06 0.0240374 0.0195358 0.0153815 0.0111411 12
141 17.8387 1.7666 1.35867 0 1.7666 18.6794 7.89961e+10 3.64249e+10 6.86552e+08 4.13289e+09 83080.4 894768 2.04634e+09 0.0485908 7.99283e+12 0 0 2.54771e+06 1.45988e+06 0.0264146 0.015136 0.0149523 0.0111403 12
142 18.6794 1.94287 1.0392 0 1.94287 19.5598 8.43134e+10 3.65348e+10 8.92023e+08 4.4451e+09 77201.7 896320 2.085e+09 0.0524169 6.44421e+12 0 0 3.00785e+06 1.22243e+06 0.0284413 0.0115589 0.0146388 0.0111229 12
143 19.5598 2.09466 0.783232 0 2.09466 20.4816 8.99195e+10 3.66256e+10 1.13492e+09 4.77795e+09 71686.7 897437 2.12284e+09 0.0565474 5.14594e+12 0 0 3.49546e+06 1.00663e+06 0.0301438 0.00868084 0.0143908 0.0110834 12
144 20.4816 2.22576 0.580232 0 2.22576 21.4469 9.58242e+10 3.66994e+10 1.41792e+09 5.13256e+09 66517.1 898119 2.1598e+09 0.0610067 4.0697e+12 0 0 4.01153e+06 812552 0.0315503 0.00639064 0.014175 0.011014 12
145 21.4469 2.3414 0.420899 0 2.3414 22.4576 1.02037e+11 3.67581e+10 1.74434e+09 5.51007e+09 61675.4 898366 2.1958e+09 0.0658208 3.18916e+12 0 0 4.55704e+06 639826 0.0326871 0.00458939 0.0139605 0.0109038 12
146 22.4576 2.45044 0.297045 0 2.45044 23.516 1.08566e+11 3.68035e+10 2.11893e+09 5.91167e+09 57144.7 898177 2.23077e+09 0.071019 2.48105e+12 0 0 5.13183e+06 487684 0.0335711 0.0031903 0.0137001 0.0107401 12
147 23.516 2.56691 0.201484 0 2.56691 24.6243 1.15422e+11 3.68373e+10 2.54917e+09 6.33858e+09 52908.5 897557 2.26467e+09 0.0766314 1.9236e+12 0 0 5.73305e+06 355060 0.0342042 0.00211834 0.013325 0.0105137 12
148 24.6243 2.70444 0.128044 0 2.70444 25.7848 1.22612e+11 3.68608e+10 3.04621e+09 6.79208e+09 48951.1 896506 2.29743e+09 0.0826918 1.49119e+12 0 0 6.35652e+06 240627 0.034587 0.00130929 0.0127889 0.0102254 12
149 25.7848 2.86274 0.0717156 0 2.86274 27 1.30145e+11 3.68753e+10 3.62309e+09 7.27348e+09 45257.4 895030 2.329e+09 0.0892359 1.15269e+12 0 0 7.00393e+06 142782 0.0347564 0.000708545 0.012141 0.00987993 12
150 27 3.01754 0.028496 0 3.01754 28.2725 1.3803e+11 3.68815e+10 4.28984e+09 7.78413e+09 41812.7 893135 2.35933e+09 0.096303 9.03149e+11 0 0 7.68417e+06 59756 0.0347769 0.000270443 0.0115249 0.00949055 12
151 28.2725 2.93569 0.00323484 0 2.93569 29.6049 1.46273e+11 3.68823e+10 5.00108e+09 8.32543e+09 38603.1 890826 2.38837e+09 0.10754 0 0 0 7.93207e+06 0 0.0327401 0 0.0111524 0 12
152 29.6049 1.99406 0 0 1.99406 31.0001 1.54882e+11 3.68823e+10 5.53079e+09 8.89882e+09 35615.1 888112 2.41609e+09 0.115995 0 0 0 5.94007e+06 0 0.0223607 0 0.0112137 nan 12
153 31.0001 1.33243 0 0 1.33243 32.4611 1.63863e+11 3.68823e+10 5.9189e+09 9.50578e+09 32835.8 885000 2.44246e+09 0.125108 0 0 0 4.37528e+06 0 0.015021 0 0.0112734 nan 12
154 32.4611 0.875188 0 0 0.875188 33.991 1.73223e+11 3.68823e+10 6.19842e+09 1.01479e+10 30252.9 881502 2.46744e+09 0.134932 0 0 0 3.16736e+06 0 0.00991724 0 0.0113316 nan 12
155 33.991 0.564622 0 0 0.564622 35.5929 1.82968e+11 3.68823e+10 6.39614e+09 1.08266e+10 27854.6 877627 2.49102e+09 0.14552 0 0 0 2.25176e+06 0 0.00643006 0 0.0113882 nan 12
156 35.5929 0.357479 0 0 0.357479 37.2704 1.93103e+11 3.68823e+10 6.53341e+09 1.15437e+10 25629.7 873387 2.51317e+09 0.156933 0 0 0 1.57077e+06 0 0.00409078 0 0.0114434 nan 12
157 37.2704 0.22192 0 0 0.22192 39.0269 2.03632e+11 3.68823e+10 6.62684e+09 1.23007e+10 23567.2 868795 2.53389e+09 0.169233 0 0 0 1.07422e+06 0 0.00255145 0 0.0114971 nan 12
158 39.0269 0.134957 0 0 0.134957 40.8662 2.14561e+11 3.68823e+10 6.68914e+09 1.30995e+10 21657.1 863865 2.55318e+09 0.182489 0 0 0 719551 0 0.00155867 0 0.0115494 nan 12
159 40.8662 0.0803212 0 0 0.0803212 42.7921 2.25891e+11 3.68823e+10 6.7298e+09 1.39417e+10 19889.6 858610 2.57102e+09 0.196776 0 0 0 471631 0 0.000931742 0 0.0116002 nan 12
160 42.7921 0.0467369 0 0 0.0467369 44.8088 2.37627e+11 3.68823e+10 6.75574e+09 1.48293e+10 18255.4 853046 2.58745e+09 0.212173 0 0 0 302187 0 0.000544465 0 0.0116496 nan 12
161 44.8088 0.0265599 0 0 0.0265599 46.9206 2.49771e+11 3.68823e+10 6.7719e+09 1.57641e+10 16745.7 847189 2.60245e+09 0.228766 0 0 0 189072 0 0.000310684 0 0.0116975 nan 12
162 46.9206 0.0147247 0 0 0.0147247 49.1319 2.62325e+11 3.68823e+10 6.78173e+09 1.67481e+10 15352.2 841055 2.61607e+09 0.246647 0 0 0 115391 0 0.000172928 0 0.0117441 nan 12
163 49.1319 0.00795453 0 0 0.00795453 51.4474 2.75289e+11 3.68823e+10 6.78755e+09 1.77833e+10 14066.9 834661 2.62832e+09 0.265915 0 0 0 68613.4 0 9.37783e-05 0 0.0117893 nan 12
164 51.4474 0.0041822 0 0 0.0041822 53.8721 2.88665e+11 3.68823e+10 6.7909e+09 1.88717e+10 12882.4 828025 2.63923e+09 0.28668 0 0 0 39702 0 4.94887e-05 0 0.0118332 nan 12
165 53.8721 0.00213729 0 0 0.00213729 56.411 3.02452e+11 3.68823e+10 6.79278e+09 2.00156e+10 11791.7 821164 2.64885e+09 0.309055 0 0 0 22326.9 0 2.53818e-05 0 0.0118757 nan 12
166 56.411 0.00106025 0 0 0.00106025 59.0696 3.1665e+11 3.68823e+10 6.79381e+09 2.12172e+10 10788.2 814098 2.65722e+09 0.333165 0 0 0 12186.6 0 1.2635e-05 0 0.011917 nan 12
167 59.0696 0.000509843 0 0 0.000509843 61.8534 3.31258e+11 3.68823e+10 6.79435e+09 2.24789e+10 9865.45 806844 2.66438e+09 0.359147 0 0 0 6447.1 0 6.09618e-06 0 0.011957 nan 12
168 61.8534 0.000237306 0 0 0.000237306 64.7685 3.46275e+11 3.68823e+10 6.79462e+09 2.3803e+10 9017.72 799422 2.6704e+09 0.387142 0 0 0 3300.97 0 2.84666e-06 0 0.0119957 nan 12
169 64.7685 0.000106748 0 0 0.000106748 67.8209 3.61697e+11 3.68823e+10 6.79476e+09 2.5192e+10 8239.44 791851 2.67533e+09 0.438734 0 0 0 1633.25 0 1.28453e-06 0 0.0120333 nan 12
170 67.8209 4.63336e-05 0 0 4.63336e-05 71.0172 3.77523e+11 3.68823e+10 6.79482e+09 2.66486e+10 7525.44 784151 2.67924e+09 0.471061 0 0 0 779.644 0 5.59229e-07 0 0.0120696 nan 12
171 71.0172 1.93724e-05 0 0 1.93724e-05 74.3642 3.93748e+11 3.68823e+10 6.79485e+09 2.81756e+10 6870.85 776340 2.68219e+09 0.505711 0 0 0 358.466 0 2.34499e-07 0 0.0121048 nan 12
172 74.3642 7.78856e-06 0 0 7.78856e-06 77.8689 4.10371e+11 3.68823e+10 6.79486e+09 2.97757e+10 6271.13 768438 2.68427e+09 0.54285 0 0 0 158.468 0 9.45444e-08 0 0.0121389 nan 12
173 77.8689 3.00551e-06 0 0 3.00551e-06 81.5387 4.27385e+11 3.68823e+10 6.79487e+09 3.14521e+10 5722.05 760465 2.68554e+09 0.582657 0 0 0 67.2327 0 3.65826e-08 0 0.0121718 nan 12
174 81.5387 1.11103e-06 0 0 1.11103e-06 85.3815 4.44788e+11 3.68823e+10 6.79487e+09 3.32078e+10 5219.64 752440 2.68609e+09 0.625328 0 0 0 27.3228 0 1.35587e-08 0 0.0122037 nan 12
175 85.3815 3.92649e-07 0 0 3.92649e-07 89.4054 4.62573e+11 3.68823e+10 6.79487e+09 3.50462e+10 4760.21 744382 2.686e+09 0.671072 0 0 0 10.6145 0 4.80389e-09 0 0.0122346 nan 12
176 89.4054 1.32383e-07 0 0 1.32383e-07 93.6189 4.80736e+11 3.68823e+10 6.79487e+09 3.69708e+10 4340.34 736310 2.67264e+09 0.72011 0 0 0 3.93354 0 1.62359e-09 0 0.0122644 nan 12
177 93.6189 4.2486e-08 0 0 4.2486e-08 98.0311 4.99271e+11 3.68823e+10 6.79487e+09 3.89853e+10 3956.83 728244 2.6071e+09 0.77269 0 0 0 1.38745 0 5.22289e-10 0 0.0122932 nan 12
178 98.0311 1.2949e-08 0 0 1.2949e-08 102.651 5.18171e+11 3.68823e+10 6.79487e+09 4.10936e+10 3606.72 720201 2.54293e+09 0.829074 0 0 0 0.464721 0 1.59546e-10 0 0.0123211 nan 12
179 102.651 3.73896e-09 0 0 3.73896e-09 107.489 5.37432e+11 3.68823e+10 6.79487e+09 4.32998e+10 3287.27 712200 2.48019e+09 0.889543 0 0 0 0.147453 0 4.61686e-11 0 0.012348 nan 12
180 107.489 1.02019e-09 0 0 1.02019e-09 112.555 5.57045e+11 3.68823e+10 6.79487e+09 4.56084e+10 2995.93 704259 2.34735e+09 0.983487 0 0 0 0.0442075 0 1.26238e-11 0 0.012374 nan 12
181 112.555 2.6234e-10 0 0 2.6234e-10 117.859 5.77005e+11 3.68823e+10 6.79487e+09 4.8024e+10 2730.34 696397 2.30996e+09 1.04575 0 0 0 0.01249 0 3.25279e-12 0 0.0123991 nan 12
182 117.859 6.34009e-11 0 0 6.34009e-11 123.414 5.97305e+11 3.68823e+10 6.79487e+09 5.05517e+10 2488.34 688629 2.27315e+09 1.11198 0 0 0 0.00331621 0 7.87654e-13 0 0.0124234 nan 12
183 123.414 1.43582e-11 0 0 1.43582e-11 129.23 6.17936e+11 3.68823e+10 6.79487e+09 5.31968e+10 2267.92 680973 2.23696e+09 1.18246 0 0 0 0.000825021 0 1.78714e-13 0 0.0124468 nan 12
184 129.23 3.03772e-12 0 0 3.03772e-12 135.321 6.38893e+11 3.68823e+10 6.79487e+09 5.59651e+10 2067.22 673446 2.20136e+09 1.25751 0 0 0 0.000191735 0 3.78788e-14 0 0.0124695 nan 12
185 135.321 5.98479e-13 0 0 5.98479e-13 141.698 6.60167e+11 3.68823e+10 6.79487e+09 5.88625e+10 1884.54 666063 2.16638e+09 1.33748 0 0 0 4.14919e-05 0 7.47578e-15 0 0.0124913 nan 12
186 141.698 1.09431e-13 0 0 1.09431e-13 148.376 6.81752e+11 3.68823e+10 6.79487e+09 6.18959e+10 1718.32 658841 2.13201e+09 1.42276 0 0 0 8.33277e-06 0 1.36925e-15 0 0.0125124 nan 12
187 148.376 1.85056e-14 0 0 1.85056e-14 155.369 7.03639e+11 3.68823e+10 6.79487e+09 6.50721e+10 1567.11 651794 2.09823e+09 1.51378 0 0 0 1.54759e-06 0 2.31926e-16 0 0.0125328 nan 12
188 155.369 2.88357e-15 0 0 2.88357e-15 162.691 7.25821e+11 3.68823e+10 6.79487e+09 6.83989e+10 1429.59 644939 2.06507e+09 1.61098 0 0 0 2.64828e-07 0 3.61957e-17 0 0.0125524 nan 12
189 162.691 4.1243e-16 0 0 4.1243e-16 170.358 7.4829e+11 3.68823e+10 6.79487e+09 7.18845e+10 1304.54 638288 2.03252e+09 1.7149 0 0 0 4.15949e-08 0 5.18482e-18 0 0.0125714 nan 12
190 170.358 5.39276e-17 0 0 5.39276e-17 178.387 7.71039e+11 3.68823e+10 6.79487e+09 7.55377e+10 1190.86 631856 2.00058e+09 1.82608 0 0 0 5.97218e-09 0 6.78932e-19 0 0.0125897 nan 12
191 178.387 6.41913e-18 0 0 6.41913e-18 186.794 7.9406e+11 3.68823e+10 6.79487e+09 7.93681e+10 1087.52 625656 1.91276e+09 2.00259 0 0 0 7.8056e-10 0 8.09282e-20 0 0.0126073 nan 12
192 186.794 6.92505e-19 0 0 6.92505e-19 195.598 8.17345e+11 3.68823e+10 6.79487e+09 8.33863e+10 993.59 619702 1.89374e+09 2.12179 0 0 0 9.2457e-11 0 8.74245e-21 0 0.0126244 nan 12
193 195.598 6.73968e-20 0 0 6.73968e-20 204.816 8.40886e+11 3.68823e+10 6.79487e+09 8.76033e+10 908.223 614007 1.87467e+09 2.24949 0 0 0 9.87918e-12 0 8.5195e-22 0 0.0126408 nan 12
194 204.816 5.88866e-21 0 0 5.88866e-21 214.469 8.64677e+11 3.68823e+10 6.79487e+09 9.20315e+10 830.637 608582 1.85552e+09 2.38649 0 0 0 9.47639e-13 0 7.45309e-23 0 0.0126567 nan 12
195 214.469 4.59567e-22 0 0 4.59567e-22 224.576 8.88709e+11 3.68823e+10 6.79487e+09 9.66841e+10 760.123 603440 1.83628e+09 2.53373 0 0 0 8.11894e-14 0 5.82362e-24 0 0.012672 nan 12
196 224.576 3.18658e-23 0 0 3.18658e-23 235.16 9.12975e+11 3.68823e+10 6.79487e+09 1.01576e+11 696.032 598592 1.81695e+09 2.69217 0 0 0 6.17988e-15 0 4.04272e-25 0 0.0126867 nan 12
197 235.16 1.9522e-24 0 0 1.9522e-24 246.243 9.37468e+11 3.68823e+10 6.79487e+09 1.06722e+11 637.774 594050 1.79748e+09 2.86298 0 0 0 4.15591e-16 0 2.47948e-26 0 0.0127009 nan 12
198 246.243 1.05054e-25 0 0 1.05054e-25 257.848 9.6218e+11 3.68823e+10 6.79487e+09 1.1214e+11 584.812 589824 1.77788e+09 3.04739 0 0 0 2.45485e-17 0 1.33573e-27 0 0.0127146 nan 12
199 257.848 4.93561e-27 0 0 4.93561e-27 270 9.87105e+11 3.68823e+10 6.79487e+09 1.1214e+11 0 0 0 0 0 0 0 1.26591e-18 0 6.28198e-29 0 0.0127279 nan 12
