#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar
120 6.78209 2.76619 27.0505 0.85987 1.90632 7.10172 1.71794e+10 1.9335e+10 5.14972e+08 7.44556e+06 4750.27 967017 180224 5.10177 1.26486e+13 0 0 955920 7.35575e+06 0.068567 0.527619
121 7.10172 2.72843 23.9599 0.815845 1.91259 7.43642 1.85839e+10 1.97013e+10 5.5668e+08 8.49243e+06 4710.58 961623 205311 5.09892 1.20425e+13 0 0 1.02331e+06 7.09387e+06 0.0669421 0.464062
122 7.43642 2.69026 21.1666 0.772328 1.91793 7.78689 2.00931e+10 2.00561e+10 6.01772e+08 9.68396e+06 4669.72 956054 233820 5.09595 1.14409e+13 0 0 1.09562e+06 6.81662e+06 0.0653665 0.406689
123 7.78689 2.65167 18.6487 0.729171 1.92249 8.15387 2.17135e+10 2.03988e+10 6.50505e+08 1.10397e+07 4627.67 950306 266204 5.09287 1.08413e+13 0 0 1.17308e+06 6.52491e+06 0.0638296 0.355032
124 8.15387 2.61214 16.3857 0.685949 1.9262 8.53815 2.3452e+10 2.0729e+10 7.03144e+08 1.25818e+07 4584.43 944378 302978 5.08968 1.02379e+13 0 0 1.25576e+06 6.21977e+06 0.062316 0.308651
125 8.53815 2.56919 14.361 0.641245 1.92795 8.94054 2.53159e+10 2.10463e+10 7.59912e+08 1.43351e+07 4540 938266 344717 5.08638 9.61258e+12 0 0 1.34332e+06 5.90273e+06 0.0607955 0.267144
126 8.94054 2.51223 12.5652 0.590887 1.92134 9.36189 2.73125e+10 2.13507e+10 8.20776e+08 1.6328e+07 4494.38 931969 392075 5.08295 8.91607e+12 0 0 1.43504e+06 5.57685e+06 0.0592321 0.230188
127 9.36189 2.40799 11.0019 0.528386 1.8796 9.80311 2.94496e+10 2.1643e+10 8.84744e+08 1.85923e+07 4447.56 925485 445782 5.07943 8.09236e+12 0 0 1.53576e+06 5.24762e+06 0.0578118 0.19754
128 9.80311 2.21969 9.67598 0.466995 1.75269 10.2651 3.17352e+10 2.19248e+10 9.49398e+08 2.11641e+07 4399.54 918812 506668 5.07574 7.39284e+12 0 0 1.68168e+06 4.912e+06 0.0577348 0.168636
129 10.2651 2.02694 8.55785 0.481167 1.54577 10.7489 3.41775e+10 2.21982e+10 1.01413e+09 2.40838e+07 4350.34 911950 575658 5.07194 7.95992e+12 0 0 1.99112e+06 4.51699e+06 0.0623435 0.14143
130 10.7489 2.57663 7.42982 1.06789 1.50875 11.2555 3.6785e+10 2.24584e+10 1.10437e+09 2.73972e+07 4299.97 904896 653798 5.068 1.64672e+13 0 0 3.13593e+06 3.65748e+06 0.0895487 0.104442
131 11.2555 17.6347 0.719967 6.91777 10.7169 11.7859 3.95664e+10 2.2486e+10 1.7815e+09 3.1156e+07 4248.43 897650 742259 5.06394 4.45897e+13 0 0 2.16625e+06 59143.3 0.0564159 0.00154028
132 11.7859 16.943 0.159709 0 16.943 12.3414 4.25308e+10 2.24927e+10 2.49484e+09 3.54181e+07 4195.73 890212 851946 5.00278 0 0 0 918721 0 0.0218211 0
133 12.3414 14.5412 0 0 14.5412 12.923 4.56871e+10 2.24927e+10 3.16612e+09 4.02488e+07 4141.9 882582 966447 4.99847 0 0 0 857433 0 0.0185735 0
134 12.923 12.4375 0 0 12.4375 13.5321 4.90449e+10 2.24927e+10 3.79569e+09 4.57217e+07 4086.96 874760 1.09588e+06 4.99403 0 0 0 797094 0 0.0157472 0
135 13.5321 10.6003 0 0 10.6003 14.1698 5.26134e+10 2.24927e+10 4.38402e+09 5.19193e+07 4030.93 866746 1.24214e+06 4.98942 0 0 0 738014 0 0.0132971 0
136 14.1698 9.00111 0 0 9.00111 14.8376 5.64024e+10 2.24927e+10 4.9318e+09 5.89342e+07 3973.83 858542 1.4073e+06 4.98468 0 0 0 680475 0 0.0111816 0
137 14.8376 7.6136 0 0 7.6136 15.5369 6.04216e+10 2.24927e+10 5.43984e+09 6.68706e+07 3915.7 850149 1.59373e+06 4.97979 0 0 0 624737 0 0.00936247 0
138 15.5369 6.41392 0 0 6.41392 16.2691 6.46807e+10 2.24927e+10 5.90912e+09 7.58453e+07 3856.57 841568 1.80404e+06 4.97474 0 0 0 571030 0 0.00780463 0
139 16.2691 5.38039 0 0 5.38039 17.0358 6.91896e+10 2.24927e+10 6.34075e+09 8.5989e+07 3796.48 832803 2.04117e+06 4.96954 0 0 0 519556 0 0.00647629 0
140 17.0358 4.49338 0 0 4.49338 17.8387 7.39581e+10 2.24927e+10 6.73601e+09 9.74483e+07 3735.46 823855 2.30841e+06 4.96417 0 0 0 470487 0 0.00534861 0
141 17.8387 3.73514 0 0 3.73514 18.6794 7.89961e+10 2.24927e+10 7.09627e+09 1.10387e+08 3673.55 814728 2.60939e+06 4.95865 0 0 0 423963 0 0.00439563 0
142 18.6794 3.08971 0 0 3.08971 19.5598 8.43134e+10 2.24927e+10 7.42303e+09 1.2499e+08 3610.81 805425 2.9482e+06 4.95295 0 0 0 380096 0 0.00359407 0
143 19.5598 2.54273 0 0 2.54273 20.4816 8.99195e+10 2.24927e+10 7.71788e+09 1.4146e+08 3547.29 795950 3.32936e+06 4.94711 0 0 0 338965 0 0.00292313 0
144 20.4816 2.08134 0 0 2.08134 21.4469 9.58242e+10 2.24927e+10 7.98251e+09 1.60029e+08 3483.02 786308 3.85179e+06 4.82069 0 0 0 300622 0 0.00236436 0
145 21.4469 1.69406 0 0 1.69406 22.4576 1.02037e+11 2.24927e+10 8.21869e+09 1.8095e+08 3418.07 776502 4.35634e+06 4.80259 0 0 0 265088 0 0.00190144 0
146 22.4576 1.37067 0 0 1.37067 23.516 1.08566e+11 2.24927e+10 8.42822e+09 2.04511e+08 3352.5 766539 4.92484e+06 4.78401 0 0 0 232356 0 0.00152002 0
147 23.516 1.10213 0 0 1.10213 24.6243 1.15422e+11 2.24927e+10 8.61295e+09 2.31028e+08 3286.36 756423 5.56505e+06 4.76498 0 0 0 202396 0 0.00120752 0
148 24.6243 0.880411 0 0 0.880411 25.7848 1.22612e+11 2.24927e+10 8.77475e+09 2.60857e+08 3219.71 746161 6.28565e+06 4.74549 0 0 0 175150 0 0.000953024 0
149 25.7848 0.698477 0 0 0.698477 27 1.30145e+11 2.24927e+10 8.91551e+09 2.94391e+08 3152.61 735759 7.09632e+06 4.72556 0 0 0 150540 0 0.00074704 0
150 27 0.550152 0 0 0.550152 28.2725 1.3803e+11 2.24927e+10 9.03707e+09 3.32069e+08 3085.14 725223 8.00788e+06 4.70514 0 0 0 128465 0 0.000581406 0
151 28.2725 0.430052 0 0 0.430052 29.6049 1.46273e+11 2.24927e+10 9.14126e+09 3.74379e+08 3017.35 714560 9.0323e+06 4.68428 0 0 0 108811 0 0.000449123 0
152 29.6049 0.333505 0 0 0.333505 31.0001 1.54882e+11 2.24927e+10 9.22985e+09 4.21861e+08 2949.31 703778 1.05971e+07 4.48074 0 0 0 91443.9 0 0.000344229 0
153 31.0001 0.256481 0 0 0.256481 32.4611 1.63863e+11 2.24927e+10 9.30456e+09 4.75118e+08 2881.1 692885 1.21292e+07 4.3908 0 0 0 76220.6 0 0.000261677 0
154 32.4611 0.195524 0 0 0.195524 33.991 1.73223e+11 2.24927e+10 9.367e+09 5.34815e+08 2812.78 681887 1.38817e+07 4.3004 0 0 0 62987.4 0 0.000197218 0
155 33.991 0.147689 0 0 0.147689 35.5929 1.82968e+11 2.24927e+10 9.41872e+09 6.0169e+08 2744.42 670794 1.58861e+07 4.20969 0 0 0 51584.4 0 0.000147303 0
156 35.5929 0.110485 0 0 0.110485 37.2704 1.93103e+11 2.24927e+10 9.46115e+09 6.76562e+08 2676.09 659613 1.81784e+07 4.1187 0 0 0 41848.2 0 0.000108986 0
157 37.2704 0.0818192 0 0 0.0818192 39.0269 2.03632e+11 2.24927e+10 9.4956e+09 7.60334e+08 2607.86 648353 2.07999e+07 4.02753 0 0 0 33614.5 0 7.984e-05 0
158 39.0269 0.0599504 0 0 0.0599504 40.8662 2.14561e+11 2.24927e+10 9.52327e+09 8.54007e+08 2539.8 637023 2.37975e+07 3.93627 0 0 0 26721.4 0 5.78832e-05 0
159 40.8662 0.0434396 0 0 0.0434396 42.7921 2.25891e+11 2.24927e+10 9.54526e+09 9.58686e+08 2471.98 625631 2.79426e+07 3.74622 0 0 0 21011.2 0 4.15092e-05 0
160 42.7921 0.0311099 0 0 0.0311099 44.8088 2.37627e+11 2.24927e+10 9.56253e+09 1.07559e+09 2404.47 614187 3.22011e+07 3.63047 0 0 0 16333.1 0 2.94281e-05 0
161 44.8088 0.022008 0 0 0.022008 46.9206 2.49771e+11 2.24927e+10 9.57592e+09 1.20607e+09 2337.32 602700 3.71118e+07 3.51579 0 0 0 12544.9 0 2.06139e-05 0
162 46.9206 0.01537 0 0 0.01537 49.1319 2.62325e+11 2.24927e+10 9.58618e+09 1.3516e+09 2270.62 591178 4.27747e+07 3.40231 0 0 0 9514.57 0 1.42588e-05 0
163 49.1319 0.0105902 0 0 0.0105902 51.4474 2.75289e+11 2.24927e+10 9.59392e+09 1.51382e+09 2204.42 579632 4.9306e+07 3.29011 0 0 0 7121.35 0 9.7332e-06 0
164 51.4474 0.00719423 0 0 0.00719423 53.8721 2.88665e+11 2.24927e+10 9.5997e+09 1.69453e+09 2138.79 568069 5.68395e+07 3.17931 0 0 0 5256.57 0 6.55234e-06 0
165 53.8721 0.00481522 0 0 0.00481522 56.411 3.02452e+11 2.24927e+10 9.60393e+09 1.89571e+09 2073.79 556499 6.48489e+07 3.10225 0 0 0 3823.95 0 4.34716e-06 0
166 56.411 0.0031731 0 0 0.0031731 59.0696 3.1665e+11 2.24927e+10 9.60699e+09 2.11953e+09 2009.46 544931 7.32156e+07 3.05697 0 0 0 2739.53 0 2.84033e-06 0
167 59.0696 0.00205712 0 0 0.00205712 61.8534 3.31258e+11 2.24927e+10 9.60917e+09 2.36838e+09 1945.88 533375 8.26335e+07 3.01144 0 0 0 1931.37 0 1.82625e-06 0
168 61.8534 0.00131099 0 0 0.00131099 64.7685 3.46275e+11 2.24927e+10 9.61069e+09 2.64487e+09 1883.09 521838 9.32308e+07 2.9657 0 0 0 1338.87 0 1.1546e-06 0
169 64.7685 0.000820617 0 0 0.000820617 67.8209 3.61697e+11 2.24927e+10 9.61173e+09 2.95188e+09 1821.14 510330 1.05151e+08 2.91975 0 0 0 911.859 0 7.17168e-07 0
170 67.8209 0.000504086 0 0 0.000504086 71.0172 3.77523e+11 2.24927e+10 9.61243e+09 3.29257e+09 1760.08 498859 1.19346e+08 2.85458 0 0 0 609.619 0 4.37272e-07 0
171 71.0172 0.000303596 0 0 0.000303596 74.3642 3.93748e+11 2.24927e+10 9.6129e+09 3.67036e+09 1699.96 487433 1.3143e+08 2.87449 0 0 0 399.698 0 2.61472e-07 0
172 74.3642 0.000179101 0 0 0.000179101 77.8689 4.10371e+11 2.24927e+10 9.6132e+09 4.08904e+09 1640.82 476061 1.44624e+08 2.89492 0 0 0 256.762 0 1.53188e-07 0
173 77.8689 0.000103389 0 0 0.000103389 81.5387 4.27385e+11 2.24927e+10 9.61339e+09 4.55271e+09 1582.7 464751 1.59017e+08 2.91588 0 0 0 161.443 0 8.78439e-08 0
174 81.5387 5.83411e-05 0 0 5.83411e-05 85.3815 4.44788e+11 2.24927e+10 9.61351e+09 5.06588e+09 1525.62 453510 1.74704e+08 2.93738 0 0 0 99.2515 0 4.92527e-08 0
175 85.3815 3.21451e-05 0 0 3.21451e-05 89.4054 4.62573e+11 2.24927e+10 9.61358e+09 5.63346e+09 1469.64 442345 1.91787e+08 2.95941 0 0 0 59.5946 0 2.69712e-08 0
176 89.4054 1.72742e-05 0 0 1.72742e-05 93.6189 4.80736e+11 2.24927e+10 9.61362e+09 6.26079e+09 1414.76 431265 2.10372e+08 2.98203 0 0 0 34.9081 0 1.44085e-08 0
177 93.6189 9.04271e-06 0 0 9.04271e-06 98.0311 4.99271e+11 2.24927e+10 9.61364e+09 6.95371e+09 1361.03 420275 2.30574e+08 3.0052 0 0 0 19.9236 0 7.50001e-09 0
178 98.0311 4.60541e-06 0 0 4.60541e-06 102.651 5.18171e+11 2.24927e+10 9.61366e+09 7.71856e+09 1308.46 409383 2.52511e+08 3.02898 0 0 0 11.0658 0 3.79905e-09 0
179 102.651 2.27893e-06 0 0 2.27893e-06 107.489 5.37432e+11 2.24927e+10 9.61366e+09 8.56225e+09 1257.08 398594 2.76314e+08 3.05335 0 0 0 5.97294 0 1.87017e-09 0
180 107.489 1.09417e-06 0 0 1.09417e-06 112.555 5.57045e+11 2.24927e+10 9.61367e+09 9.49226e+09 1206.9 387915 3.04977e+08 3.04945 0 0 0 3.12884 0 8.93463e-10 0
181 112.555 5.08979e-07 0 0 5.08979e-07 117.859 5.77005e+11 2.24927e+10 9.61367e+09 1.05167e+10 1157.94 377351 3.40625e+08 3.00763 0 0 0 1.5883 0 4.13644e-10 0
182 117.859 2.29042e-07 0 0 2.29042e-07 123.414 5.97305e+11 2.24927e+10 9.61367e+09 1.16445e+10 1110.2 366908 3.80267e+08 2.96572 0 0 0 0.780145 0 1.85297e-10 0
183 123.414 9.95493e-08 0 0 9.95493e-08 129.23 6.17936e+11 2.24927e+10 9.61367e+09 1.28851e+10 1063.7 356590 4.24327e+08 2.92372 0 0 0 0.370181 0 8.01876e-11 0
184 129.23 4.172e-08 0 0 4.172e-08 135.321 6.38893e+11 2.24927e+10 9.61367e+09 1.42489e+10 1018.45 346402 4.95865e+08 2.75037 0 0 0 0.169403 0 3.34669e-11 0
185 135.321 1.68297e-08 0 0 1.68297e-08 141.698 6.60167e+11 2.24927e+10 9.61367e+09 1.57471e+10 974.435 336349 5.6933e+08 2.63151 0 0 0 0.0746343 0 1.34472e-11 0
186 141.698 6.52288e-09 0 0 6.52288e-09 148.376 6.81752e+11 2.24927e+10 9.61367e+09 1.73918e+10 931.67 326435 6.53678e+08 2.51602 0 0 0 0.0315985 0 5.19229e-12 0
187 148.376 2.42438e-09 0 0 2.42438e-09 155.369 7.03639e+11 2.24927e+10 9.61367e+09 1.9196e+10 890.149 316663 7.50524e+08 2.40389 0 0 0 0.0128313 0 1.92293e-12 0
188 155.369 8.62367e-10 0 0 8.62367e-10 162.691 7.25821e+11 2.24927e+10 9.61367e+09 2.11737e+10 849.869 307036 9.1364e+08 2.16467 0 0 0 0.00498743 0 6.81664e-13 0
189 162.691 2.92954e-10 0 0 2.92954e-10 170.358 7.4829e+11 2.24927e+10 9.61367e+09 2.33401e+10 810.822 297558 1.10297e+09 1.96417 0 0 0 0.00185171 0 2.30816e-13 0
190 170.358 9.4835e-11 0 0 9.4835e-11 178.387 7.71039e+11 2.24927e+10 9.61367e+09 2.57114e+10 773.002 288232 1.33257e+09 1.77953 0 0 0 0.000655238 0 7.44891e-14 0
191 178.387 2.91877e-11 0 0 2.91877e-11 186.794 7.9406e+11 2.24927e+10 9.61367e+09 2.83052e+10 736.398 279060 1.65795e+09 1.56443 0 0 0 0.000220473 0 2.28585e-14 0
192 186.794 8.52014e-12 0 0 8.52014e-12 195.598 8.17345e+11 2.24927e+10 9.61367e+09 3.11401e+10 700.998 270043 1.8932e+09 1.3854 0 0 0 7.03703e-05 0 6.654e-15 0
193 195.598 2.35294e-12 0 0 2.35294e-12 204.816 8.40886e+11 2.24927e+10 9.61367e+09 3.42361e+10 666.788 261184 1.97455e+09 1.22454 0 0 0 2.12522e-05 0 1.83273e-15 0
194 204.816 6.13122e-13 0 0 6.13122e-13 214.469 8.64677e+11 2.24927e+10 9.61367e+09 3.76147e+10 633.754 252485 2.05779e+09 1.08028 0 0 0 6.05688e-06 0 4.76368e-16 0
195 214.469 1.50331e-13 0 0 1.50331e-13 224.576 8.88709e+11 2.24927e+10 9.61367e+09 4.12987e+10 601.878 243946 2.14283e+09 0.99673 0 0 0 1.6245e-06 0 1.16523e-16 0
196 224.576 3.45826e-14 0 0 3.45826e-14 235.16 9.12975e+11 2.24927e+10 9.61367e+09 4.53125e+10 571.143 235569 2.22959e+09 0.926211 0 0 0 4.08837e-07 0 2.67451e-17 0
197 235.16 7.44137e-15 0 0 7.44137e-15 246.243 9.37468e+11 2.24927e+10 9.61367e+09 4.96821e+10 541.53 227355 2.31794e+09 0.859683 0 0 0 9.62549e-08 0 5.7427e-18 0
198 246.243 1.49297e-15 0 0 1.49297e-15 257.848 9.6218e+11 2.24927e+10 9.61367e+09 5.44349e+10 513.019 219303 2.40776e+09 0.821203 0 0 0 2.11325e-08 0 1.14986e-18 0
199 257.848 2.78359e-16 0 0 2.78359e-16 270 9.87105e+11 2.24927e+10 9.61367e+09 5.44349e+10 0 0 0 0 0 0 0 4.31205e-09 0 2.13982e-19 0
