#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MassBin
121 7.10172 4.91241 14.9544 2.50414 2.40827 7.43642 1.51788e+10 1.20162e+10 1.48249e+09 3.63083e+06 1993.72 369365 370267 1.19664 3.02092e+13 0 0 1.54869e+06 3.93113e+06 0.101311 0.257164 11.75
122 7.43642 4.61135 13.2535 2.24554 2.36581 7.78689 1.63648e+10 1.22384e+10 1.55978e+09 4.13424e+06 1972.89 366789 422158 1.19246 2.76697e+13 0 0 1.61092e+06 3.74822e+06 0.0961096 0.223624 11.75
123 7.78689 4.28424 11.7455 2.01153 2.27271 8.15387 1.76331e+10 1.24542e+10 1.63852e+09 4.70597e+06 1951.54 364137 481199 1.18814 2.54536e+13 0 0 1.70849e+06 3.54688e+06 0.0929622 0.192992 11.75
124 8.15387 3.99701 10.4009 1.87612 2.12088 8.53815 1.8988e+10 1.26638e+10 1.71906e+09 5.35505e+06 1929.66 361411 548352 1.18369 2.44194e+13 0 0 1.90097e+06 3.2991e+06 0.0943343 0.163715 11.75
125 8.53815 3.99492 9.12771 2.02461 1.97032 8.94054 2.04345e+10 1.28655e+10 1.80733e+09 6.09164e+06 1907.26 358609 624710 1.17909 2.65274e+13 0 0 2.32065e+06 2.92289e+06 0.105027 0.132283 11.75
126 8.94054 5.06212 7.61472 3.00573 2.05638 9.36189 2.19771e+10 1.305e+10 1.92997e+09 6.92719e+06 1884.35 355731 711507 1.17435 3.63507e+13 0 0 3.19054e+06 2.20864e+06 0.131691 0.0911629 11.75
127 9.36189 9.4118 4.90482 6.25843 3.15337 9.80311 2.3621e+10 1.31803e+10 2.18e+09 7.87462e+06 1860.92 352776 846933 1.11865 6.021e+13 0 0 3.99635e+06 929637 0.150438 0.0349951 11.75
128 9.80311 17.9471 0.536517 5.04631 12.9008 10.2651 2.5371e+10 1.31959e+10 2.70276e+09 8.94842e+06 1837 349746 972407 1.10427 2.97356e+13 0 0 1.26594e+06 20652.6 0.0434616 0.000709036 11.75
129 10.2651 16.4188 0.106505 0 16.4188 10.7489 2.72324e+10 1.31993e+10 3.22714e+09 1.01649e+07 1812.58 346640 1.11648e+06 1.08959 0 0 0 736885 0 0.0230724 0 11.75
130 10.7489 14.1066 0 0 14.1066 11.2555 2.92103e+10 1.31993e+10 3.72114e+09 1.15425e+07 1787.68 343458 1.28188e+06 1.07463 0 0 0 690366 0 0.0197139 0 11.75
131 11.2555 12.0633 0 0 12.0633 11.7859 3.13101e+10 1.31993e+10 4.18435e+09 1.31017e+07 1762.32 340201 1.4718e+06 1.05938 0 0 0 643620 0 0.0167619 0 11.75
132 11.7859 10.2651 0 0 10.2651 12.3414 3.3537e+10 1.31993e+10 4.61653e+09 1.48656e+07 1736.49 336870 1.68985e+06 1.04386 0 0 0 596973 0 0.0141791 0 11.75
133 12.3414 8.68959 0 0 8.68959 12.923 3.58965e+10 1.31993e+10 5.01768e+09 1.68603e+07 1710.23 333465 1.94021e+06 1.02807 0 0 0 550751 0 0.0119302 0 11.75
134 12.923 7.31563 0 0 7.31563 13.5321 3.83939e+10 1.31993e+10 5.38799e+09 1.91147e+07 1683.54 329986 2.22766e+06 1.01202 0 0 0 505272 0 0.00998202 0 11.75
135 13.5321 6.12345 0 0 6.12345 14.1698 4.10346e+10 1.31993e+10 5.72785e+09 2.16615e+07 1656.44 326436 2.5577e+06 0.995731 0 0 0 460841 0 0.00830318 0 11.75
136 14.1698 5.0945 0 0 5.0945 14.8376 4.38241e+10 1.31993e+10 6.03788e+09 2.45371e+07 1628.96 322815 2.93662e+06 0.979213 0 0 0 417748 0 0.00686449 0 11.75
137 14.8376 4.21143 0 0 4.21143 15.5369 4.67677e+10 1.31993e+10 6.3189e+09 2.77822e+07 1601.11 319125 3.3717e+06 0.962469 0 0 0 376262 0 0.00563876 0 11.75
138 15.5369 3.45809 0 0 3.45809 16.2691 4.98706e+10 1.31993e+10 6.57191e+09 3.14426e+07 1572.91 315367 3.96408e+06 0.923372 0 0 0 336625 0 0.00460086 0 11.75
139 16.2691 2.81951 0 0 2.81951 17.0358 5.31382e+10 1.31993e+10 6.79811e+09 3.5569e+07 1544.39 311543 4.64106e+06 0.889107 0 0 0 299049 0 0.00372765 0 11.75
140 17.0358 2.28184 0 0 2.28184 17.8387 5.65755e+10 1.31993e+10 6.99883e+09 4.02183e+07 1515.57 307655 5.43683e+06 0.855155 0 0 0 263713 0 0.00299795 0 11.75
141 17.8387 1.83235 0 0 1.83235 18.6794 6.01875e+10 1.31993e+10 7.17556e+09 4.5454e+07 1486.47 303705 6.37274e+06 0.821574 0 0 0 230760 0 0.00239251 0 11.75
142 18.6794 1.45939 0 0 1.45939 19.5598 6.39792e+10 1.31993e+10 7.3299e+09 5.13467e+07 1457.13 299695 7.47412e+06 0.788414 0 0 0 200293 0 0.00189391 0 11.75
143 19.5598 1.15239 0 0 1.15239 20.4816 6.79553e+10 1.31993e+10 7.46353e+09 5.79751e+07 1427.57 295628 8.77108e+06 0.755717 0 0 0 172377 0 0.00148653 0 11.75
144 20.4816 0.901797 0 0 0.901797 21.4469 7.21202e+10 1.31993e+10 7.57819e+09 6.5427e+07 1397.81 291505 1.02994e+07 0.723524 0 0 0 147036 0 0.00115642 0 11.75
145 21.4469 0.699048 0 0 0.699048 22.4576 7.64785e+10 1.31993e+10 7.67565e+09 7.37997e+07 1367.89 287330 1.21014e+07 0.691883 0 0 0 124253 0 0.000891255 0 11.75
146 22.4576 0.536529 0 0 0.536529 23.516 8.10341e+10 1.31993e+10 7.75766e+09 8.32017e+07 1337.84 283106 1.42274e+07 0.660836 0 0 0 103978 0 0.000680196 0 11.75
147 23.516 0.407531 0 0 0.407531 24.6243 8.5791e+10 1.31993e+10 7.82597e+09 9.37532e+07 1307.68 278835 1.75091e+07 0.602631 0 0 0 86122 0 0.000513816 0 11.75
148 24.6243 0.30619 0 0 0.30619 25.7848 9.0753e+10 1.31993e+10 7.88224e+09 1.05588e+08 1277.44 274521 2.08049e+07 0.568842 0 0 0 70569.1 0 0.00038398 0 11.75
149 25.7848 0.227435 0 0 0.227435 27 9.59232e+10 1.31993e+10 7.92808e+09 1.18854e+08 1247.17 270166 2.47427e+07 0.536159 0 0 0 57176.6 0 0.000283734 0 11.75
150 27 0.166926 0 0 0.166926 28.2725 1.01305e+11 1.31993e+10 7.96496e+09 1.33715e+08 1216.88 265773 2.94517e+07 0.504605 0 0 0 45781.5 0 0.000207197 0 11.75
151 28.2725 0.120989 0 0 0.120989 29.6049 1.06901e+11 1.31993e+10 7.99427e+09 1.50354e+08 1186.6 261347 3.50881e+07 0.474199 0 0 0 36206.3 0 0.000149444 0 11.75
152 29.6049 0.0865487 0 0 0.0865487 31.0001 1.12714e+11 1.31993e+10 8.01726e+09 1.68971e+08 1156.38 256890 4.18405e+07 0.444957 0 0 0 28264.7 0 0.000106399 0 11.75
153 31.0001 0.0610666 0 0 0.0610666 32.4611 1.18746e+11 1.31993e+10 8.03505e+09 1.8979e+08 1126.23 252405 4.9937e+07 0.416889 0 0 0 21767.2 0 7.47302e-05 0 11.75
154 32.4611 0.0424711 0 0 0.0424711 33.991 1.24999e+11 1.31993e+10 8.04861e+09 2.13055e+08 1096.19 247897 5.84103e+07 0.398303 0 0 0 16526.4 0 5.17453e-05 0 11.75
155 33.991 0.0290963 0 0 0.0290963 35.5929 1.31475e+11 1.31993e+10 8.0588e+09 2.39038e+08 1066.3 243370 6.78098e+07 0.383179 0 0 0 12361.6 0 3.52996e-05 0 11.75
156 35.5929 0.0196213 0 0 0.0196213 37.2704 1.38174e+11 1.31993e+10 8.06634e+09 2.68039e+08 1036.57 238825 7.87415e+07 0.368308 0 0 0 9103.15 0 2.37075e-05 0 11.75
157 37.2704 0.0130151 0 0 0.0130151 39.0269 1.45098e+11 1.31993e+10 8.07182e+09 3.00388e+08 1007.04 234268 8.93765e+07 0.353702 0 0 0 6594.82 0 1.56638e-05 0 11.75
158 39.0269 0.00848511 0 0 0.00848511 40.8662 1.52248e+11 1.31993e+10 8.07573e+09 3.36449e+08 977.739 229701 9.51478e+07 0.339379 0 0 0 4696.5 0 1.01734e-05 0 11.75
159 40.8662 0.00543265 0 0 0.00543265 42.7921 1.59623e+11 1.31993e+10 8.07848e+09 3.76623e+08 948.691 225128 1.01228e+08 0.325346 0 0 0 3285.15 0 6.49005e-06 0 11.75
160 42.7921 0.00341305 0 0 0.00341305 44.8088 1.67224e+11 1.31993e+10 8.08038e+09 4.21349e+08 919.922 220554 1.07628e+08 0.314921 0 0 0 2255.16 0 4.06323e-06 0 11.75
161 44.8088 0.00210217 0 0 0.00210217 46.9206 1.75051e+11 1.31993e+10 8.08166e+09 4.71114e+08 891.459 215981 1.14361e+08 0.314261 0 0 0 1517.95 0 2.49432e-06 0 11.75
162 46.9206 0.00126819 0 0 0.00126819 49.1319 1.83102e+11 1.31993e+10 8.0825e+09 5.26447e+08 863.326 211412 1.21437e+08 0.31359 0 0 0 1000.91 0 1.49999e-06 0 11.75
163 49.1319 0.000748649 0 0 0.000748649 51.4474 1.91376e+11 1.31993e+10 8.08305e+09 5.87935e+08 835.547 206853 1.28868e+08 0.312907 0 0 0 645.902 0 8.82796e-07 0 11.75
164 51.4474 0.000432022 0 0 0.000432022 53.8721 1.99873e+11 1.31993e+10 8.0834e+09 6.56217e+08 808.144 202305 1.36667e+08 0.312212 0 0 0 407.505 0 5.07956e-07 0 11.75
165 53.8721 0.00024345 0 0 0.00024345 56.411 2.08591e+11 1.31993e+10 8.08361e+09 7.31994e+08 781.138 197772 1.44845e+08 0.319836 0 0 0 251.092 0 2.85447e-07 0 11.75
166 56.411 0.000133816 0 0 0.000133816 59.0696 2.17528e+11 1.31993e+10 8.08374e+09 8.16038e+08 754.548 193258 1.53413e+08 0.325048 0 0 0 150.933 0 1.56486e-07 0 11.75
167 59.0696 7.16634e-05 0 0 7.16634e-05 61.8534 2.26683e+11 1.31993e+10 8.08382e+09 9.09187e+08 728.392 188766 1.62383e+08 0.330443 0 0 0 88.4053 0 8.35933e-08 0 11.75
168 61.8534 3.73465e-05 0 0 3.73465e-05 64.7685 2.36052e+11 1.31993e+10 8.08386e+09 1.01236e+09 702.689 184299 1.71767e+08 0.336029 0 0 0 50.3952 0 4.34592e-08 0 11.75
169 64.7685 1.89152e-05 0 0 1.89152e-05 67.8209 2.45633e+11 1.31993e+10 8.08389e+09 1.12657e+09 677.453 179859 1.81574e+08 0.341814 0 0 0 27.9229 0 2.19611e-08 0 11.75
170 67.8209 9.29833e-06 0 0 9.29833e-06 71.0172 2.55424e+11 1.31993e+10 8.0839e+09 1.25291e+09 652.698 175451 1.91817e+08 0.361517 0 0 0 15.018 0 1.07722e-08 0 11.75
171 71.0172 4.43019e-06 0 0 4.43019e-06 74.3642 2.65421e+11 1.31993e+10 8.0839e+09 1.39257e+09 628.438 171076 2.02506e+08 0.367964 0 0 0 7.82952 0 5.12187e-09 0 11.75
172 74.3642 2.04281e-06 0 0 2.04281e-06 77.8689 2.75621e+11 1.31993e+10 8.08391e+09 1.54686e+09 604.684 166737 2.13651e+08 0.374641 0 0 0 3.95086 0 2.35714e-09 0 11.75
173 77.8689 9.10242e-07 0 0 9.10242e-07 81.5387 2.86022e+11 1.31993e+10 8.08391e+09 1.7172e+09 581.446 162438 2.2526e+08 0.381554 0 0 0 1.9267 0 1.04836e-09 0 11.75
174 81.5387 3.913e-07 0 0 3.913e-07 85.3815 2.96619e+11 1.31993e+10 8.08391e+09 1.90514e+09 558.733 158179 2.37345e+08 0.396123 0 0 0 0.906578 0 4.49882e-10 0 11.75
175 85.3815 1.62015e-07 0 0 1.62015e-07 89.4054 3.0741e+11 1.31993e+10 8.08391e+09 2.11236e+09 536.552 153965 2.49912e+08 0.405967 0 0 0 0.410893 0 1.85961e-10 0 11.75
176 89.4054 6.44956e-08 0 0 6.44956e-08 93.6189 3.1839e+11 1.31993e+10 8.08391e+09 2.34068e+09 514.909 149796 2.6297e+08 0.416224 0 0 0 0.179068 0 7.39114e-11 0 11.75
177 93.6189 2.46393e-08 0 0 2.46393e-08 98.0311 3.29555e+11 1.31993e+10 8.08391e+09 2.59209e+09 493.81 145676 2.76526e+08 0.426911 0 0 0 0.0748978 0 2.81944e-11 0 11.75
178 98.0311 9.01595e-09 0 0 9.01595e-09 102.651 3.40902e+11 1.31993e+10 8.08391e+09 2.86873e+09 473.257 141605 2.90585e+08 0.438051 0 0 0 0.0300081 0 1.03023e-11 0 11.75
179 102.651 3.15353e-09 0 0 3.15353e-09 107.489 3.52426e+11 1.31993e+10 8.08391e+09 3.17293e+09 453.254 137586 3.05153e+08 0.458722 0 0 0 0.0114933 0 3.59864e-12 0 11.75
180 107.489 1.05212e-09 0 0 1.05212e-09 112.555 3.64124e+11 1.31993e+10 8.08391e+09 3.5072e+09 433.802 133621 3.20234e+08 0.470957 0 0 0 0.00419917 0 1.19911e-12 0 11.75
181 112.555 3.34075e-10 0 0 3.34075e-10 117.859 3.75991e+11 1.31993e+10 8.08391e+09 3.87428e+09 414.9 129711 3.35829e+08 0.483715 0 0 0 0.00146025 0 3.80294e-13 0 11.75
182 117.859 1.00722e-10 0 0 1.00722e-10 123.414 3.88023e+11 1.31993e+10 8.08391e+09 4.2771e+09 396.548 125857 3.51942e+08 0.51659 0 0 0 0.00048219 0 1.14528e-13 0 11.75
183 123.414 2.87639e-11 0 0 2.87639e-11 129.23 4.00217e+11 1.31993e+10 8.08391e+09 4.71883e+09 378.743 122061 3.6857e+08 0.52778 0 0 0 0.000150827 0 3.26717e-14 0 11.75
184 129.23 7.76073e-12 0 0 7.76073e-12 135.321 4.12567e+11 1.31993e+10 8.08391e+09 5.2029e+09 361.484 118324 3.85713e+08 0.539389 0 0 0 4.45754e-05 0 8.8062e-15 0 11.75
185 135.321 1.97299e-12 0 0 1.97299e-12 141.698 4.2507e+11 1.31993e+10 8.08391e+09 5.73298e+09 344.766 114647 4.03367e+08 0.551437 0 0 0 1.24138e-05 0 2.23664e-15 0 11.75
186 141.698 4.71301e-13 0 0 4.71301e-13 148.376 4.37721e+11 1.31993e+10 8.08391e+09 6.31303e+09 328.585 111031 4.21524e+08 0.595185 0 0 0 3.24851e-06 0 5.33799e-16 0 11.75
187 148.376 1.05475e-13 0 0 1.05475e-13 155.369 4.50516e+11 1.31993e+10 8.08391e+09 6.94729e+09 312.935 107477 4.40179e+08 0.601188 0 0 0 7.96457e-07 0 1.19359e-16 0 11.75
188 155.369 2.20464e-14 0 0 2.20464e-14 162.691 4.63452e+11 1.31993e+10 8.08391e+09 7.64032e+09 297.81 103986 4.59319e+08 0.607347 0 0 0 1.8239e-07 0 2.49284e-17 0 11.75
189 162.691 4.29016e-15 0 0 4.29016e-15 170.358 4.76523e+11 1.31993e+10 8.08391e+09 8.397e+09 283.203 100557 4.78932e+08 0.613661 0 0 0 3.88868e-08 0 4.84726e-18 0 11.75
190 170.358 7.74623e-16 0 0 7.74623e-16 178.387 4.89726e+11 1.31993e+10 8.08391e+09 9.22255e+09 269.108 97192.1 4.99001e+08 0.641077 0 0 0 7.69311e-09 0 8.74572e-19 0 11.75
191 178.387 1.29317e-16 0 0 1.29317e-16 186.794 5.03056e+11 1.31993e+10 8.08391e+09 1.01225e+10 255.515 93891.2 5.19508e+08 0.643675 0 0 0 1.40724e-09 0 1.45902e-19 0 11.75
192 186.794 1.98871e-17 0 0 1.98871e-17 195.598 5.16511e+11 1.31993e+10 8.08391e+09 1.11029e+10 242.418 90654.6 5.4043e+08 0.646326 0 0 0 2.37135e-10 0 2.24227e-20 0 11.75
193 195.598 2.80643e-18 0 0 2.80643e-18 204.816 5.30085e+11 1.31993e+10 8.08391e+09 1.21699e+10 229.805 87482.4 5.61741e+08 0.687878 0 0 0 3.66696e-11 0 3.16227e-21 0 11.75
194 204.816 3.61952e-19 0 0 3.61952e-19 214.469 5.43774e+11 1.31993e+10 8.08391e+09 1.33303e+10 217.67 84374.7 5.83409e+08 0.691005 0 0 0 5.18253e-12 0 4.07601e-22 0 11.75
195 214.469 4.24837e-20 0 0 4.24837e-20 224.576 5.57576e+11 1.31993e+10 8.08391e+09 1.33303e+10 0 0 0 0 0 0 0 6.66598e-13 0 4.78143e-23 0 11.75
196 224.576 4.51796e-21 0 0 4.51796e-21 235.16 5.60292e+11 1.31993e+10 8.08391e+09 1.33303e+10 0 0 0 0 0 0 0 7.76868e-14 0 5.08207e-24 0 11.75
197 235.16 4.33308e-22 0 0 4.33308e-22 246.243 5.60292e+11 1.31993e+10 8.08391e+09 1.33303e+10 0 0 0 0 0 0 0 8.16534e-15 0 4.87156e-25 0 11.75
198 246.243 3.72971e-23 0 0 3.72971e-23 257.848 5.60292e+11 1.31993e+10 8.08391e+09 1.33303e+10 0 0 0 0 0 0 0 7.70259e-16 0 4.19112e-26 0 11.75
199 257.848 2.86662e-24 0 0 2.86662e-24 270 5.60292e+11 1.31993e+10 8.08391e+09 1.33303e+10 0 0 0 0 0 0 0 6.4882e-17 0 3.21971e-27 0 11.75
