#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR SDensityOFR SDensityCAR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassBin RadiusIso
190 170.358 4.77899e-92 0 0 4.77899e-92 178.387 1.77636e+10 0 5.69405e+07 5.341e+07 0 0 0 0 0 0 9.3515e-92 0 0 0 0 0 0 0 0 10.25 5621.92
191 178.387 2.70794e-96 0 0 2.70794e-96 186.794 1.77636e+10 0 5.69405e+07 5.341e+07 0 0 0 0 0 0 1.42399e-96 0 0 0 0 0 0 0 0 10.25 5886.88
192 186.794 9.69676e-101 0 0 9.69676e-101 195.598 1.77636e+10 0 5.69405e+07 5.341e+07 0 0 0 0 0 0 1.28558e-101 0 0 0 0 0 0 0 0 10.25 6164.32
193 195.598 2.14705e-105 0 0 2.14705e-105 204.816 1.77636e+10 0 5.69405e+07 5.341e+07 0 0 0 0 0 0 6.71356e-107 0 0 0 0 0 0 0 0 10.25 6454.83
194 204.816 2.87338e-110 0 0 2.87338e-110 214.469 1.77636e+10 0 5.69405e+07 5.341e+07 0 0 0 0 0 0 1.97637e-112 0 0 0 0 0 0 0 0 10.25 6759.04
195 214.469 2.26945e-115 0 0 2.26945e-115 224.576 1.77636e+10 0 5.69405e+07 5.341e+07 0 0 0 0 0 0 3.19236e-118 0 0 0 0 0 0 0 0 10.25 7077.58
196 224.576 1.03179e-120 0 0 1.03179e-120 235.16 1.77636e+10 0 5.69405e+07 5.341e+07 0 0 0 0 0 0 2.75041e-124 0 0 0 0 0 0 0 0 10.25 7411.14
197 235.16 2.63059e-126 0 0 2.63059e-126 246.243 1.77636e+10 0 5.69405e+07 5.341e+07 0 0 0 0 0 0 1.22705e-130 0 0 0 0 0 0 0 0 10.25 7760.41
198 246.243 3.65966e-132 0 0 3.65966e-132 257.848 1.77636e+10 0 5.69405e+07 5.341e+07 0 0 0 0 0 0 2.74812e-137 0 0 0 0 0 0 0 0 10.25 8126.15
199 257.848 2.69975e-138 0 0 2.69975e-138 270 1.77636e+10 0 5.69405e+07 5.341e+07 0 0 0 0 0 0 2.99097e-144 0 0 0 0 0 0 0 0 10.25 8509.12
0 0.027 160.809 0 0 160.809 0.0282725 173685 0 35497.2 0.0143645 151.739 27623.3 0.00743575 1.93181 0 0 1.56374e+11 0 0 0 0 0 0 0 0 10.5 0.891015
1 0.0282725 160.146 0 0 160.146 0.0296049 190389 0 74258.5 0.0164919 151.72 27621 0.00110138 1.93161 0 0 1.56235e+11 0 0 0 0 0 0 0 0 10.5 0.933007
2 0.0296049 159.455 0 0 159.455 0.0310001 208697 0 116576 0.0189342 151.699 27618.5 0.00126452 1.93141 0 0 1.56089e+11 0 0 0 0 0 0 0 0 10.5 0.976978
3 0.0310001 158.737 0 0 158.737 0.0324611 228763 0 162767 0.021738 151.678 27616 0.00145182 1.9312 0 0 1.55937e+11 0 0 0 0 0 0 0 0 10.5 1.02302
4 0.0324611 157.99 0 0 157.99 0.033991 250754 0 213176 0.0249566 151.656 27613.3 0.00166687 1.93097 0 0 1.55777e+11 0 0 0 0 0 0 0 0 10.5 1.07124
5 0.033991 157.213 0 0 157.213 0.0355929 274856 0 268176 0.0286516 151.633 27610.5 0.00191376 1.93073 0 0 1.5561e+11 0 0 0 0 0 0 0 0 10.5 1.12172
6 0.0355929 156.405 0 0 156.405 0.0372704 301269 0 328173 0.0328933 151.609 27607.6 0.00219722 1.93049 0 0 1.55436e+11 0 0 0 0 0 0 0 0 10.5 1.17459
7 0.0372704 155.566 0 0 155.566 0.0390269 330215 0 393604 0.0377626 151.584 27604.5 0.00252267 1.93022 0 0 1.55253e+11 0 0 0 0 0 0 0 0 10.5 1.22994
8 0.0390269 154.694 0 0 154.694 0.0408662 361936 0 464946 0.0433524 151.557 27601.3 0.00289631 1.92995 0 0 1.55063e+11 0 0 0 0 0 0 0 0 10.5 1.28791
9 0.0408662 153.788 0 0 153.788 0.0427921 396697 0 542712 0.0497691 151.53 27597.9 0.00332529 1.92967 0 0 1.54863e+11 0 0 0 0 0 0 0 0 10.5 1.34861
10 0.0427921 152.848 0 0 152.848 0.0448088 434788 0 627459 0.0571351 151.501 27594.4 0.00381779 1.92938 0 0 1.54654e+11 0 0 0 0 0 0 0 0 10.5 1.41216
11 0.0448088 151.872 0 0 151.872 0.0469206 476528 0 719789 0.0655907 151.47 27590.7 0.00438324 1.92907 0 0 1.54436e+11 0 0 0 0 0 0 0 0 10.5 1.47872
12 0.0469206 150.86 0 0 150.86 0.0491319 522264 0 820352 0.0752969 151.439 27586.9 0.00503242 1.92875 0 0 1.54208e+11 0 0 0 0 0 0 0 0 10.5 1.54841
13 0.0491319 149.81 0 0 149.81 0.0514474 572378 0 929849 0.0864388 151.405 27582.8 0.00577775 1.92841 0 0 1.53969e+11 0 0 0 0 0 0 0 0 10.5 1.62138
14 0.0514474 148.722 0 0 148.722 0.0538721 627286 0 1.04904e+06 0.0992284 151.371 27578.6 0.00663343 1.92805 0 0 1.5372e+11 0 0 0 0 0 0 0 0 10.5 1.69779
15 0.0538721 147.595 0 0 147.595 0.056411 687446 0 1.17873e+06 0.113909 151.334 27574.2 0.00761583 1.92768 0 0 1.53459e+11 0 0 0 0 0 0 0 0 10.5 1.77781
16 0.056411 146.428 0 0 146.428 0.0590696 753356 0 1.31982e+06 0.130761 151.296 27569.6 0.0087437 1.92729 0 0 1.53186e+11 0 0 0 0 0 0 0 0 10.5 1.86159
17 0.0590696 145.221 0 0 145.221 0.0618534 825565 0 1.47324e+06 0.150104 151.256 27564.7 0.0100386 1.92689 0 0 1.52901e+11 0 0 0 0 0 0 0 0 10.5 1.94933
18 0.0618534 143.971 0 0 143.971 0.0647685 904671 0 1.64001e+06 0.172307 151.215 27559.6 0.0115252 1.92646 0 0 1.52603e+11 0 0 0 0 0 0 0 0 10.5 2.0412
19 0.0647685 142.679 0 0 142.679 0.0678209 991329 0 1.82123e+06 0.197792 151.171 27554.3 0.013232 1.92601 0 0 1.52292e+11 0 0 0 0 0 0 0 0 10.5 2.1374
20 0.0678209 141.344 0 0 141.344 0.0710172 1.08626e+06 0 2.01807e+06 0.227044 151.125 27548.8 0.0151914 1.92555 0 0 1.51967e+11 0 0 0 0 0 0 0 0 10.5 2.23813
21 0.0710172 139.965 0 0 139.965 0.0743642 1.19024e+06 0 2.23179e+06 0.260619 151.078 27543 0.017441 1.92506 0 0 1.51627e+11 0 0 0 0 0 0 0 0 10.5 2.34361
22 0.0743642 138.542 0 0 138.542 0.0778689 1.30413e+06 0 2.46375e+06 0.299155 151.028 27536.9 0.0200237 1.92454 0 0 1.51272e+11 0 0 0 0 0 0 0 0 10.5 2.45406
23 0.0778689 137.074 0 0 137.074 0.0815387 1.42887e+06 0 2.7154e+06 0.343386 150.975 27530.6 0.0229886 1.92401 0 0 1.50901e+11 0 0 0 0 0 0 0 0 10.5 2.56971
24 0.0815387 135.56 0 0 135.56 0.0853815 1.56549e+06 0 2.98827e+06 0.394151 150.921 27523.9 0.0263926 1.92345 0 0 1.50514e+11 0 0 0 0 0 0 0 0 10.5 2.69082
25 0.0853815 134.001 0 0 134.001 0.0894054 1.71511e+06 0 3.28402e+06 0.452415 150.863 27517 0.0303004 1.92288 0 0 1.5011e+11 0 0 0 0 0 0 0 0 10.5 2.81764
26 0.0894054 132.396 0 0 132.396 0.0936189 1.87896e+06 0 3.60442e+06 0.519284 150.804 27509.7 0.0347868 1.92226 0 0 1.49687e+11 0 0 0 0 0 0 0 0 10.5 2.95043
27 0.0936189 130.744 0 0 130.744 0.0980311 2.05837e+06 0 3.95134e+06 0.596028 150.741 27502.1 0.0399373 1.92162 0 0 1.49246e+11 0 0 0 0 0 0 0 0 10.5 3.08948
28 0.0980311 129.046 0 0 129.046 0.102651 2.25482e+06 0 4.32679e+06 0.684104 150.675 27494.1 0.0458503 1.92095 0 0 1.48786e+11 0 0 0 0 0 0 0 0 10.5 3.23508
29 0.102651 127.301 0 0 127.301 0.107489 2.46992e+06 0 4.73288e+06 0.785183 150.607 27485.8 0.0526384 1.92025 0 0 1.48305e+11 0 0 0 0 0 0 0 0 10.5 3.38754
30 0.107489 125.51 0 0 125.51 0.112555 2.70541e+06 0 5.17189e+06 0.901182 150.535 27477 0.0604312 1.91952 0 0 1.47804e+11 0 0 0 0 0 0 0 0 10.5 3.54719
31 0.112555 123.674 0 0 123.674 0.117859 2.96321e+06 0 5.64621e+06 1.0343 150.46 27467.9 0.0693776 1.91875 0 0 1.4728e+11 0 0 0 0 0 0 0 0 10.5 3.71437
32 0.117859 121.791 0 0 121.791 0.123414 3.24541e+06 0 6.15836e+06 1.18706 150.382 27458.4 0.079648 1.91795 0 0 1.46734e+11 0 0 0 0 0 0 0 0 10.5 3.88942
33 0.123414 119.864 0 0 119.864 0.12923 3.5543e+06 0 6.71103e+06 1.36236 150.3 27448.4 0.0914379 1.91712 0 0 1.46164e+11 0 0 0 0 0 0 0 0 10.5 4.07272
34 0.12923 117.891 0 0 117.891 0.135321 3.89237e+06 0 7.30704e+06 1.56351 150.214 27438 0.104973 1.91623 0 0 1.4557e+11 0 0 0 0 0 0 0 0 10.5 4.26466
35 0.135321 115.876 0 0 115.876 0.141698 4.26236e+06 0 7.94936e+06 1.79433 150.125 27427.1 0.120511 1.91532 0 0 1.44951e+11 0 0 0 0 0 0 0 0 10.5 4.46565
36 0.141698 113.817 0 0 113.817 0.148376 4.66723e+06 0 8.64114e+06 2.05918 150.031 27415.7 0.138348 1.91436 0 0 1.44305e+11 0 0 0 0 0 0 0 0 10.5 4.67611
37 0.148376 111.717 0 0 111.717 0.155369 5.11025e+06 0 9.38564e+06 2.36306 149.933 27403.7 0.158824 1.91336 0 0 1.43631e+11 0 0 0 0 0 0 0 0 10.5 4.89649
38 0.155369 109.577 0 0 109.577 0.162691 5.59495e+06 0 1.01863e+07 2.71174 149.831 27391.3 0.18233 1.91232 0 0 1.4293e+11 0 0 0 0 0 0 0 0 10.5 5.12725
39 0.162691 107.398 0 0 107.398 0.170358 6.1252e+06 0 1.10468e+07 3.11178 149.724 27378.2 0.209313 1.91122 0 0 1.42199e+11 0 0 0 0 0 0 0 0 10.5 5.36889
40 0.170358 105.181 0 0 105.181 0.178387 6.70522e+06 0 1.19707e+07 3.57075 149.612 27364.6 0.240288 1.91007 0 0 1.41437e+11 0 0 0 0 0 0 0 0 10.5 5.62192
41 0.178387 102.929 0 0 102.929 0.186794 7.33963e+06 0 1.29621e+07 4.0973 149.495 27350.3 0.275845 1.90888 0 0 1.40644e+11 0 0 0 0 0 0 0 0 10.5 5.88688
42 0.186794 100.644 0 0 100.644 0.195598 8.03342e+06 0 1.4025e+07 4.70137 149.373 27335.4 0.316661 1.90763 0 0 1.39818e+11 0 0 0 0 0 0 0 0 10.5 6.16432
43 0.195598 98.3266 0 0 98.3266 0.204816 8.79209e+06 0 1.51636e+07 5.39435 149.246 27319.9 0.363514 1.90632 0 0 1.38959e+11 0 0 0 0 0 0 0 0 10.5 6.45483
44 0.204816 95.9804 0 0 95.9804 0.214469 9.62158e+06 0 1.63822e+07 6.18928 149.112 27303.6 0.417296 1.90496 0 0 1.38065e+11 0 0 0 0 0 0 0 0 10.5 6.75904
45 0.214469 93.6076 0 0 93.6076 0.224576 1.05284e+07 0 1.76853e+07 7.10113 148.973 27286.6 0.47903 1.90353 0 0 1.37135e+11 0 0 0 0 0 0 0 0 10.5 7.07758
46 0.224576 91.2106 0 0 91.2106 0.23516 1.15196e+07 0 1.90775e+07 8.14705 148.828 27268.8 0.549894 1.90204 0 0 1.36168e+11 0 0 0 0 0 0 0 0 10.5 7.41114
47 0.23516 88.7922 0 0 88.7922 0.246243 1.26029e+07 0 2.05635e+07 9.3467 148.676 27250.3 0.631236 1.90048 0 0 1.35162e+11 0 0 0 0 0 0 0 0 10.5 7.76041
48 0.246243 86.3553 0 0 86.3553 0.257848 1.37867e+07 0 2.21481e+07 10.7226 148.517 27230.9 0.724599 1.89886 0 0 1.34117e+11 0 0 0 0 0 0 0 0 10.5 8.12615
49 0.257848 83.9029 0 0 83.9029 0.27 1.50801e+07 0 2.38362e+07 12.3006 148.351 27210.6 0.831769 1.89716 0 0 1.33031e+11 0 0 0 0 0 0 0 0 10.5 8.50912
50 0.27 81.4381 0 0 81.4381 0.282725 1.64929e+07 0 2.56327e+07 14.1103 148.178 27189.5 0.954779 1.89538 0 0 1.31904e+11 0 0 0 0 0 0 0 0 10.5 8.91015
51 0.282725 78.9641 0 0 78.9641 0.296049 1.80361e+07 0 2.75427e+07 16.1855 147.998 27167.4 1.09597 1.89353 0 0 1.30734e+11 0 0 0 0 0 0 0 0 10.5 9.33007
52 0.296049 76.4844 0 0 76.4844 0.310001 1.97214e+07 0 2.9571e+07 18.5652 147.809 27144.3 1.25802 1.8916 0 0 1.2952e+11 0 0 0 0 0 0 0 0 10.5 9.76978
53 0.310001 74.0022 0 0 74.0022 0.324611 2.15613e+07 0 3.17228e+07 21.2938 147.613 27120.2 1.44402 1.88959 0 0 1.2826e+11 0 0 0 0 0 0 0 0 10.5 10.2302
54 0.324611 71.5211 0 0 71.5211 0.33991 2.35699e+07 0 3.4003e+07 24.4223 147.407 27095.1 1.6575 1.88748 0 0 1.26955e+11 0 0 0 0 0 0 0 0 10.5 10.7124
55 0.33991 69.0445 0 0 69.0445 0.355929 2.57621e+07 0 3.64165e+07 28.0091 147.193 27068.8 1.90251 1.88528 0 0 1.25602e+11 0 0 0 0 0 0 0 0 10.5 11.2172
56 0.355929 66.5762 0 0 66.5762 0.372704 2.81541e+07 0 3.89681e+07 32.121 146.97 27041.4 2.18372 1.88298 0 0 1.24201e+11 0 0 0 0 0 0 0 0 10.5 11.7459
57 0.372704 64.1196 0 0 64.1196 0.390269 3.07637e+07 0 4.16625e+07 36.8346 146.737 27012.8 2.50645 1.88059 0 0 1.2275e+11 0 0 0 0 0 0 0 0 10.5 12.2994
58 0.390269 61.6783 0 0 61.6783 0.408662 3.361e+07 0 4.45042e+07 42.2376 146.494 26983 2.87684 1.8781 0 0 1.21249e+11 0 0 0 0 0 0 0 0 10.5 12.8791
59 0.408662 59.256 0 0 59.256 0.427921 3.67137e+07 0 4.74976e+07 48.4303 146.24 26951.9 3.30194 1.87549 0 0 1.19698e+11 0 0 0 0 0 0 0 0 10.5 13.4861
60 0.427921 56.856 0 0 56.856 0.448088 4.00973e+07 0 5.06467e+07 55.5277 145.976 26919.4 3.78977 1.87277 0 0 1.18094e+11 0 0 0 0 0 0 0 0 10.5 14.1216
61 0.448088 54.4821 0 0 54.4821 0.469206 4.37851e+07 0 5.39552e+07 63.6612 145.701 26885.6 4.3496 1.86995 0 0 1.16438e+11 0 0 0 0 0 0 0 0 10.5 14.7872
62 0.469206 52.1375 0 0 52.1375 0.491319 4.78034e+07 0 5.74265e+07 72.9813 145.414 26850.3 4.99205 1.867 0 0 1.14728e+11 0 0 0 0 0 0 0 0 10.5 15.4841
63 0.491319 49.8256 0 0 49.8256 0.514474 5.21806e+07 0 6.10638e+07 83.6603 145.116 26813.5 5.72932 1.86392 0 0 1.12965e+11 0 0 0 0 0 0 0 0 10.5 16.2138
64 0.514474 47.5497 0 0 47.5497 0.538721 5.69474e+07 0 6.48695e+07 95.8952 144.805 26775.2 6.57535 1.86071 0 0 1.11148e+11 0 0 0 0 0 0 0 0 10.5 16.9779
65 0.538721 45.3128 0 0 45.3128 0.56411 6.21369e+07 0 6.88458e+07 109.911 144.481 26735.2 7.54614 1.85738 0 0 1.09277e+11 0 0 0 0 0 0 0 0 10.5 17.7781
66 0.56411 43.1181 0 0 43.1181 0.590696 6.77849e+07 0 7.29942e+07 125.966 144.143 26693.6 8.66011 1.8539 0 0 1.07351e+11 0 0 0 0 0 0 0 0 10.5 18.6159
67 0.590696 40.9684 0 0 40.9684 0.618534 7.39299e+07 0 7.73158e+07 144.355 143.792 26650.3 9.93834 1.85028 0 0 1.05371e+11 0 0 0 0 0 0 0 0 10.5 19.4933
68 0.618534 38.8663 0 0 38.8663 0.647685 8.06134e+07 0 8.18107e+07 165.414 143.427 26605.1 11.405 1.84652 0 0 1.03337e+11 0 0 0 0 0 0 0 0 10.5 20.412
69 0.647685 36.8145 0 0 36.8145 0.678209 8.78801e+07 0 8.64787e+07 189.53 143.047 26558.2 13.0878 1.84259 0 0 1.01248e+11 0 0 0 0 0 0 0 0 10.5 21.374
70 0.678209 34.8153 0 0 34.8153 0.710172 9.57779e+07 0 9.13186e+07 217.142 142.653 26509.2 15.0186 1.83851 0 0 9.9107e+10 0 0 0 0 0 0 0 0 10.5 22.3813
71 0.710172 32.8709 0 0 32.8709 0.743642 1.04359e+08 0 9.63286e+07 248.753 142.242 26458.3 17.2338 1.83427 0 0 9.69132e+10 0 0 0 0 0 0 0 0 10.5 23.4361
72 0.743642 30.9832 0 0 30.9832 0.778689 1.13678e+08 0 1.01506e+08 284.939 141.815 26405.4 19.7752 1.82986 0 0 9.46681e+10 0 0 0 0 0 0 0 0 10.5 24.5406
73 0.778689 29.1541 0 0 29.1541 0.815387 1.23794e+08 0 1.06847e+08 326.356 141.372 26350.3 22.6908 1.82527 0 0 9.23729e+10 0 0 0 0 0 0 0 0 10.5 25.6971
74 0.815387 27.3851 0 0 27.3851 0.853815 1.34772e+08 0 1.12347e+08 373.754 140.911 26293.1 26.0358 1.8205 0 0 9.00291e+10 0 0 0 0 0 0 0 0 10.5 26.9082
75 0.853815 25.6775 0 0 25.6775 0.894054 1.4668e+08 0 1.18002e+08 427.99 140.433 26233.6 29.8729 1.81555 0 0 8.76386e+10 0 0 0 0 0 0 0 0 10.5 28.1764
76 0.894054 24.0325 0 0 24.0325 0.936189 1.5959e+08 0 1.23803e+08 490.041 139.937 26171.8 34.2746 1.81041 0 0 8.52034e+10 0 0 0 0 0 0 0 0 10.5 29.5043
77 0.936189 22.451 0 0 22.451 0.980311 1.73581e+08 0 1.29745e+08 561.023 139.423 26107.6 39.3237 1.80507 0 0 8.27259e+10 0 0 0 0 0 0 0 0 10.5 30.8948
78 0.980311 20.9336 0 0 20.9336 1.02651 1.88735e+08 0 1.3582e+08 642.209 138.889 26040.9 45.1154 1.79952 0 0 8.02089e+10 0 0 0 0 0 0 0 0 10.5 32.3508
79 1.02651 19.4807 0 0 19.4807 1.07489 2.05142e+08 0 1.42016e+08 735.052 138.336 25971.7 51.7583 1.79378 0 0 7.76553e+10 0 0 0 0 0 0 0 0 10.5 33.8754
80 1.07489 18.0926 0 0 18.0926 1.12555 2.22895e+08 0 1.48326e+08 841.208 137.762 25899.9 59.3777 1.78781 0 0 7.50684e+10 0 0 0 0 0 0 0 0 10.5 35.4719
81 1.12555 16.7693 0 0 16.7693 1.17859 2.42096e+08 0 1.54737e+08 962.567 137.168 25825.4 68.1162 1.78163 0 0 7.24519e+10 0 0 0 0 0 0 0 0 10.5 37.1437
82 1.17859 15.5104 0 0 15.5104 1.23414 2.62849e+08 0 1.61238e+08 1101.28 136.553 25748.1 78.1382 1.77523 0 0 6.98098e+10 0 0 0 0 0 0 0 0 10.5 38.8942
83 1.23414 14.3155 0 0 14.3155 1.2923 2.8527e+08 0 1.67816e+08 1259.8 135.917 25668.1 89.6315 1.7686 0 0 6.71464e+10 0 0 0 0 0 0 0 0 10.5 40.7272
84 1.2923 13.1839 0 0 13.1839 1.35321 3.09477e+08 0 1.74457e+08 1440.93 135.259 25585.2 102.812 1.76172 0 0 6.44663e+10 0 0 0 0 0 0 0 0 10.5 42.6466
85 1.35321 12.1148 0 0 12.1148 1.41698 3.35597e+08 0 1.81146e+08 1647.84 134.578 25499.3 117.926 1.75462 0 0 6.17745e+10 0 0 0 0 0 0 0 0 10.5 44.6565
86 1.41698 11.1071 0 0 11.1071 1.48376 3.63763e+08 0 1.8787e+08 1884.17 133.875 25410.4 135.257 1.74726 0 0 5.90762e+10 0 0 0 0 0 0 0 0 10.5 46.7611
87 1.48376 10.1595 0 0 10.1595 1.55369 3.94117e+08 0 1.94611e+08 2154.04 133.149 25318.4 155.127 1.73966 0 0 5.6377e+10 0 0 0 0 0 0 0 0 10.5 48.9649
88 1.55369 9.27058 0 0 9.27058 1.62691 4.26808e+08 0 2.01355e+08 2462.15 132.399 25223.2 177.91 1.7318 0 0 5.36827e+10 0 0 0 0 0 0 0 0 10.5 51.2725
89 1.62691 8.43877 0 0 8.43877 1.70358 4.6199e+08 0 2.08084e+08 2813.83 131.626 25124.9 204.032 1.72368 0 0 5.09993e+10 0 0 0 0 0 0 0 0 10.5 53.6889
90 1.70358 7.66234 0 0 7.66234 1.78387 4.99829e+08 0 2.14782e+08 3215.17 130.828 25023.3 234.155 1.71401 0 0 4.83331e+10 0 0 0 0 0 0 0 0 10.5 56.2192
91 1.78387 6.93947 0 0 6.93947 1.86794 5.40495e+08 0 2.21431e+08 3673.08 130.006 24918.4 268.734 1.70395 0 0 4.56904e+10 0 0 0 0 0 0 0 0 10.5 58.8688
92 1.86794 6.26818 0 0 6.26818 1.95598 5.84168e+08 0 2.28014e+08 4195.41 129.159 24810.1 308.416 1.69358 0 0 4.3078e+10 0 0 0 0 0 0 0 0 10.5 61.6432
93 1.95598 5.64645 0 0 5.64645 2.04816 6.31034e+08 0 2.34515e+08 4791.07 128.288 24698.3 353.951 1.6829 0 0 4.05024e+10 0 0 0 0 0 0 0 0 10.5 64.5483
94 2.04816 5.07216 0 0 5.07216 2.14469 6.8129e+08 0 2.40916e+08 5470.21 127.391 24583.2 406.203 1.67191 0 0 3.79703e+10 0 0 0 0 0 0 0 0 10.5 67.5904
95 2.14469 4.54313 0 0 4.54313 2.24576 7.35137e+08 0 2.472e+08 6244.31 126.47 24464.5 466.16 1.66061 0 0 3.54884e+10 0 0 0 0 0 0 0 0 10.5 70.7758
96 2.24576 4.05715 0 0 4.05715 2.3516 7.92786e+08 0 2.53351e+08 7126.46 125.523 24342.2 534.959 1.64899 0 0 3.30632e+10 0 0 0 0 0 0 0 0 10.5 74.1114
97 2.3516 3.61199 0 0 3.61199 2.46243 8.54454e+08 0 2.59354e+08 8131.45 124.551 24216.4 613.903 1.63706 0 0 3.07012e+10 0 0 0 0 0 0 0 0 10.5 77.6041
98 2.46243 3.20541 0 0 3.20541 2.57848 9.20367e+08 0 2.65193e+08 9276.1 123.554 24086.9 704.481 1.62481 0 0 2.84084e+10 0 0 0 0 0 0 0 0 10.5 81.2615
99 2.57848 2.83518 0 0 2.83518 2.7 9.90755e+08 0 2.70853e+08 10579.5 122.531 23953.9 808.41 1.61225 0 0 2.6191e+10 0 0 0 0 0 0 0 0 10.5 85.0912
100 2.7 2.49907 0 0 2.49907 2.82725 1.06586e+09 0 2.76322e+08 12063.1 121.484 23817.2 927.652 1.59937 0 0 2.40543e+10 0 0 0 0 0 0 0 0 10.5 89.1015
101 2.82725 2.1949 0 0 2.1949 2.96049 1.14592e+09 0 2.81586e+08 13751.5 120.412 23676.8 1064.47 1.58618 0 0 2.20035e+10 0 0 0 0 0 0 0 0 10.5 93.3007
102 2.96049 1.92055 0 0 1.92055 3.10001 1.23118e+09 0 2.86635e+08 15672.5 119.315 23532.8 1221.44 1.57268 0 0 2.00431e+10 0 0 0 0 0 0 0 0 10.5 97.6978
103 3.10001 1.67393 0 0 1.67393 3.24611 1.32191e+09 0 2.91458e+08 17857.3 118.194 23385.2 1401.52 1.55887 0 0 1.81773e+10 0 0 0 0 0 0 0 0 10.5 102.302
104 3.24611 1.45301 0 0 1.45301 3.3991 1.41837e+09 0 2.96046e+08 20341.4 117.048 23233.9 1608.14 1.54474 0 0 1.64095e+10 0 0 0 0 0 0 0 0 10.5 107.124
105 3.3991 1.25585 0 0 1.25585 3.55929 1.52081e+09 0 3.00392e+08 23165.2 115.88 23078.9 1845.17 1.53033 0 0 1.47423e+10 0 0 0 0 0 0 0 0 10.5 112.172
106 3.55929 1.08057 0 0 1.08057 3.72704 1.6295e+09 0 3.04491e+08 26373.9 114.688 22920.4 2117.1 1.51562 0 0 1.31778e+10 0 0 0 0 0 0 0 0 10.5 117.459
107 3.72704 0.925369 0 0 0.925369 3.90269 1.74471e+09 0 3.08338e+08 30019 113.473 22758.3 2429.06 1.50062 0 0 1.17173e+10 0 0 0 0 0 0 0 0 10.5 122.994
108 3.90269 0.788532 0 0 0.788532 4.08662 1.86671e+09 0 3.1193e+08 34158.5 112.237 22592.7 2786.92 1.48534 0 0 1.0361e+10 0 0 0 0 0 0 0 0 10.5 128.791
109 4.08662 0.668427 0 0 0.668427 4.27921 1.99577e+09 0 3.15267e+08 38858 110.979 22423.6 3197.44 1.46978 0 0 9.10885e+09 0 0 0 0 0 0 0 0 10.5 134.861
110 4.27921 0.563508 0 0 0.563508 4.48088 2.13216e+09 0 3.18351e+08 44191.7 109.701 22251 3672.8 1.4522 0 0 7.95952e+09 0 0 0 0 0 0 0 0 10.5 141.216
111 4.48088 0.472313 0 0 0.472313 4.69206 2.27615e+09 0 3.21183e+08 50243.1 108.402 22075.1 4220.28 1.43388 0 0 6.91113e+09 0 0 0 0 0 0 0 0 10.5 147.872
112 4.69206 0.393468 0 0 0.393468 4.91319 2.42802e+09 0 3.23769e+08 57106.5 107.085 21896 4849.49 1.4153 0 0 5.96103e+09 0 0 0 0 0 0 0 0 10.5 154.841
113 4.91319 0.325684 0 0 0.325684 5.14474 2.58801e+09 0 3.26114e+08 64888.6 105.75 21713.6 5572.62 1.39648 0 0 5.10583e+09 0 0 0 0 0 0 0 0 10.5 162.138
114 5.14474 0.267758 0 0 0.267758 5.38721 2.75639e+09 0 3.28227e+08 73709.4 104.398 21528 6403.69 1.37745 0 0 4.34152e+09 0 0 0 0 0 0 0 0 10.5 169.779
115 5.38721 0.218568 0 0 0.218568 5.6411 2.93342e+09 0 3.30118e+08 83704.2 103.029 21339.5 7358.89 1.3582 0 0 3.66351e+09 0 0 0 0 0 0 0 0 10.5 177.781
116 5.6411 0.177079 0 0 0.177079 5.90696 3.11934e+09 0 3.31796e+08 95025.7 101.646 21148 8456.76 1.33875 0 0 3.06675e+09 0 0 0 0 0 0 0 0 10.5 186.159
117 5.90696 0.142334 0 0 0.142334 6.18534 3.3144e+09 0 3.33275e+08 107846 100.248 20953.8 9718.63 1.31913 0 0 2.54578e+09 0 0 0 0 0 0 0 0 10.5 194.933
118 6.18534 0.113456 0 0 0.113456 6.47685 3.51882e+09 0 3.34566e+08 122358 98.8378 20756.8 11169 1.29934 0 0 2.09484e+09 0 0 0 0 0 0 0 0 10.5 204.12
119 6.47685 0.0896473 0 0 0.0896473 6.78209 3.73282e+09 0 3.35684e+08 138781 97.4159 20557.2 12836.1 1.27942 0 0 1.70802e+09 0 0 0 0 0 0 0 0 10.5 213.74
120 6.78209 0.0701838 0 0 0.0701838 7.10172 3.95663e+09 0 3.36643e+08 157360 95.9836 20355.2 14752.3 1.25937 0 0 1.37929e+09 0 0 0 0 0 0 0 0 10.5 223.813
121 7.10172 0.0544151 0 0 0.0544151 7.43642 4.19044e+09 0 3.37458e+08 178370 94.5422 20150.9 16955.1 1.2392 0 0 1.10266e+09 0 0 0 0 0 0 0 0 10.5 234.361
122 7.43642 0.0417608 0 0 0.0417608 7.78689 4.43444e+09 0 3.38144e+08 202124 93.0928 19944.4 19489.4 1.21881 0 0 8.72261e+08 0 0 0 0 0 0 0 0 10.5 245.406
123 7.78689 0.0317073 0 0 0.0317073 8.15387 4.68881e+09 0 3.38714e+08 228970 91.637 19736 22468 1.19487 0 0 6.82424e+08 0 0 0 0 0 0 0 0 10.5 256.971
