#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR SDensityOFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassBin RadiusIso
139 16.2691 0.754509 0 0 0.754509 17.0358 2.9274e+10 9.27181e+08 4.37414e+09 8.47161e+08 19924.5 293509 2.28945e+08 0.0411226 0 0 0 0 90012.3 0 0.00112201 0 0.00148707 0 11.25 7.38135
140 17.0358 0.511348 0 0 0.511348 17.8387 3.09108e+10 9.27181e+08 4.41522e+09 9.03401e+08 18332.9 292091 2.30981e+08 0.0436657 0 0 0 0 67351.8 0 0.000765671 0 0.00149736 0 11.25 7.72923
141 17.8387 0.340831 0 0 0.340831 18.6794 3.26124e+10 9.27181e+08 4.44514e+09 9.62776e+08 16857.2 290549 2.32878e+08 0.0462975 0 0 0 0 49556.7 0 0.000513802 0 0.0015075 0 11.25 8.09349
142 18.6794 0.223252 0 0 0.223252 19.5598 3.43795e+10 9.27181e+08 4.46654e+09 1.02542e+09 15490.1 288890 2.34637e+08 0.049017 0 0 0 0 35828.2 0 0.000338781 0 0.00151748 0 11.25 8.47493
143 19.5598 0.143593 0 0 0.143593 20.4816 3.62129e+10 9.27181e+08 4.48158e+09 1.09147e+09 14224.6 287116 2.36257e+08 0.0518227 0 0 0 0 25431.3 0 0.000219311 0 0.00152731 0 11.25 8.87434
144 20.4816 0.0906118 0 0 0.0906118 21.4469 3.81129e+10 9.27181e+08 4.49194e+09 1.16106e+09 13054.3 285233 2.37738e+08 0.0547128 0 0 0 0 17707.6 0 0.000139269 0 0.00153698 0 11.25 9.29258
145 21.4469 0.056048 0 0 0.056048 22.4576 4.00802e+10 9.27181e+08 4.49894e+09 1.23434e+09 11972.9 283245 2.3908e+08 0.0576859 0 0 0 0 12084.2 0 8.66785e-05 0 0.00154651 0 11.25 9.73052
146 22.4576 0.0339512 0 0 0.0339512 23.516 4.2115e+10 9.27181e+08 4.50357e+09 1.31147e+09 10974.5 281159 2.40286e+08 0.0606223 0 0 0 0 8074.88 0 5.28238e-05 0 0.00155587 0 11.25 10.1891
147 23.516 0.0201208 0 0 0.0201208 24.6243 4.42176e+10 9.27181e+08 4.50656e+09 1.39259e+09 10053.5 278980 2.41356e+08 0.0633544 0 0 0 0 5278.26 0 3.14909e-05 0 0.00156509 0 11.25 10.6693
148 24.6243 0.0116543 0 0 0.0116543 25.7848 4.63883e+10 9.27181e+08 4.50845e+09 1.47787e+09 9204.5 276713 2.42294e+08 0.0661072 0 0 0 0 3371.63 0 1.83456e-05 0 0.00157415 0 11.25 11.1721
149 25.7848 0.0065904 0 0 0.0065904 27 4.86269e+10 9.27181e+08 4.50962e+09 1.56746e+09 8422.62 274364 2.43103e+08 0.0688767 0 0 0 0 2102.41 0 1.0433e-05 0 0.00158306 0 11.25 11.6987
150 27 0.00363441 0 0 0.00363441 28.2725 5.09336e+10 9.27181e+08 4.51032e+09 1.66153e+09 7703.1 271940 2.43786e+08 0.0716584 0 0 0 0 1278.31 0 5.78535e-06 0 0.00159183 0 11.25 12.25
151 28.2725 0.00195227 0 0 0.00195227 29.6049 5.33082e+10 9.27181e+08 4.51073e+09 1.76027e+09 7041.49 269446 2.44347e+08 0.0744502 0 0 0 0 756.987 0 3.12451e-06 0 0.00160045 0 11.25 12.8273
152 29.6049 0.00102023 0 0 0.00102023 31.0001 5.57505e+10 9.27181e+08 4.51097e+09 1.86385e+09 6433.58 266889 2.44791e+08 0.0772477 0 0 0 0 436.052 0 1.64147e-06 0 0.00160892 0 11.25 13.4319
153 31.0001 0.000518019 0 0 0.000518019 32.4611 5.82601e+10 9.27181e+08 4.5111e+09 1.97245e+09 5875.44 264275 2.45123e+08 0.0800501 0 0 0 0 244.021 0 8.37763e-07 0 0.00161724 0 11.25 14.0649
154 32.4611 0.000255208 0 0 0.000255208 33.991 6.08367e+10 9.27181e+08 4.51117e+09 2.08628e+09 5363.39 261611 2.45348e+08 0.0828545 0 0 0 0 132.486 0 4.14823e-07 0 0.00162543 0 11.25 14.7277
155 33.991 0.000121824 0 0 0.000121824 35.5929 6.34798e+10 9.27181e+08 4.5112e+09 2.20554e+09 4893.94 258902 2.45472e+08 0.0856612 0 0 0 0 69.6868 0 1.98996e-07 0 0.00163347 0 11.25 15.4218
156 35.5929 5.62616e-05 0 0 5.62616e-05 37.2704 6.61889e+10 9.27181e+08 4.51122e+09 2.33043e+09 4463.87 256156 2.45502e+08 0.0884693 0 0 0 0 35.4591 0 9.23466e-08 0 0.00164138 0 11.25 16.1486
157 37.2704 2.50993e-05 0 0 2.50993e-05 39.0269 6.89632e+10 9.27181e+08 4.51123e+09 2.46117e+09 4070.13 253378 2.45444e+08 0.091281 0 0 0 0 17.4272 0 4.13924e-08 0 0.00164915 0 11.25 16.9097
158 39.0269 1.07987e-05 0 0 1.07987e-05 40.8662 7.18021e+10 9.27181e+08 4.51123e+09 2.598e+09 3709.91 250575 2.45305e+08 0.0942064 0 0 0 0 8.25932 0 1.78911e-08 0 0.00165678 0 11.25 17.7066
159 40.8662 4.47308e-06 0 0 4.47308e-06 42.7921 7.47048e+10 9.27181e+08 4.51124e+09 2.74116e+09 3380.55 247754 2.45093e+08 0.0992554 0 0 0 0 3.76825 0 7.44446e-09 0 0.00166428 0 11.25 18.5411
160 42.7921 1.78069e-06 0 0 1.78069e-06 44.8088 7.76705e+10 9.27181e+08 4.51124e+09 2.89089e+09 3079.6 244921 2.44815e+08 0.104535 0 0 0 0 1.65212 0 2.97669e-09 0 0.00167165 0 11.25 19.4149
161 44.8088 6.79997e-07 0 0 6.79997e-07 46.9206 8.06983e+10 9.27181e+08 4.51124e+09 3.04746e+09 2804.78 242082 2.44479e+08 0.11006 0 0 0 0 0.69476 0 1.14164e-09 0 0.00167889 0 11.25 20.3299
162 46.9206 2.48606e-07 0 0 2.48606e-07 49.1319 8.37871e+10 9.27181e+08 4.51124e+09 3.21115e+09 2553.96 239243 2.44094e+08 0.115843 0 0 0 0 0.279689 0 4.19149e-10 0 0.001686 0 11.25 21.2881
163 49.1319 8.68387e-08 0 0 8.68387e-08 51.4474 8.69361e+10 9.27181e+08 4.51124e+09 3.38226e+09 2325.18 236410 2.43668e+08 0.1219 0 0 0 0 0.107565 0 1.47016e-10 0 0.00169298 0 11.25 22.2913
164 51.4474 2.89188e-08 0 0 2.89188e-08 53.8721 9.01441e+10 9.27181e+08 4.51124e+09 3.56109e+09 2116.6 233590 2.4321e+08 0.12825 0 0 0 0 0.0394361 0 4.91572e-11 0 0.00169984 0 11.25 23.3419
165 53.8721 9.16082e-09 0 0 9.16082e-09 56.411 9.341e+10 9.27181e+08 4.51124e+09 3.74799e+09 1926.54 230788 2.42728e+08 0.134912 0 0 0 0 0.013752 0 1.56336e-11 0 0.00170657 0 11.25 24.442
166 56.411 2.75395e-09 0 0 2.75395e-09 59.0696 9.67328e+10 9.27181e+08 4.51124e+09 3.94329e+09 1753.43 228011 2.42232e+08 0.141908 0 0 0 0 0.00455057 0 4.71801e-12 0 0.00171318 0 11.25 25.5939
167 59.0696 7.83741e-10 0 0 7.83741e-10 61.8534 1.00111e+11 9.27181e+08 4.51124e+09 4.14737e+09 1595.84 225262 2.41731e+08 0.149261 0 0 0 0 0.00142536 0 1.34778e-12 0 0.00171967 0 11.25 26.8001
168 61.8534 2.10603e-10 0 0 2.10603e-10 64.7685 1.03544e+11 9.27181e+08 4.51124e+09 4.36063e+09 1452.43 222550 2.41234e+08 0.159275 0 0 0 0 0.000421525 0 3.6351e-13 0 0.00172604 0 11.25 28.0631
169 64.7685 5.32914e-11 0 0 5.32914e-11 67.8209 1.0703e+11 9.27181e+08 4.51124e+09 4.5835e+09 1321.98 219877 2.40752e+08 0.171227 0 0 0 0 0.000117378 0 9.23165e-14 0 0.0017323 0 11.25 29.3857
170 67.8209 1.26626e-11 0 0 1.26626e-11 71.0172 1.10569e+11 9.27181e+08 4.51124e+09 4.81642e+09 1203.36 217250 2.40292e+08 0.18408 0 0 0 0 3.06892e-05 0 2.2013e-14 0 0.00173843 0 11.25 30.7706
171 71.0172 2.81689e-12 0 0 2.81689e-12 74.3642 1.14158e+11 9.27181e+08 4.51124e+09 5.05989e+09 1095.53 214674 2.39866e+08 0.197903 0 0 0 0 7.51164e-06 0 4.91392e-15 0 0.00174445 0 11.25 32.2208
172 74.3642 5.84862e-13 0 0 5.84862e-13 77.8689 1.17796e+11 9.27181e+08 4.51124e+09 5.31442e+09 997.546 212154 2.39484e+08 0.212772 0 0 0 0 1.71588e-06 0 1.02372e-15 0 0.00175035 0 11.25 33.7393
173 77.8689 1.12969e-13 0 0 1.12969e-13 81.5387 1.21483e+11 9.27181e+08 4.51124e+09 5.58059e+09 908.523 209694 2.39155e+08 0.228768 0 0 0 0 3.64609e-07 0 1.98391e-16 0 0.00175615 0 11.25 35.3294
174 81.5387 2.02308e-14 0 0 2.02308e-14 85.3815 1.25217e+11 9.27181e+08 4.51124e+09 5.85899e+09 827.664 207300 2.3889e+08 0.245979 0 0 0 0 7.18261e-08 0 3.56431e-17 0 0.00176182 0 11.25 36.9944
175 85.3815 3.34705e-15 0 0 3.34705e-15 89.4054 1.28996e+11 9.27181e+08 4.51124e+09 6.15027e+09 754.234 204975 2.38698e+08 0.264502 0 0 0 0 1.30708e-08 0 5.91555e-18 0 0.00176739 0 11.25 38.7379
176 89.4054 5.09666e-16 0 0 5.09666e-16 93.6189 1.3282e+11 9.27181e+08 4.51124e+09 6.45515e+09 687.562 202723 2.38592e+08 0.28444 0 0 0 0 2.18909e-09 0 9.03561e-19 0 0.00177285 0 11.25 40.5636
177 93.6189 7.11518e-17 0 0 7.11518e-17 98.0311 1.36687e+11 9.27181e+08 4.51124e+09 6.77439e+09 627.034 200550 2.3858e+08 0.305905 0 0 0 0 3.36104e-10 0 1.26522e-19 0 0.0017782 0 11.25 42.4753
178 98.0311 9.06954e-18 0 0 9.06954e-18 102.651 1.40596e+11 9.27181e+08 4.51124e+09 7.1088e+09 572.089 198459 2.38675e+08 0.329908 0 0 0 0 4.71141e-11 0 1.6175e-20 0 0.00178344 0 11.25 44.4771
179 102.651 1.05104e-18 0 0 1.05104e-18 107.489 1.44546e+11 9.27181e+08 4.51124e+09 7.45928e+09 522.214 196454 2.38887e+08 0.359221 0 0 0 0 6.00393e-12 0 1.87987e-21 0 0.00178858 0 11.25 46.5732
180 107.489 1.10241e-19 0 0 1.10241e-19 112.555 1.48535e+11 9.27181e+08 4.51124e+09 7.8268e+09 476.943 194539 2.39227e+08 0.391013 0 0 0 0 6.92432e-13 0 1.97729e-22 0 0.00179361 0 11.25 48.7681
181 112.555 1.04162e-20 0 0 1.04162e-20 117.859 1.52563e+11 9.27181e+08 4.51124e+09 8.21241e+09 435.85 192717 2.39707e+08 0.42547 0 0 0 0 7.19342e-14 0 1.87339e-23 0 0.00179853 0 11.25 51.0665
182 117.859 8.82236e-22 0 0 8.82236e-22 123.414 1.56627e+11 9.27181e+08 4.51124e+09 8.61726e+09 398.547 190992 2.40338e+08 0.462789 0 0 0 0 6.69841e-15 0 1.59098e-24 0 0.00180335 0 11.25 53.4732
183 123.414 6.66386e-23 0 0 6.66386e-23 129.23 1.60728e+11 9.27181e+08 4.51124e+09 9.0426e+09 364.682 189368 2.41134e+08 0.503178 0 0 0 0 5.56221e-16 0 1.20487e-25 0 0.00180807 0 11.25 55.9933
184 129.23 4.46468e-24 0 0 4.46468e-24 135.321 1.64863e+11 9.27181e+08 4.51124e+09 9.48977e+09 333.934 187846 2.42105e+08 0.546857 0 0 0 0 4.09656e-17 0 8.09306e-27 0 0.00181269 0 11.25 58.6322
185 135.321 2.63829e-25 0 0 2.63829e-25 141.698 1.69031e+11 9.27181e+08 4.51124e+09 9.96026e+09 306.011 186432 2.43265e+08 0.594058 0 0 0 0 2.66091e-18 0 4.79429e-28 0 0.0018172 0 11.25 61.3954
186 141.698 1.36694e-26 0 0 1.36694e-26 148.376 1.73232e+11 9.27181e+08 4.51124e+09 1.04557e+10 280.648 185127 2.44627e+08 0.645019 0 0 0 0 1.51535e-19 0 2.49004e-29 0 0.00182161 0 11.25 64.2889
187 148.376 6.1714e-28 0 0 6.1714e-28 155.369 1.77464e+11 9.27181e+08 4.51124e+09 1.04557e+10 0 0 0 0 0 0 0 0 7.51921e-21 0 1.12685e-30 0 0.00182592 0 11.25 67.3188
188 155.369 2.41214e-29 0 0 2.41214e-29 162.691 1.77586e+11 9.27181e+08 4.51124e+09 1.04557e+10 0 0 0 0 0 0 0 0 3.22991e-22 0 4.41453e-32 0 0.00183013 0 11.25 70.4914
189 162.691 8.10691e-31 0 0 8.10691e-31 170.358 1.77586e+11 9.27181e+08 4.51124e+09 1.04557e+10 0 0 0 0 0 0 0 0 1.19294e-23 0 1.487e-33 0 0.00183424 0 11.25 73.8135
190 170.358 2.32622e-32 0 0 2.32622e-32 178.387 1.77586e+11 9.27181e+08 4.51124e+09 1.04557e+10 0 0 0 0 0 0 0 0 3.76148e-25 0 4.27614e-35 0 0.00183824 0 11.25 77.2923
191 178.387 5.65654e-34 0 0 5.65654e-34 186.794 1.77586e+11 9.27181e+08 4.51124e+09 1.04557e+10 0 0 0 0 0 0 0 0 1.00503e-26 0 1.04201e-36 0 0.00184214 0 11.25 80.9349
192 186.794 1.15656e-35 0 0 1.15656e-35 195.598 1.77586e+11 9.27181e+08 4.51124e+09 1.04557e+10 0 0 0 0 0 0 0 0 2.25783e-28 0 2.13493e-38 0 0.00184593 0 11.25 84.7493
193 195.598 1.9722e-37 0 0 1.9722e-37 204.816 1.77586e+11 9.27181e+08 4.51124e+09 1.04557e+10 0 0 0 0 0 0 0 0 4.23001e-30 0 3.64783e-40 0 0.00184962 0 11.25 88.7434
194 204.816 2.7809e-39 0 0 2.7809e-39 214.469 1.77586e+11 9.27181e+08 4.51124e+09 1.04557e+10 0 0 0 0 0 0 0 0 6.55262e-32 0 5.15357e-42 0 0.0018532 0 11.25 92.9258
195 214.469 3.21349e-41 0 0 3.21349e-41 224.576 1.77586e+11 9.27181e+08 4.51124e+09 1.04557e+10 0 0 0 0 0 0 0 0 8.31801e-34 0 5.96641e-44 0 0.00185668 0 11.25 97.3052
196 224.576 3.01474e-43 0 0 3.01474e-43 235.16 1.77586e+11 9.27181e+08 4.51124e+09 1.04557e+10 0 0 0 0 0 0 0 0 8.57193e-36 0 5.60754e-46 0 0.00186004 0 11.25 101.891
197 235.16 2.27372e-45 0 0 2.27372e-45 246.243 1.77586e+11 9.27181e+08 4.51124e+09 1.04557e+10 0 0 0 0 0 0 0 0 7.10107e-38 0 4.2366e-48 0 0.00186329 0 11.25 106.693
198 246.243 1.36449e-47 0 0 1.36449e-47 257.848 1.77586e+11 9.27181e+08 4.51124e+09 1.04557e+10 0 0 0 0 0 0 0 0 4.68043e-40 0 2.54671e-50 0 0.00186642 0 11.25 111.721
199 257.848 6.44563e-50 0 0 6.44563e-50 270 1.77586e+11 9.27181e+08 4.51124e+09 1.04557e+10 0 0 0 0 0 0 0 0 2.42819e-42 0 1.20497e-52 0 0.00186944 0 11.25 116.987
0 0.027 89.4627 332.38 81.3074 8.15532 0.0282725 290802 73441.6 0 2514.06 2.61688e+07 29891.8 7.90429e+06 5.30582e-06 3.61491e+14 8.71678e+13 0 0 111.089 137.349 0.502764 0.621611 0.00561982 0.00187018 11.5 0.00944293
1 0.0282725 89.4194 332.824 81.264 8.15543 0.0296049 318824 154076 0 2868.89 2.5305e+07 30749.1 1.06539e+06 5.54114e-06 3.61239e+14 8.71258e+13 0 0 121.743 150.44 0.502503 0.620949 0.00561962 0.0018657 11.5 0.00988796
2 0.0296049 89.3741 331.939 81.2185 8.15554 0.0310001 349544 242255 0 3262.82 2.44683e+07 31629.9 1.12955e+06 5.4832e-06 3.60975e+14 8.70818e+13 0 0 133.416 164.77 0.50223 0.620257 0.00561942 0.00186859 11.5 0.010354
3 0.0310001 89.3266 331.02 81.171 8.15566 0.0324611 383222 338674 0 3700.13 2.36579e+07 32534.6 1.19751e+06 5.66686e-06 3.60699e+14 8.70357e+13 0 0 146.205 180.456 0.501945 0.619535 0.0056192 0.00187159 11.5 0.0108419
4 0.0324611 89.277 330.067 81.1212 8.15578 0.033991 420142 444090 0 4185.57 2.28729e+07 33463.9 1.26948e+06 5.85702e-06 3.60411e+14 8.69875e+13 0 0 160.215 197.626 0.501646 0.618781 0.00561898 0.00187471 11.5 0.0113529
5 0.033991 89.225 329.079 81.0691 8.15591 0.0355929 460617 559331 0 4724.41 2.21127e+07 34418.4 1.34569e+06 6.05392e-06 3.60109e+14 8.69371e+13 0 0 175.563 216.416 0.501333 0.617993 0.00561875 0.00187795 11.5 0.0118879
6 0.0355929 89.1707 328.054 81.0146 8.15605 0.0372704 504988 685297 0 5322.48 2.13765e+07 35398.6 1.42639e+06 6.25781e-06 3.59793e+14 8.68844e+13 0 0 192.375 236.981 0.501005 0.617174 0.0056185 0.00188132 11.5 0.0124482
7 0.0372704 89.1138 326.993 80.9576 8.15619 0.0390269 553630 822968 0 5986.25 2.06635e+07 36405.3 1.51184e+06 6.15703e-06 3.59462e+14 8.68291e+13 0 0 210.791 259.486 0.500663 0.616322 0.00561824 0.00188482 11.5 0.0130349
8 0.0390269 89.0542 325.893 80.8979 8.15634 0.0408662 606952 973415 0 6722.9 1.9973e+07 37438.9 1.60231e+06 6.2974e-06 3.59116e+14 8.67713e+13 0 0 230.962 284.111 0.500304 0.615433 0.00561797 0.00188845 11.5 0.0136492
9 0.0408662 88.9919 324.753 80.8354 8.15649 0.0427921 665406 1.1378e+06 0 7540.36 1.93043e+07 38500.3 1.69807e+06 6.44154e-06 3.58754e+14 8.67109e+13 0 0 253.055 311.052 0.499929 0.614505 0.00561769 0.00189222 11.5 0.0142924
10 0.0427921 88.9267 323.574 80.7701 8.15665 0.0448088 729485 1.31739e+06 0 8447.45 1.86567e+07 39590 1.79944e+06 6.58951e-06 3.58376e+14 8.66476e+13 0 0 277.252 340.525 0.499537 0.613539 0.0056174 0.00189613 11.5 0.014966
11 0.0448088 88.8585 322.353 80.7017 8.15682 0.0469206 799727 1.51356e+06 0 9453.93 1.80297e+07 40708.7 1.90674e+06 6.42318e-06 3.5798e+14 8.65814e+13 0 0 303.75 372.766 0.499126 0.612533 0.00561709 0.00190019 11.5 0.0156714
12 0.0469206 88.7871 321.09 80.6302 8.157 0.0491319 876727 1.72782e+06 0 10570.6 1.74225e+07 41857.1 2.02029e+06 6.50073e-06 3.57565e+14 8.65121e+13 0 0 332.769 408.029 0.498697 0.611483 0.00561677 0.0019044 11.5 0.0164099
13 0.0491319 88.7125 319.783 80.5553 8.15718 0.0514474 961132 1.96179e+06 0 11809.4 1.68346e+07 43035.9 2.14045e+06 6.57991e-06 3.57132e+14 8.64396e+13 0 0 364.545 446.596 0.498247 0.610391 0.00561643 0.00190876 11.5 0.0171833
14 0.0514474 88.6343 318.432 80.477 8.15738 0.0538721 1.05365e+06 2.21725e+06 0 13183.7 1.62654e+07 44245.7 2.2676e+06 6.6608e-06 3.56679e+14 8.63638e+13 0 0 399.339 488.77 0.497777 0.609253 0.00561607 0.00191329 11.5 0.0179931
15 0.0538721 88.5526 317.036 80.395 8.15758 0.056411 1.15507e+06 2.49613e+06 0 14708.2 1.57142e+07 45487.3 2.40213e+06 6.73867e-06 3.56205e+14 8.62845e+13 0 0 437.433 534.882 0.497285 0.608067 0.0056157 0.00191797 11.5 0.0188411
16 0.056411 88.4671 315.593 80.3093 8.15779 0.0590696 1.26624e+06 2.80052e+06 0 16399 1.51806e+07 46761.5 2.54444e+06 6.82143e-06 3.5571e+14 8.62015e+13 0 0 479.14 585.294 0.49677 0.606831 0.00561531 0.00192283 11.5 0.0197291
17 0.0590696 88.3776 314.103 80.2196 8.15801 0.0618534 1.38809e+06 3.1327e+06 0 18274.3 1.4664e+07 48068.9 2.69498e+06 6.90599e-06 3.55191e+14 8.61147e+13 0 0 524.797 640.403 0.496232 0.605546 0.00561491 0.00192786 11.5 0.0206589
18 0.0618534 88.2841 312.566 80.1258 8.15824 0.0647685 1.52165e+06 3.49515e+06 0 20354 1.41639e+07 49410.2 2.85421e+06 6.99249e-06 3.54649e+14 8.60238e+13 0 0 574.776 700.644 0.495669 0.604214 0.00561448 0.00193307 11.5 0.0216325
19 0.0647685 88.1862 310.981 80.0277 8.15848 0.0678209 1.66805e+06 3.89056e+06 0 22660.2 1.36797e+07 50786.3 3.0226e+06 7.08022e-06 3.54083e+14 8.59288e+13 0 0 629.481 766.481 0.49508 0.60283 0.00561403 0.00193848 11.5 0.022652
20 0.0678209 88.0838 309.345 79.9251 8.15874 0.0710172 1.82851e+06 4.32183e+06 0 25217.3 1.3211e+07 52197.9 3.20067e+06 7.16897e-06 3.5349e+14 8.58295e+13 0 0 689.353 838.422 0.494465 0.60139 0.00561357 0.00194407 11.5 0.0237196
21 0.0710172 87.9768 307.659 79.8178 8.159 0.0743642 2.00437e+06 4.79213e+06 0 28052.5 1.27574e+07 53645.8 3.38894e+06 7.25973e-06 3.52871e+14 8.57256e+13 0 0 754.876 917.023 0.493821 0.599893 0.00561308 0.00194986 11.5 0.0248374
22 0.0743642 87.8648 305.923 79.7055 8.15928 0.0778689 2.19713e+06 5.30489e+06 0 31195.6 1.23182e+07 55130.7 3.58799e+06 7.35262e-06 3.52223e+14 8.56169e+13 0 0 826.577 1002.9 0.493147 0.598345 0.00561257 0.00195587 11.5 0.026008
23 0.0778689 87.7477 304.134 79.5881 8.15956 0.0815387 2.40839e+06 5.86384e+06 0 34679.9 1.18932e+07 56653.5 3.7984e+06 7.45304e-06 3.51547e+14 8.55032e+13 0 0 905.029 1096.7 0.492443 0.596734 0.00561203 0.00196208 11.5 0.0272337
24 0.0815387 87.6253 302.292 79.4654 8.15987 0.0853815 2.63993e+06 6.47301e+06 0 38542 1.14818e+07 58214.9 4.02079e+06 7.58447e-06 3.50839e+14 8.53844e+13 0 0 990.861 1199.14 0.491707 0.595061 0.00561147 0.0019685 11.5 0.0285172
25 0.0853815 87.4972 300.397 79.337 8.16018 0.0894054 2.89369e+06 7.13675e+06 0 42822.5 1.10836e+07 59815.7 4.25582e+06 7.71919e-06 3.501e+14 8.52601e+13 0 0 1084.76 1310.99 0.490937 0.593324 0.00561088 0.00197513 11.5 0.0298612
26 0.0894054 87.3634 298.447 79.2028 8.16051 0.0936189 3.17179e+06 7.85981e+06 0 47566.3 1.06982e+07 61456.8 4.50417e+06 7.85734e-06 3.49328e+14 8.51302e+13 0 0 1187.46 1433.09 0.490132 0.591516 0.00561027 0.00198198 11.5 0.0312685
27 0.0936189 87.2234 296.441 79.0625 8.16085 0.0980311 3.47656e+06 8.6473e+06 0 52823 1.03253e+07 63138.9 4.76657e+06 8.10544e-06 3.4852e+14 8.49943e+13 0 0 1299.79 1566.36 0.489291 0.589636 0.00560963 0.00198905 11.5 0.0327421
28 0.0980311 87.0771 294.38 78.9159 8.16121 0.102651 3.81055e+06 9.50476e+06 0 58647.7 9.96443e+06 64863 5.04377e+06 8.38543e-06 3.47677e+14 8.48523e+13 0 0 1422.63 1711.79 0.488411 0.587684 0.00560895 0.00199634 11.5 0.0342852
29 0.102651 86.9241 292.264 78.7626 8.16159 0.107489 4.17656e+06 1.04382e+07 0 65100.9 9.61522e+06 66629.7 5.33657e+06 8.67598e-06 3.46796e+14 8.47038e+13 0 0 1556.95 1870.49 0.487492 0.585666 0.00560825 0.00200389 11.5 0.035901
30 0.107489 86.7643 290.093 78.6023 8.16198 0.112555 4.57764e+06 1.14541e+07 0 72249.7 9.27731e+06 68440 5.6458e+06 8.97753e-06 3.45876e+14 8.45486e+13 0 0 1703.8 2043.64 0.486532 0.583575 0.00560751 0.00201169 11.5 0.037593
31 0.112555 86.5972 287.865 78.4348 8.16239 0.117859 5.01713e+06 1.25594e+07 0 80168.5 8.95037e+06 70294.7 5.97234e+06 9.29053e-06 3.44915e+14 8.43865e+13 0 0 1864.32 2232.49 0.485528 0.581409 0.00560674 0.00201973 11.5 0.0393647
32 0.117859 86.4226 285.581 78.2598 8.16281 0.123414 5.49872e+06 1.37618e+07 0 88939.1 8.63404e+06 72194.6 6.3171e+06 9.54964e-06 3.43911e+14 8.4217e+13 0 0 2039.77 2438.44 0.484479 0.57917 0.00560593 0.00202804 11.5 0.0412199
33 0.123414 86.2401 283.242 78.0768 8.16326 0.12923 6.0264e+06 1.50693e+07 0 98652.2 8.32801e+06 74140.6 6.68105e+06 9.9906e-06 3.42863e+14 8.40398e+13 0 0 2231.51 2663.04 0.483383 0.576861 0.00560508 0.00203664 11.5 0.0431625
34 0.12923 86.0495 280.846 77.8857 8.16372 0.135321 6.60458e+06 1.64909e+07 0 109408 8.03194e+06 76133.5 7.06519e+06 1.04528e-05 3.41769e+14 8.38548e+13 0 0 2441 2907.87 0.482238 0.574472 0.0056042 0.00204551 11.5 0.0451967
35 0.135321 85.8503 278.394 77.6861 8.16421 0.141698 7.23806e+06 1.80361e+07 0 121317 7.74554e+06 78174.1 7.47059e+06 1.09373e-05 3.40626e+14 8.36614e+13 0 0 2669.87 3174.72 0.481042 0.572003 0.00560327 0.00205466 11.5 0.0473267
36 0.141698 85.6422 275.883 77.4781 8.16407 0.148376 7.93212e+06 1.9715e+07 0 134501 7.46849e+06 80263.4 7.89835e+06 1.14928e-05 3.39643e+14 8.34585e+13 0 0 2920.14 3465.45 0.479841 0.569447 0.00560285 0.00206409 11.5 0.0495572
37 0.148376 85.4248 273.315 77.262 8.16283 0.155369 8.6925e+06 2.15388e+07 0 149095 7.20052e+06 82402 8.34963e+06 1.21659e-05 3.38968e+14 8.32451e+13 0 0 3194.03 3782.16 0.478665 0.566805 0.00560335 0.00207382 11.5 0.0518927
38 0.155369 85.1978 270.689 77.0363 8.16153 0.162691 9.52554e+06 2.35193e+07 0 165248 6.94133e+06 84590.9 8.82564e+06 1.28792e-05 3.38263e+14 8.30221e+13 0 0 3493.2 4127.01 0.477438 0.564064 0.00560387 0.00208381 11.5 0.0543384
39 0.162691 84.9608 268.005 76.8006 8.16016 0.170358 1.04381e+07 2.56693e+07 0 183125 6.69066e+06 86831 9.32765e+06 1.3635e-05 3.37528e+14 8.27894e+13 0 0 3819.93 4502.42 0.476156 0.561228 0.00560442 0.0020941 11.5 0.0568993
40 0.170358 84.7133 265.267 76.5546 8.1587 0.178387 1.14378e+07 2.80027e+07 0 202906 6.44824e+06 89122.9 9.85699e+06 1.44361e-05 3.36766e+14 8.25463e+13 0 0 4176.71 4911.15 0.474819 0.558312 0.00560501 0.00210472 11.5 0.0595808
41 0.178387 84.4549 262.475 76.2977 8.15718 0.186794 1.25328e+07 3.05343e+07 0 224792 6.21381e+06 91467.6 1.0415e+07 1.55652e-05 3.3597e+14 8.22925e+13 0 0 4566.21 5356.03 0.473423 0.555311 0.00560563 0.00211567 11.5 0.0623888
42 0.186794 84.1851 259.625 76.0295 8.15558 0.195598 1.37323e+07 3.328e+07 0 249004 5.98712e+06 93865.8 1.10033e+07 1.65708e-05 3.35138e+14 8.20276e+13 0 0 4991.34 5839.92 0.471966 0.552205 0.00560628 0.00212693 11.5 0.0653291
43 0.195598 83.9036 256.719 75.7497 8.1539 0.204816 1.5046e+07 3.62569e+07 0 275786 5.76793e+06 96318.3 1.16231e+07 1.76422e-05 3.34269e+14 8.17511e+13 0 0 5455.25 6366.07 0.470444 0.54899 0.00560696 0.00213849 11.5 0.0684079
