#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MassBin
165 53.8721 3.68287e-15 0 0 3.68287e-15 56.411 2.49748e+10 0 2.53681e+08 3.01559e+07 35.1228 12500.3 737886 4.61759 0 0 0 0 0 0 0 10.5
166 56.411 7.44669e-16 0 0 7.44669e-16 59.0696 2.56472e+10 0 2.53681e+08 3.39991e+07 34.5047 12353.3 679456 5.65629 0 0 0 0 0 0 0 10.5
167 59.0696 1.39911e-16 0 0 1.39911e-16 61.8534 2.63257e+10 0 2.53681e+08 3.83347e+07 33.9023 12209.1 626782 6.91716 0 0 0 0 0 0 0 10.5
168 61.8534 2.4342e-17 0 0 2.4342e-17 64.7685 2.70101e+10 0 2.53681e+08 4.32264e+07 33.3155 12067.8 579283 8.44445 0 0 0 0 0 0 0 10.5
169 64.7685 3.90764e-18 0 0 3.90764e-18 67.8209 2.77002e+10 0 2.53681e+08 4.87466e+07 32.7442 11929.4 536456 10.29 0 0 0 0 0 0 0 10.5
170 67.8209 5.76617e-19 0 0 5.76617e-19 71.0172 2.83958e+10 0 2.53681e+08 5.49769e+07 32.188 11793.9 497827 12.515 0 0 0 0 0 0 0 10.5
171 71.0172 7.79045e-20 0 0 7.79045e-20 74.3642 2.90967e+10 0 2.53681e+08 6.201e+07 31.6469 11661.4 462997 15.1904 0 0 0 0 0 0 0 10.5
172 74.3642 9.59718e-21 0 0 9.59718e-21 77.8689 2.98028e+10 0 2.53681e+08 6.99508e+07 31.1206 11531.7 431578 18.3994 0 0 0 0 0 0 0 10.5
173 77.8689 1.07338e-21 0 0 1.07338e-21 81.5387 3.05138e+10 0 2.53681e+08 7.8918e+07 30.6088 11405 403246 22.2378 0 0 0 0 0 0 0 10.5
174 81.5387 1.08498e-22 0 0 1.08498e-22 85.3815 3.12295e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
175 85.3815 9.86476e-24 0 0 9.86476e-24 89.4054 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
176 89.4054 8.02777e-25 0 0 8.02777e-25 93.6189 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
177 93.6189 5.81683e-26 0 0 5.81683e-26 98.0311 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
178 98.0311 3.73247e-27 0 0 3.73247e-27 102.651 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
179 102.651 2.10887e-28 0 0 2.10887e-28 107.489 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
180 107.489 1.04292e-29 0 0 1.04292e-29 112.555 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
181 112.555 4.48634e-31 0 0 4.48634e-31 117.859 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
182 117.859 1.66774e-32 0 0 1.66774e-32 123.414 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
183 123.414 5.32094e-34 0 0 5.32094e-34 129.23 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
184 129.23 1.44663e-35 0 0 1.44663e-35 135.321 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
185 135.321 3.32645e-37 0 0 3.32645e-37 141.698 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
186 141.698 6.4187e-39 0 0 6.4187e-39 148.376 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
187 148.376 1.03083e-40 0 0 1.03083e-40 155.369 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
188 155.369 1.36604e-42 0 0 1.36604e-42 162.691 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
189 162.691 1.48038e-44 0 0 1.48038e-44 170.358 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
190 170.358 1.29963e-46 0 0 1.29963e-46 178.387 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
191 178.387 9.15212e-49 0 0 9.15212e-49 186.794 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
192 186.794 5.1168e-51 0 0 5.1168e-51 195.598 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
193 195.598 2.24678e-53 0 0 2.24678e-53 204.816 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
194 204.816 7.66117e-56 0 0 7.66117e-56 214.469 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
195 214.469 2.00478e-58 0 0 2.00478e-58 224.576 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
196 224.576 3.97641e-61 0 0 3.97641e-61 235.16 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
197 235.16 5.90118e-64 0 0 5.90118e-64 246.243 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
198 246.243 6.46419e-67 0 0 6.46419e-67 257.848 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
199 257.848 5.15279e-70 0 0 5.15279e-70 270 3.15513e+10 0 2.53681e+08 7.8918e+07 0 0 0 0 0 0 0 0 0 0 0 10.5
0 0.027 249.843 0 0 249.843 0.0282725 198885 0 55204.4 0.0126187 133.299 34125.6 0.00320481 3.93743 0 0 0 0 0 0 0 10.75
1 0.0282725 248.945 0 0 248.945 0.0296049 218025 0 115517 0.0144877 133.285 34123.3 0.000474704 3.93708 0 0 0 0 0 0 0 10.75
2 0.0296049 248.01 0 0 248.01 0.0310001 239005 0 181401 0.0166333 133.271 34120.8 0.000545024 3.93672 0 0 0 0 0 0 0 10.75
3 0.0310001 247.036 0 0 247.036 0.0324611 262001 0 253357 0.0190965 133.256 34118.3 0.000625763 3.93634 0 0 0 0 0 0 0 10.75
4 0.0324611 246.023 0 0 246.023 0.033991 287206 0 331931 0.0219243 133.24 34115.6 0.000718459 3.93594 0 0 0 0 0 0 0 10.75
5 0.033991 244.969 0 0 244.969 0.0355929 314833 0 417718 0.0251707 133.224 34112.8 0.000824885 3.93553 0 0 0 0 0 0 0 10.75
6 0.0355929 243.872 0 0 243.872 0.0372704 345112 0 511359 0.0288975 133.206 34109.8 0.000947077 3.93509 0 0 0 0 0 0 0 10.75
7 0.0372704 242.732 0 0 242.732 0.0390269 378299 0 613555 0.0331759 133.188 34106.7 0.00108737 3.93463 0 0 0 0 0 0 0 10.75
8 0.0390269 241.546 0 0 241.546 0.0408662 414671 0 725064 0.0380875 133.169 34103.5 0.00124844 3.93416 0 0 0 0 0 0 0 10.75
9 0.0408662 240.314 0 0 240.314 0.0427921 454535 0 846706 0.0437259 133.15 34100.1 0.00143337 3.93365 0 0 0 0 0 0 0 10.75
10 0.0427921 239.035 0 0 239.035 0.0448088 498222 0 979375 0.0501986 133.129 34096.6 0.0016457 3.93313 0 0 0 0 0 0 0 10.75
11 0.0448088 237.705 0 0 237.705 0.0469206 546101 0 1.12403e+06 0.0576291 133.107 34092.9 0.00188947 3.93258 0 0 0 0 0 0 0 10.75
12 0.0469206 236.325 0 0 236.325 0.0491319 598571 0 1.28173e+06 0.066159 133.084 34089 0.00216934 3.93201 0 0 0 0 0 0 0 10.75
13 0.0491319 234.893 0 0 234.893 0.0514474 656071 0 1.45359e+06 0.0759508 133.061 34085 0.00249067 3.93142 0 0 0 0 0 0 0 10.75
14 0.0514474 233.408 0 0 233.408 0.0538721 719082 0 1.64084e+06 0.0871913 133.036 34080.7 0.0028596 3.93078 0 0 0 0 0 0 0 10.75
15 0.0538721 231.868 0 0 231.868 0.056411 788130 0 1.8448e+06 0.100095 133.01 34076.3 0.00328317 3.93012 0 0 0 0 0 0 0 10.75
16 0.056411 230.271 0 0 230.271 0.0590696 863791 0 2.0669e+06 0.114906 132.983 34071.6 0.00376946 3.92944 0 0 0 0 0 0 0 10.75
17 0.0590696 228.617 0 0 228.617 0.0618534 946697 0 2.30868e+06 0.131909 132.954 34066.7 0.00432779 3.92872 0 0 0 0 0 0 0 10.75
18 0.0618534 226.904 0 0 226.904 0.0647685 1.03754e+06 0 2.57179e+06 0.151426 132.924 34061.6 0.00496881 3.92796 0 0 0 0 0 0 0 10.75
19 0.0647685 225.131 0 0 225.131 0.0678209 1.13707e+06 0 2.85804e+06 0.17383 132.893 34056.3 0.00570475 3.92718 0 0 0 0 0 0 0 10.75
20 0.0678209 223.297 0 0 223.297 0.0710172 1.24612e+06 0 3.16935e+06 0.199546 132.86 34050.7 0.00654971 3.92635 0 0 0 0 0 0 0 10.75
21 0.0710172 221.4 0 0 221.4 0.0743642 1.3656e+06 0 3.50779e+06 0.229065 132.826 34044.9 0.00751977 3.9255 0 0 0 0 0 0 0 10.75
22 0.0743642 219.44 0 0 219.44 0.0778689 1.49649e+06 0 3.8756e+06 0.262948 132.79 34038.8 0.00863351 3.92459 0 0 0 0 0 0 0 10.75
23 0.0778689 217.415 0 0 217.415 0.0815387 1.63989e+06 0 4.27517e+06 0.30184 132.753 34032.4 0.00991222 3.92363 0 0 0 0 0 0 0 10.75
24 0.0815387 215.325 0 0 215.325 0.0853815 1.79697e+06 0 4.70908e+06 0.346481 132.714 34025.7 0.0113803 3.92264 0 0 0 0 0 0 0 10.75
25 0.0853815 213.169 0 0 213.169 0.0894054 1.96905e+06 0 5.18009e+06 0.397719 132.673 34018.7 0.0130657 3.92161 0 0 0 0 0 0 0 10.75
26 0.0894054 210.945 0 0 210.945 0.0936189 2.15753e+06 0 5.69116e+06 0.45653 132.63 34011.3 0.0150007 3.92052 0 0 0 0 0 0 0 10.75
27 0.0936189 208.654 0 0 208.654 0.0980311 2.36399e+06 0 6.24544e+06 0.524031 132.585 34003.7 0.0172223 3.9194 0 0 0 0 0 0 0 10.75
28 0.0980311 206.295 0 0 206.295 0.102651 2.59011e+06 0 6.84634e+06 0.601505 132.538 33995.6 0.0197728 3.91821 0 0 0 0 0 0 0 10.75
29 0.102651 203.867 0 0 203.867 0.107489 2.83777e+06 0 7.49745e+06 0.690424 132.489 33987.2 0.022701 3.91697 0 0 0 0 0 0 0 10.75
30 0.107489 201.371 0 0 201.371 0.112555 3.10898e+06 0 8.20263e+06 0.792477 132.437 33978.4 0.0260629 3.91565 0 0 0 0 0 0 0 10.75
31 0.112555 198.806 0 0 198.806 0.117859 3.40599e+06 0 8.966e+06 0.909602 132.384 33969.2 0.0299223 3.91431 0 0 0 0 0 0 0 10.75
32 0.117859 196.172 0 0 196.172 0.123414 3.73123e+06 0 9.79193e+06 1.04402 132.327 33959.6 0.0343533 3.91289 0 0 0 0 0 0 0 10.75
33 0.123414 193.469 0 0 193.469 0.12923 4.08735e+06 0 1.06851e+07 1.19829 132.269 33949.6 0.0394402 3.91141 0 0 0 0 0 0 0 10.75
34 0.12923 190.698 0 0 190.698 0.135321 4.47726e+06 0 1.16503e+07 1.37533 132.207 33939 0.0452806 3.90983 0 0 0 0 0 0 0 10.75
35 0.135321 187.86 0 0 187.86 0.141698 4.90414e+06 0 1.2693e+07 1.5785 132.143 33928 0.0519853 3.90822 0 0 0 0 0 0 0 10.75
36 0.141698 184.955 0 0 184.955 0.148376 5.37146e+06 0 1.38186e+07 1.81165 132.076 33916.5 0.0596827 3.90651 0 0 0 0 0 0 0 10.75
37 0.148376 181.984 0 0 181.984 0.155369 5.88302e+06 0 1.50329e+07 2.0792 132.005 33904.5 0.0685196 3.90474 0 0 0 0 0 0 0 10.75
38 0.155369 178.949 0 0 178.949 0.162691 6.44297e+06 0 1.63422e+07 2.38622 131.932 33891.9 0.0786647 3.90287 0 0 0 0 0 0 0 10.75
39 0.162691 175.851 0 0 175.851 0.170358 7.05582e+06 0 1.7753e+07 2.73852 131.855 33878.7 0.0903116 3.90092 0 0 0 0 0 0 0 10.75
40 0.170358 172.692 0 0 172.692 0.178387 7.72652e+06 0 1.9272e+07 3.14276 131.774 33864.9 0.103682 3.89889 0 0 0 0 0 0 0 10.75
41 0.178387 169.473 0 0 169.473 0.186794 8.46047e+06 0 2.09066e+07 3.6066 131.69 33850.5 0.119032 3.89676 0 0 0 0 0 0 0 10.75
42 0.186794 166.197 0 0 166.197 0.195598 9.26356e+06 0 2.26643e+07 4.13881 131.602 33835.4 0.136654 3.89453 0 0 0 0 0 0 0 10.75
43 0.195598 162.866 0 0 162.866 0.204816 1.01422e+07 0 2.45529e+07 4.74943 131.51 33819.7 0.156884 3.89222 0 0 0 0 0 0 0 10.75
44 0.204816 159.483 0 0 159.483 0.214469 1.11035e+07 0 2.65806e+07 5.45001 131.414 33803.2 0.180108 3.88979 0 0 0 0 0 0 0 10.75
45 0.214469 156.051 0 0 156.051 0.224576 1.21549e+07 0 2.87562e+07 6.25377 131.314 33786 0.206768 3.88724 0 0 0 0 0 0 0 10.75
46 0.224576 152.572 0 0 152.572 0.23516 1.3305e+07 0 3.10885e+07 7.17587 131.209 33768 0.237374 3.88459 0 0 0 0 0 0 0 10.75
47 0.23516 149.051 0 0 149.051 0.246243 1.45627e+07 0 3.35868e+07 8.2337 131.099 33749.1 0.27251 3.8818 0 0 0 0 0 0 0 10.75
48 0.246243 145.49 0 0 145.49 0.257848 1.5938e+07 0 3.62606e+07 9.44719 130.985 33729.5 0.312842 3.87891 0 0 0 0 0 0 0 10.75
49 0.257848 141.894 0 0 141.894 0.27 1.74418e+07 0 3.912e+07 10.8392 130.865 33708.9 0.359145 3.87587 0 0 0 0 0 0 0 10.75
50 0.27 138.266 0 0 138.266 0.282725 1.90857e+07 0 4.21751e+07 12.4359 130.74 33687.4 0.412295 3.87271 0 0 0 0 0 0 0 10.75
51 0.282725 134.611 0 0 134.611 0.296049 2.08826e+07 0 4.54363e+07 14.2673 130.609 33665 0.47331 3.8694 0 0 0 0 0 0 0 10.75
52 0.296049 130.933 0 0 130.933 0.310001 2.28465e+07 0 4.89145e+07 16.3679 130.473 33641.5 0.543348 3.86595 0 0 0 0 0 0 0 10.75
53 0.310001 127.236 0 0 127.236 0.324611 2.49925e+07 0 5.26206e+07 18.777 130.33 33617 0.623749 3.86234 0 0 0 0 0 0 0 10.75
54 0.324611 123.526 0 0 123.526 0.33991 2.73373e+07 0 5.65658e+07 21.5399 130.181 33591.5 0.716041 3.85857 0 0 0 0 0 0 0 10.75
55 0.33991 119.807 0 0 119.807 0.355929 2.98987e+07 0 6.07613e+07 24.7083 130.026 33564.7 0.821983 3.85463 0 0 0 0 0 0 0 10.75
56 0.355929 116.084 0 0 116.084 0.372704 3.26964e+07 0 6.52187e+07 28.3417 129.864 33536.8 0.943593 3.85052 0 0 0 0 0 0 0 10.75
57 0.372704 112.363 0 0 112.363 0.390269 3.57515e+07 0 6.99495e+07 32.5078 129.695 33507.7 1.08319 3.84622 0 0 0 0 0 0 0 10.75
58 0.390269 108.648 0 0 108.648 0.408662 3.90873e+07 0 7.49651e+07 37.2847 129.518 33477.2 1.24341 3.84176 0 0 0 0 0 0 0 10.75
59 0.408662 104.945 0 0 104.945 0.427921 4.27287e+07 0 8.02772e+07 42.7615 129.334 33445.5 1.42734 3.83707 0 0 0 0 0 0 0 10.75
60 0.427921 101.258 0 0 101.258 0.448088 4.67029e+07 0 8.58972e+07 49.0404 129.141 33412.3 1.63845 3.83219 0 0 0 0 0 0 0 10.75
61 0.448088 97.5942 0 0 97.5942 0.469206 5.10396e+07 0 9.18365e+07 56.2383 128.941 33377.7 1.88077 3.82711 0 0 0 0 0 0 0 10.75
62 0.469206 93.9576 0 0 93.9576 0.491319 5.57708e+07 0 9.8106e+07 64.4892 128.731 33341.6 2.15891 3.82179 0 0 0 0 0 0 0 10.75
63 0.491319 90.3537 0 0 90.3537 0.514474 6.09311e+07 0 1.04717e+08 73.9464 128.513 33303.9 2.47815 3.81625 0 0 0 0 0 0 0 10.75
64 0.514474 86.7876 0 0 86.7876 0.538721 6.65582e+07 0 1.11679e+08 84.7855 128.286 33264.6 2.84456 3.81048 0 0 0 0 0 0 0 10.75
65 0.538721 83.2643 0 0 83.2643 0.56411 7.26928e+07 0 1.19004e+08 97.2075 128.049 33223.6 3.2651 3.80446 0 0 0 0 0 0 0 10.75
66 0.56411 79.7888 0 0 79.7888 0.590696 7.93789e+07 0 1.26699e+08 111.442 127.802 33180.8 3.7478 3.79818 0 0 0 0 0 0 0 10.75
67 0.590696 76.3658 0 0 76.3658 0.618534 8.66644e+07 0 1.34775e+08 127.753 127.544 33136.2 4.3018 3.79163 0 0 0 0 0 0 0 10.75
68 0.618534 73 0 0 73 0.647685 9.46006e+07 0 1.43241e+08 146.441 127.276 33089.8 4.9376 3.78482 0 0 0 0 0 0 0 10.75
69 0.647685 69.6956 0 0 69.6956 0.678209 1.03243e+08 0 1.52102e+08 167.851 126.997 33041.3 5.66733 3.77771 0 0 0 0 0 0 0 10.75
70 0.678209 66.4568 0 0 66.4568 0.710172 1.12653e+08 0 1.61367e+08 192.376 126.706 32990.9 6.50479 3.77032 0 0 0 0 0 0 0 10.75
71 0.710172 63.2877 0 0 63.2877 0.743642 1.22893e+08 0 1.71042e+08 220.467 126.403 32938.3 7.46593 3.76261 0 0 0 0 0 0 0 10.75
72 0.743642 60.1917 0 0 60.1917 0.778689 1.34035e+08 0 1.8113e+08 252.64 126.088 32883.5 8.56891 3.75459 0 0 0 0 0 0 0 10.75
73 0.778689 57.1722 0 0 57.1722 0.815387 1.46153e+08 0 1.91638e+08 289.483 125.76 32826.5 9.83469 3.74625 0 0 0 0 0 0 0 10.75
74 0.815387 54.2324 0 0 54.2324 0.853815 1.59329e+08 0 2.02566e+08 331.67 125.419 32767.1 11.2873 3.73756 0 0 0 0 0 0 0 10.75
75 0.853815 51.3749 0 0 51.3749 0.894054 1.7365e+08 0 2.13918e+08 379.97 125.064 32705.3 12.9542 3.72852 0 0 0 0 0 0 0 10.75
76 0.894054 48.6022 0 0 48.6022 0.936189 1.89209e+08 0 2.25693e+08 435.263 124.696 32641 14.8671 3.71912 0 0 0 0 0 0 0 10.75
77 0.936189 45.9163 0 0 45.9163 0.980311 2.06107e+08 0 2.37891e+08 498.552 124.312 32574.1 17.062 3.70936 0 0 0 0 0 0 0 10.75
78 0.980311 43.319 0 0 43.319 1.02651 2.24451e+08 0 2.50508e+08 570.985 123.914 32504.5 19.5809 3.69918 0 0 0 0 0 0 0 10.75
79 1.02651 40.8116 0 0 40.8116 1.07489 2.44358e+08 0 2.63543e+08 653.872 123.501 32432.2 22.4709 3.68863 0 0 0 0 0 0 0 10.75
80 1.07489 38.3952 0 0 38.3952 1.12555 2.65951e+08 0 2.76989e+08 748.708 123.072 32357 25.7869 3.67768 0 0 0 0 0 0 0 10.75
81 1.12555 36.0705 0 0 36.0705 1.17859 2.89363e+08 0 2.90839e+08 857.201 122.626 32278.9 29.5918 3.6663 0 0 0 0 0 0 0 10.75
82 1.17859 33.8378 0 0 33.8378 1.23414 3.14734e+08 0 3.05085e+08 981.297 122.164 32197.8 33.9574 3.65448 0 0 0 0 0 0 0 10.75
83 1.23414 31.6972 0 0 31.6972 1.2923 3.42215e+08 0 3.19718e+08 1123.22 121.685 32113.5 38.9661 3.64222 0 0 0 0 0 0 0 10.75
84 1.2923 29.6484 0 0 29.6484 1.35321 3.71969e+08 0 3.34726e+08 1285.5 121.188 32026.1 44.7125 3.6295 0 0 0 0 0 0 0 10.75
85 1.35321 27.6908 0 0 27.6908 1.41698 4.04165e+08 0 3.50095e+08 1471.04 120.674 31935.3 51.3052 3.61632 0 0 0 0 0 0 0 10.75
86 1.41698 25.8236 0 0 25.8236 1.48376 4.38985e+08 0 3.6581e+08 1683.12 120.141 31841.2 58.8685 3.60265 0 0 0 0 0 0 0 10.75
87 1.48376 24.0456 0 0 24.0456 1.55369 4.76624e+08 0 3.81855e+08 1925.51 119.589 31743.6 67.5446 3.58851 0 0 0 0 0 0 0 10.75
88 1.55369 22.3554 0 0 22.3554 1.62691 5.17287e+08 0 3.98211e+08 2202.47 119.017 31642.4 77.498 3.57384 0 0 0 0 0 0 0 10.75
89 1.62691 20.7514 0 0 20.7514 1.70358 5.6119e+08 0 4.14859e+08 2518.89 118.427 31537.6 88.907 3.55901 0 0 0 0 0 0 0 10.75
90 1.70358 19.2318 0 0 19.2318 1.78387 6.08564e+08 0 4.31776e+08 2880.32 117.816 31429.1 101.99 3.54374 0 0 0 0 0 0 0 10.75
91 1.78387 17.7946 0 0 17.7946 1.86794 6.59651e+08 0 4.48939e+08 3293.07 117.185 31316.7 116.994 3.52795 0 0 0 0 0 0 0 10.75
92 1.86794 16.4376 0 0 16.4376 1.95598 7.14707e+08 0 4.66323e+08 3764.33 116.533 31200.5 134.201 3.51163 0 0 0 0 0 0 0 10.75
93 1.95598 15.1586 0 0 15.1586 2.04816 7.74002e+08 0 4.83901e+08 4302.29 115.86 31080.2 153.933 3.49476 0 0 0 0 0 0 0 10.75
94 2.04816 13.955 0 0 13.955 2.14469 8.37819e+08 0 5.01644e+08 4916.24 115.165 30956 176.559 3.47734 0 0 0 0 0 0 0 10.75
95 2.14469 12.8243 0 0 12.8243 2.24576 9.06455e+08 0 5.19523e+08 5616.78 114.45 30827.5 202.504 3.45935 0 0 0 0 0 0 0 10.75
96 2.24576 11.764 0 0 11.764 2.3516 9.80222e+08 0 5.37506e+08 6415.92 113.712 30694.9 232.253 3.4408 0 0 0 0 0 0 0 10.75
97 2.3516 10.7714 0 0 10.7714 2.46243 1.05944e+09 0 5.5556e+08 7327.32 112.952 30558.1 266.361 3.42168 0 0 0 0 0 0 0 10.75
98 2.46243 9.8437 0 0 9.8437 2.57848 1.14446e+09 0 5.73651e+08 8366.5 112.17 30416.8 305.464 3.40198 0 0 0 0 0 0 0 10.75
99 2.57848 8.97826 0 0 8.97826 2.7 1.23563e+09 0 5.91744e+08 9551.09 111.366 30271.2 350.295 3.38168 0 0 0 0 0 0 0 10.75
100 2.7 8.17232 0 0 8.17232 2.82725 1.33332e+09 0 6.09801e+08 10901.1 110.539 30121.2 401.688 3.36078 0 0 0 0 0 0 0 10.75
101 2.82725 7.42313 0 0 7.42313 2.96049 1.43791e+09 0 6.27786e+08 12439.2 109.689 29966.7 460.601 3.3393 0 0 0 0 0 0 0 10.75
102 2.96049 6.728 0 0 6.728 3.10001 1.54979e+09 0 6.45658e+08 14191.1 108.817 29807.6 528.129 3.31721 0 0 0 0 0 0 0 10.75
103 3.10001 6.08423 0 0 6.08423 3.24611 1.66938e+09 0 6.6338e+08 16186 107.922 29644 605.531 3.29451 0 0 0 0 0 0 0 10.75
104 3.24611 5.48919 0 0 5.48919 3.3991 1.79709e+09 0 6.80912e+08 18457 107.005 29475.8 694.242 3.27122 0 0 0 0 0 0 0 10.75
105 3.3991 4.94029 0 0 4.94029 3.55929 1.93336e+09 0 6.98212e+08 21041.6 106.066 29303 795.912 3.24732 0 0 0 0 0 0 0 10.75
106 3.55929 4.43499 0 0 4.43499 3.72704 2.07863e+09 0 7.15242e+08 23982.2 105.104 29125.6 912.426 3.22282 0 0 0 0 0 0 0 10.75
107 3.72704 3.97083 0 0 3.97083 3.90269 2.23335e+09 0 7.3196e+08 27326.8 104.12 28943.6 1045.94 3.19772 0 0 0 0 0 0 0 10.75
108 3.90269 3.54541 0 0 3.54541 4.08662 2.39799e+09 0 7.48327e+08 31129.9 103.114 28756.9 1198.95 3.17201 0 0 0 0 0 0 0 10.75
109 4.08662 3.15641 0 0 3.15641 4.27921 2.57302e+09 0 7.64304e+08 35452.9 102.087 28565.6 1374.25 3.14573 0 0 0 0 0 0 0 10.75
110 4.27921 2.80156 0 0 2.80156 4.48088 2.75892e+09 0 7.79853e+08 40365.4 101.039 28369.7 1575.11 3.11884 0 0 0 0 0 0 0 10.75
111 4.48088 2.47871 0 0 2.47871 4.69206 2.95617e+09 0 7.94938e+08 45946.1 99.9701 28169.3 1805.19 3.09146 0 0 0 0 0 0 0 10.75
112 4.69206 2.18574 0 0 2.18574 4.91319 3.16526e+09 0 8.09523e+08 52283.7 98.8811 27964.4 2068.14 3.06443 0 0 0 0 0 0 0 10.75
113 4.91319 1.92066 0 0 1.92066 5.14474 3.38669e+09 0 8.23575e+08 59478.8 97.7725 27755 2369.23 3.03687 0 0 0 0 0 0 0 10.75
114 5.14474 1.68151 0 0 1.68151 5.38721 3.62093e+09 0 8.37065e+08 67644.5 96.6448 27541.1 2713.98 3.00875 0 0 0 0 0 0 0 10.75
115 5.38721 1.46645 0 0 1.46645 5.6411 3.8685e+09 0 8.49965e+08 76908.8 95.4988 27323 3108.71 2.98012 0 0 0 0 0 0 0 10.75
116 5.6411 1.27369 0 0 1.27369 5.90696 4.12986e+09 0 8.6225e+08 87416 94.3352 27100.6 3560.6 2.95097 0 0 0 0 0 0 0 10.75
117 5.90696 1.10154 0 0 1.10154 6.18534 4.40552e+09 0 8.73899e+08 99329 93.1546 26874 4077.93 2.92133 0 0 0 0 0 0 0 10.75
118 6.18534 0.948368 0 0 0.948368 6.47685 4.69595e+09 0 8.84896e+08 112831 91.958 26643.4 4670.09 2.89121 0 0 0 0 0 0 0 10.75
119 6.47685 0.812626 0 0 0.812626 6.78209 5.00163e+09 0 8.95229e+08 128130 90.7461 26408.8 5347.89 2.86063 0 0 0 0 0 0 0 10.75
120 6.78209 0.692839 0 0 0.692839 7.10172 5.323e+09 0 9.04888e+08 145457 89.52 26170.3 6123.66 2.8296 0 0 0 0 0 0 0 10.75
121 7.10172 0.587608 0 0 0.587608 7.43642 5.66054e+09 0 9.1387e+08 165076 88.2804 25928.2 7011.47 2.79815 0 0 0 0 0 0 0 10.75
122 7.43642 0.495604 0 0 0.495604 7.78689 6.01467e+09 0 9.22177e+08 187282 87.0286 25682.5 8027.47 2.76629 0 0 0 0 0 0 0 10.75
123 7.78689 0.415573 0 0 0.415573 8.15387 6.38582e+09 0 9.29815e+08 212409 85.7653 25433.4 9190.06 2.73407 0 0 0 0 0 0 0 10.75
124 8.15387 0.346329 0 0 0.346329 8.53815 6.77438e+09 0 9.36794e+08 240829 84.4919 25181 10520.3 2.70147 0 0 0 0 0 0 0 10.75
125 8.53815 0.286762 0 0 0.286762 8.94054 7.18076e+09 0 9.4313e+08 272965 83.2093 24925.5 12060.9 2.66445 0 0 0 0 0 0 0 10.75
126 8.94054 0.235828 0 0 0.235828 9.36189 7.60532e+09 0 9.48843e+08 309289 81.9187 24667.1 13833.5 2.62582 0 0 0 0 0 0 0 10.75
127 9.36189 0.192555 0 0 0.192555 9.80311 8.04839e+09 0 9.53959e+08 350335 80.6212 24405.9 15866.4 2.58694 0 0 0 0 0 0 0 10.75
128 9.80311 0.156041 0 0 0.156041 10.2651 8.51031e+09 0 9.58504e+08 396699 79.318 24142.2 18197.5 2.54786 0 0 0 0 0 0 0 10.75
