#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR SDensityOFR SDensityCAR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassBin RadiusIso
110 4.27921 6.88353 14.8582 0.693271 6.19026 4.48088 5.29246e+09 3.12574e+09 4.40605e+08 1.97989e+07 33094.3 374971 9.99622e+06 0.160966 6.5171e+12 2.98727e+12 2.8881e+11 0 0 202193 527332 0.0364301 0.0950119 0.00529235 0.00639456 11.5 1.86167
111 4.48088 6.82785 13.3264 0.657546 6.17031 4.69206 5.72432e+09 3.20684e+09 4.80481e+08 2.154e+07 31189 379166 9.96938e+06 0.174642 6.20138e+12 2.84255e+12 2.75285e+11 0 0 220206 514393 0.0361845 0.0845256 0.00529955 0.00634272 11.5 1.94941
112 4.69206 6.77248 11.9128 0.622178 6.1503 4.91319 6.18825e+09 3.28633e+09 5.23926e+08 2.34228e+07 29375.4 383251 9.93851e+06 0.189442 5.88689e+12 2.6984e+12 2.61801e+11 0 0 239819 499445 0.03594 0.0748482 0.00530677 0.00628298 11.5 2.04128
113 4.91319 6.71757 10.6109 0.587229 6.13034 5.14474 6.68628e+09 3.36397e+09 5.71258e+08 2.54575e+07 27650 387220 9.90367e+06 0.205454 5.57416e+12 2.55505e+12 2.48389e+11 0 0 261177 482371 0.0356968 0.0659287 0.00531394 0.00621331 11.5 2.13748
114 5.14474 6.66308 9.41478 0.552667 6.11041 5.38721 7.22049e+09 3.4395e+09 6.22826e+08 2.76551e+07 26009.6 391066 9.8648e+06 0.222772 5.26272e+12 2.41229e+12 2.35081e+11 0 0 284433 462818 0.0354547 0.0576904 0.00532107 0.00612764 11.5 2.23822
115 5.38721 6.60666 8.31449 0.518098 6.08856 5.6411 7.79309e+09 3.51264e+09 6.78989e+08 3.00271e+07 24450.8 394782 9.8219e+06 0.241498 4.94915e+12 2.26856e+12 2.21909e+11 0 0 309759 439876 0.0352142 0.0500062 0.00533011 0.00601434 11.5 2.34371
116 5.6411 6.54333 7.29686 0.485041 6.05828 5.90696 8.40632e+09 3.58302e+09 7.40085e+08 3.25856e+07 22970.5 398360 9.78837e+06 0.261382 4.65343e+12 2.13301e+12 2.08906e+11 0 0 337574 411469 0.0349995 0.042661 0.00534889 0.00584648 11.5 2.45416
117 5.90696 6.55915 6.34342 0.468282 6.09086 6.18534 9.06255e+09 3.6501e+09 8.07378e+08 3.53435e+07 21565.7 401795 9.80441e+06 0.281292 4.50473e+12 2.06485e+12 1.96107e+11 0 0 368060 375612 0.0348026 0.0355167 0.00530597 0.00559899 11.5 2.56982
118 6.18534 6.51116 5.48326 0.392535 6.11862 6.47685 9.76419e+09 3.71369e+09 8.80753e+08 3.83144e+07 20233.3 405079 9.81267e+06 0.302758 3.70133e+12 1.69659e+12 1.83544e+11 0 0 395853 336430 0.0341372 0.0290127 0.00524287 0.00529114 11.5 2.69093
119 6.47685 5.08982 4.88672 0.212416 4.8774 6.78209 1.05138e+10 3.77582e+09 9.43291e+08 4.15125e+07 18970.5 408207 9.81293e+06 0.325908 2.05259e+12 9.40855e+11 1.7125e+11 0 0 441263 298002 0.0347049 0.0234376 0.00681849 0.00479619 11.5 2.81775
120 6.78209 11.9451 3.58471 6.17457 5.77051 7.10172 1.13138e+10 3.82579e+09 1.1076e+09 4.49529e+07 17774.3 411172 9.80522e+06 0.350874 6.24423e+13 2.86219e+13 1.59259e+11 0 0 1.19332e+06 131889 0.0855956 0.00946026 0.00716576 0.00263906 11.5 2.95055
121 7.10172 40.2165 0.223652 0 40.2165 7.43642 1.21671e+10 3.82921e+09 1.72011e+09 4.86514e+07 16642.1 413968 9.78938e+06 0.377806 0 0 1.47602e+11 0 0 305430 0 0.0199804 0 0.000496821 0 11.5 3.0896
122 7.43642 35.0211 0 0 35.0211 7.78689 1.30762e+10 3.82921e+09 2.30483e+09 5.26245e+07 15571.2 416590 9.76544e+06 0.40686 0 0 1.36309e+11 0 0 290950 0 0.0173585 0 0.000495657 0 11.5 3.23521
123 7.78689 30.3818 0 0 30.3818 8.15387 1.40439e+10 3.82921e+09 2.86089e+09 5.68898e+07 14558.9 419033 9.73335e+06 0.438211 0 0 1.25408e+11 0 0 276036 0 0.0150196 0 0.000494363 0 11.5 3.38768
124 8.15387 26.2535 0 0 26.2535 8.53815 1.50731e+10 3.82921e+09 3.38762e+09 6.14654e+07 13602.9 421290 9.69309e+06 0.472045 0 0 1.14927e+11 0 0 260793 0 0.0129416 0 0.000492949 0 11.5 3.54734
125 8.53815 22.5932 0 0 22.5932 8.94054 1.61666e+10 3.82921e+09 3.88451e+09 6.63703e+07 12700.5 423359 9.64475e+06 0.508564 0 0 1.0489e+11 0 0 245326 0 0.0111029 0 0.000491427 0 11.5 3.71452
126 8.94054 19.3602 0 0 19.3602 9.36189 1.73273e+10 3.82921e+09 4.35125e+09 7.16246e+07 11849.5 425233 9.58838e+06 0.547986 0 0 9.53173e+10 0 0 229744 0 0.00948281 0 0.000489809 0 11.5 3.88958
127 9.36189 16.516 0 0 16.516 9.80311 1.85582e+10 3.82921e+09 4.78771e+09 7.72491e+07 11047.5 426911 9.52403e+06 0.590552 0 0 8.62289e+10 0 0 214154 0 0.00806156 0 0.000488106 0 11.5 4.07289
128 9.80311 14.0242 0 0 14.0242 10.2651 1.98622e+10 3.82921e+09 5.19394e+09 8.32653e+07 10292.3 428386 9.4519e+06 0.636514 0 0 7.76395e+10 0 0 198662 0 0.00682038 0 0.000486331 0 11.5 4.26484
129 10.2651 11.8505 0 0 11.8505 10.7489 2.12422e+10 3.82921e+09 5.5702e+09 8.9696e+07 9581.7 429658 9.37209e+06 0.686154 0 0 6.95608e+10 0 0 183373 0 0.00574153 0 0.000484496 0 11.5 4.46584
130 10.7489 9.96304 0 0 9.96304 11.2555 2.27013e+10 3.82921e+09 5.91692e+09 9.65647e+07 8913.64 430723 9.28481e+06 0.739772 0 0 6.20009e+10 0 0 168383 0 0.00480831 0 0.000482615 0 11.5 4.67631
131 11.2555 8.33186 0 0 8.33186 11.7859 2.42424e+10 3.82921e+09 6.23474e+09 1.03896e+08 8286.08 431580 9.19019e+06 0.797701 0 0 5.49638e+10 0 0 153788 0 0.00400512 0 0.000480699 0 11.5 4.89669
132 11.7859 6.92921 0 0 6.92921 12.3414 2.58685e+10 3.82921e+09 6.52443e+09 1.11714e+08 7697.03 432225 9.08853e+06 0.86029 0 0 4.84495e+10 0 0 139672 0 0.00331743 0 0.000478761 0 11.5 5.12747
133 12.3414 5.72937 0 0 5.72937 12.923 2.75824e+10 3.82921e+09 6.78697e+09 1.20047e+08 7144.59 432660 8.98004e+06 0.927929 0 0 4.24541e+10 0 0 126113 0 0.00273183 0 0.000476812 0 11.5 5.36912
134 12.923 4.70865 0 0 4.70865 13.5321 2.93869e+10 3.82921e+09 7.02344e+09 1.28921e+08 6626.93 432882 8.86504e+06 1.00103 0 0 3.69697e+10 0 0 113181 0 0.00223597 0 0.000474864 0 11.5 5.62216
135 13.5321 3.8453 0 0 3.8453 14.1698 3.1285e+10 3.82921e+09 7.23508e+09 1.38365e+08 6142.25 432892 8.74379e+06 1.08005 0 0 3.19847e+10 0 0 100932 0 0.00181855 0 0.000472926 0 11.5 5.88712
136 14.1698 3.11948 0 0 3.11948 14.8376 3.32794e+10 3.82921e+09 7.42325e+09 1.48408e+08 5688.86 432691 8.6166e+06 1.16548 0 0 2.74836e+10 0 0 89416.7 0 0.00146931 0 0.00047101 0 11.5 6.16457
137 14.8376 2.51313 0 0 2.51313 15.5369 3.53727e+10 3.82921e+09 7.58938e+09 1.59079e+08 5265.08 432280 8.48382e+06 1.25785 0 0 2.34477e+10 0 0 78670.1 0 0.00117897 0 0.000469125 0 11.5 6.4551
138 15.5369 2.00997 0 0 2.00997 16.2691 3.75675e+10 3.82921e+09 7.73499e+09 1.7041e+08 4869.33 431659 8.34583e+06 1.35774 0 0 1.98553e+10 0 0 68718.1 0 0.000939214 0 0.000467277 0 11.5 6.75932
139 16.2691 1.59535 0 0 1.59535 17.0358 3.98663e+10 3.82921e+09 7.86164e+09 1.82434e+08 4500.08 430832 8.20295e+06 1.46577 0 0 1.6682e+10 0 0 59574.5 0 0.000742598 0 0.000465476 0 11.5 7.07788
140 17.0358 1.2562 0 0 1.2562 17.8387 4.22715e+10 3.82921e+09 7.97092e+09 1.95183e+08 4155.85 429802 8.05559e+06 1.58262 0 0 1.39013e+10 0 0 51242.3 0 0.000582535 0 0.000463727 0 11.5 7.41145
141 17.8387 0.980924 0 0 0.980924 18.6794 4.47853e+10 3.82921e+09 8.06442e+09 2.08692e+08 3835.22 428570 7.90415e+06 1.70904 0 0 1.1485e+10 0 0 43713.7 0 0.000453222 0 0.000462036 0 11.5 7.76074
142 18.6794 0.759297 0 0 0.759297 19.5598 4.74099e+10 3.82921e+09 8.14373e+09 2.22995e+08 3536.84 427142 7.749e+06 1.84581 0 0 9.40373e+09 0 0 36970.9 0 0.000349586 0 0.000460407 0 11.5 8.12649
143 19.5598 0.58238 0 0 0.58238 20.4816 5.01473e+10 3.82921e+09 8.21037e+09 2.38129e+08 3259.41 425521 7.59055e+06 1.9938 0 0 7.62738e+09 0 0 30987 0 0.000267222 0 0.000458845 0 11.5 8.50948
144 20.4816 0.442417 0 0 0.442417 21.4469 5.29993e+10 3.82921e+09 8.26585e+09 2.54131e+08 3001.68 423713 7.42924e+06 2.15395 0 0 6.12585e+09 0 0 25726.9 0 0.00020234 0 0.000457351 0 11.5 8.91052
145 21.4469 0.332726 0 0 0.332726 22.4576 5.59675e+10 3.82921e+09 8.31156e+09 2.7104e+08 2762.47 421722 7.26544e+06 2.32729 0 0 4.86933e+09 0 0 21149 0 0.000151699 0 0.000455928 0 11.5 9.33046
146 22.4576 0.247608 0 0 0.247608 23.516 5.90536e+10 3.82921e+09 8.34882e+09 2.88895e+08 2540.62 419554 7.0996e+06 2.5149 0 0 3.8289e+09 0 0 17206 0 0.000112557 0 0.000454578 0 11.5 9.77019
147 23.516 0.182241 0 0 0.182241 24.6243 6.2259e+10 3.82921e+09 8.37887e+09 3.07736e+08 2335.07 417216 6.9321e+06 2.71801 0 0 2.97686e+09 0 0 13846.4 0 8.26097e-05 0 0.0004533 0 11.5 10.2306
148 24.6243 0.132587 0 0 0.132587 25.7848 6.55847e+10 3.82921e+09 8.40281e+09 3.27606e+08 2144.77 414714 6.76337e+06 2.93788 0 0 2.28713e+09 0 0 11016.3 0 5.99415e-05 0 0.000452094 0 11.5 10.7128
149 25.7848 0.0952985 0 0 0.0952985 27 6.90319e+10 3.82921e+09 8.42167e+09 3.48547e+08 1968.75 412056 6.59379e+06 3.17594 0 0 1.73552e+09 0 0 8660.24 0 4.29757e-05 0 0.000450959 0 11.5 11.2177
150 27 0.0676321 0 0 0.0676321 28.2725 7.26014e+10 3.82921e+09 8.43633e+09 3.70605e+08 1806.08 409247 6.42374e+06 3.43371 0 0 1.29993e+09 0 0 6723.12 0 3.04273e-05 0 0.000449895 0 11.5 11.7464
151 28.2725 0.0473626 0 0 0.0473626 29.6049 7.62938e+10 3.82921e+09 8.44757e+09 3.93823e+08 1655.86 406297 6.25364e+06 3.71283 0 0 9.60491e+08 0 0 5151 0 2.1261e-05 0 0.000448899 0 11.5 12.2999
152 29.6049 0.0327083 0 0 0.0327083 31.0001 8.01097e+10 3.82921e+09 8.45607e+09 4.18251e+08 1517.25 403212 6.08381e+06 4.01512 0 0 6.99639e+08 0 0 3892.36 0 1.46523e-05 0 0.00044797 0 11.5 12.8796
153 31.0001 0.0222601 0 0 0.0222601 32.4611 8.40494e+10 3.82921e+09 8.46241e+09 4.43935e+08 1389.48 400002 5.91462e+06 4.3425 0 0 5.02075e+08 0 0 2898.97 0 9.95261e-06 0 0.000447105 0 11.5 13.4866
154 32.4611 0.014919 0 0 0.014919 33.991 8.8113e+10 3.82921e+09 8.46706e+09 4.70926e+08 1271.77 396675 5.75802e+06 4.68761 0 0 3.54708e+08 0 0 2126.55 0 6.6584e-06 0 0.000446302 0 11.5 14.1222
155 33.991 0.00983964 0 0 0.00983964 35.5929 9.23006e+10 3.82921e+09 8.47042e+09 4.99277e+08 1163.43 393239 5.62983e+06 5.03573 0 0 2.46526e+08 0 0 1535.29 0 4.38414e-06 0 0.000445559 0 11.5 14.7878
156 35.5929 0.0063813 0 0 0.0063813 37.2704 9.66117e+10 3.82921e+09 8.4728e+09 5.29039e+08 1063.8 389703 5.50265e+06 5.40881 0 0 1.68425e+08 0 0 1090.06 0 2.83886e-06 0 0.000444873 0 11.5 15.4847
157 37.2704 0.00406611 0 0 0.00406611 39.0269 1.01046e+11 3.82921e+09 8.47447e+09 5.6027e+08 972.228 386077 5.37665e+06 5.8086 0 0 1.1302e+08 0 0 760.509 0 1.80633e-06 0 0.00044424 0 11.5 16.2145
158 39.0269 0.00254346 0 0 0.00254346 40.8662 1.05603e+11 3.82921e+09 8.47561e+09 5.93027e+08 888.14 382369 5.25197e+06 6.23698 0 0 7.4428e+07 0 0 520.932 0 1.12843e-06 0 0.00044366 0 11.5 16.9786
159 40.8662 0.00156048 0 0 0.00156048 42.7921 1.10283e+11 3.82921e+09 8.47637e+09 6.27368e+08 810.977 378588 5.12869e+06 6.69603 0 0 4.80583e+07 0 0 350.023 0 6.91496e-07 0 0.000443129 0 11.5 17.7788
160 42.7921 0.000938171 0 0 0.000938171 44.8088 1.15083e+11 3.82921e+09 8.47688e+09 6.63358e+08 740.221 374745 5.00696e+06 7.18791 0 0 3.03981e+07 0 0 230.486 0 4.15278e-07 0 0.000442646 0 11.5 18.6167
161 44.8088 0.000552168 0 0 0.000552168 46.9206 1.20004e+11 3.82921e+09 8.4772e+09 7.0106e+08 675.385 370848 4.88692e+06 7.71492 0 0 1.8817e+07 0 0 148.595 0 2.44173e-07 0 0.000442208 0 11.5 19.4941
162 46.9206 0.000317823 0 0 0.000317823 49.1319 1.25044e+11 3.82921e+09 8.47741e+09 7.40543e+08 616.014 366906 4.76864e+06 8.27963 0 0 1.13878e+07 0 0 93.698 0 1.40418e-07 0 0.000441813 0 11.5 20.4128
163 49.1319 0.000178716 0 0 0.000178716 51.4474 1.30201e+11 3.82921e+09 8.47753e+09 7.81877e+08 561.683 362930 4.65223e+06 8.88475 0 0 6.73049e+06 0 0 57.7245 0 7.88957e-08 0 0.00044146 0 11.5 21.3748
164 51.4474 9.80658e-05 0 0 9.80658e-05 53.8721 1.35475e+11 3.82921e+09 8.47761e+09 8.25136e+08 511.996 358927 4.53779e+06 9.53317 0 0 3.88053e+06 0 0 34.7062 0 4.32614e-08 0 0.000441146 0 11.5 22.3822
165 53.8721 5.24499e-05 0 0 5.24499e-05 56.411 1.40863e+11 3.82921e+09 8.47765e+09 8.704e+08 466.584 354907 4.42543e+06 10.228 0 0 2.18004e+06 0 0 20.3406 0 2.31236e-08 0 0.000440871 0 11.5 23.4371
166 56.411 2.73093e-05 0 0 2.73093e-05 59.0696 1.46365e+11 3.82921e+09 8.47768e+09 9.17749e+08 425.105 350880 4.3711e+06 10.8323 0 0 1.19189e+06 0 0 11.6064 0 1.20334e-08 0 0.000440634 0 11.5 24.5416
167 59.0696 1.38249e-05 0 0 1.38249e-05 61.8534 1.51979e+11 3.82921e+09 8.47769e+09 9.6727e+08 387.239 346854 4.31112e+06 11.4869 0 0 633356 0 0 6.43945 0 6.08895e-09 0 0.000440433 0 11.5 25.6982
168 61.8534 6.79541e-06 0 0 6.79541e-06 64.7685 1.57702e+11 3.82921e+09 8.4777e+09 1.01906e+09 352.69 342839 4.25197e+06 12.1792 0 0 326678 0 0 3.46928 0 2.9918e-09 0 0.000440268 0 11.5 26.9093
169 64.7685 3.23863e-06 0 0 3.23863e-06 67.8209 1.63532e+11 3.82921e+09 8.4777e+09 1.0732e+09 321.184 338842 4.19363e+06 12.9116 0 0 163320 0 0 1.81241 0 1.42544e-09 0 0.000440137 0 11.5 28.1775
170 67.8209 1.49438e-06 0 0 1.49438e-06 71.0172 1.69469e+11 3.82921e+09 8.47771e+09 1.12981e+09 292.467 334872 4.1361e+06 13.6868 0 0 79026.3 0 0 0.916767 0 6.57586e-10 0 0.000440041 0 11.5 29.5055
171 71.0172 6.66567e-07 0 0 6.66567e-07 74.3642 1.75509e+11 3.82921e+09 8.47771e+09 1.18899e+09 266.305 330939 4.07935e+06 14.5079 0 0 36952.6 0 0 0.448313 0 2.93275e-10 0 0.000439978 0 11.5 30.896
172 74.3642 2.86955e-07 0 0 2.86955e-07 77.8689 1.81651e+11 3.82921e+09 8.47771e+09 1.25087e+09 242.481 327049 4.02338e+06 15.3781 0 0 16670.9 0 0 0.211603 0 1.26245e-10 0 0.000439948 0 11.5 32.3521
173 77.8689 1.19024e-07 0 0 1.19024e-07 81.5387 1.87892e+11 3.82921e+09 8.47771e+09 1.31555e+09 220.794 323211 3.96817e+06 16.3009 0 0 7244.08 0 0 0.0962381 0 5.23649e-11 0 0.000439951 0 11.5 33.8768
174 81.5387 4.74836e-08 0 0 4.74836e-08 85.3815 1.94231e+11 3.82921e+09 8.47771e+09 1.38318e+09 201.061 319433 3.91374e+06 17.2803 0 0 3026.54 0 0 0.0421007 0 2.08921e-11 0 0.000439987 0 11.5 35.4734
175 85.3815 1.81858e-08 0 0 1.81858e-08 89.4054 2.00664e+11 3.82921e+09 8.47771e+09 1.4539e+09 183.112 315723 3.87327e+06 18.2581 0 0 1213.52 0 0 0.0176826 0 8.00275e-12 0 0.000440055 0 11.5 37.1452
176 89.4054 6.67363e-09 0 0 6.67363e-09 93.6189 2.0719e+11 3.82921e+09 8.47771e+09 1.52786e+09 166.79 312087 3.89157e+06 19.0047 0 0 466.06 0 0 0.00711662 0 2.93743e-12 0 0.000440155 0 11.5 38.8958
177 93.6189 2.34181e-09 0 0 2.34181e-09 98.0311 2.13807e+11 3.82921e+09 8.47771e+09 1.60522e+09 151.953 308533 3.90916e+06 19.7898 0 0 171.1 0 0 0.00273901 0 1.03107e-12 0 0.000440286 0 11.5 40.7289
178 98.0311 7.84113e-10 0 0 7.84113e-10 102.651 2.20512e+11 3.82921e+09 8.47771e+09 1.68616e+09 138.469 305068 3.92583e+06 20.6175 0 0 59.9168 0 0 0.00100596 0 3.45362e-13 0 0.000440449 0 11.5 42.6484
179 102.651 2.49964e-10 0 0 2.49964e-10 107.489 2.27302e+11 3.82921e+09 8.47771e+09 1.77087e+09 126.217 301699 3.94139e+06 21.4923 0 0 19.9696 0 0 0.000351779 0 1.10145e-13 0 0.000440643 0 11.5 44.6584
180 107.489 7.56897e-11 0 0 7.56897e-11 112.555 2.34176e+11 3.82921e+09 8.47771e+09 1.85955e+09 115.086 298431 3.95562e+06 22.4194 0 0 6.3198 0 0 0.000116856 0 3.33691e-14 0 0.000440867 0 11.5 46.7631
181 112.555 2.17169e-11 0 0 2.17169e-11 117.859 2.41132e+11 3.82921e+09 8.47771e+09 1.95243e+09 104.977 295273 3.96835e+06 23.4044 0 0 1.89447 0 0 3.67842e-05 0 9.57977e-15 0 0.000441121 0 11.5 48.9669
182 117.859 5.88913e-12 0 0 5.88913e-12 123.414 2.48166e+11 3.82921e+09 8.47771e+09 2.04974e+09 95.7947 292229 3.97933e+06 24.4538 0 0 0.536554 0 0 1.09444e-05 0 2.59948e-15 0 0.000441404 0 11.5 51.2747
183 123.414 1.50534e-12 0 0 1.50534e-12 129.23 2.55277e+11 3.82921e+09 8.47771e+09 2.15174e+09 87.4564 289305 3.98837e+06 25.5748 0 0 0.143192 0 0 3.06962e-06 0 6.64933e-16 0 0.000441715 0 11.5 53.6912
184 129.23 3.61689e-13 0 0 3.61689e-13 135.321 2.62462e+11 3.82921e+09 8.47771e+09 2.25872e+09 79.8844 286508 3.99529e+06 26.775 0 0 0.0359077 0 0 8.09315e-07 0 1.59886e-16 0 0.000442054 0 11.5 56.2216
185 135.321 8.14475e-14 0 0 8.14475e-14 141.698 2.69719e+11 3.82921e+09 8.47771e+09 2.37097e+09 73.0085 283842 3.99985e+06 28.0637 0 0 0.00843614 0 0 1.99994e-07 0 3.60338e-17 0 0.000442418 0 11.5 58.8712
186 141.698 1.71367e-14 0 0 1.71367e-14 148.376 2.77046e+11 3.82921e+09 8.47771e+09 2.48882e+09 66.7643 281314 4.01325e+06 29.3673 0 0 0.0018512 0 0 4.61795e-08 0 7.58826e-18 0 0.000442807 0 11.5 61.6457
187 148.376 3.35806e-15 0 0 3.35806e-15 155.369 2.84441e+11 3.82921e+09 8.47771e+09 2.61265e+09 61.0936 278928 4.03308e+06 30.7025 0 0 0.0003782 0 0 9.93148e-09 0 1.48836e-18 0 0.000443219 0 11.5 64.551
188 155.369 6.10799e-16 0 0 6.10799e-16 162.691 2.91901e+11 3.82921e+09 8.47771e+09 2.74284e+09 55.943 276689 4.0489e+06 32.1532 0 0 7.1694e-05 0 0 1.98266e-09 0 2.70983e-19 0 0.000443653 0 11.5 67.5932
189 162.691 1.0276e-16 0 0 1.0276e-16 170.358 2.99425e+11 3.82921e+09 8.47771e+09 2.87981e+09 51.2642 274602 4.0604e+06 33.7334 0 0 1.25663e-05 0 0 3.66115e-10 0 4.56363e-20 0 0.000444105 0 11.5 70.7788
190 170.358 1.59318e-17 0 0 1.59318e-17 178.387 3.07009e+11 3.82921e+09 8.47771e+09 3.02403e+09 47.0132 272673 4.06734e+06 35.4589 0 0 2.02903e-06 0 0 6.23039e-11 0 7.08286e-21 0 0.000444575 0 11.5 74.1145
191 178.387 2.26744e-18 0 0 2.26744e-18 186.794 3.14654e+11 3.82921e+09 8.47771e+09 3.02403e+09 0 0 0 0 0 0 3.0064e-07 0 0 9.73329e-12 0 1.00914e-21 0 0.000445059 0 11.5 77.6074
192 186.794 2.9504e-19 0 0 2.9504e-19 195.598 3.15533e+11 3.82921e+09 8.47771e+09 3.02403e+09 0 0 0 0 0 0 4.07122e-08 0 0 1.39024e-12 0 1.31457e-22 0 0.000445555 0 11.5 81.2649
193 195.598 3.49507e-20 0 0 3.49507e-20 204.816 3.15533e+11 3.82921e+09 8.47771e+09 3.02403e+09 0 0 0 0 0 0 5.01742e-09 0 0 1.80783e-13 0 1.55902e-23 0 0.000446061 0 11.5 85.0948
194 204.816 3.7526e-21 0 0 3.7526e-21 214.469 3.15533e+11 3.82921e+09 8.47771e+09 3.02403e+09 0 0 0 0 0 0 5.60253e-10 0 0 2.13075e-14 0 1.67581e-24 0 0.000446574 0 11.5 89.1052
195 214.469 3.63488e-22 0 0 3.63488e-22 224.576 3.15533e+11 3.82921e+09 8.47771e+09 3.02403e+09 0 0 0 0 0 0 5.6418e-11 0 0 2.26564e-15 0 1.62512e-25 0 0.00044709 0 11.5 93.3046
196 224.576 3.16091e-23 0 0 3.16091e-23 235.16 3.15533e+11 3.82921e+09 8.47771e+09 3.02403e+09 0 0 0 0 0 0 5.09877e-12 0 0 2.1628e-16 0 1.41485e-26 0 0.000447607 0 11.5 97.7019
197 235.16 2.45518e-24 0 0 2.45518e-24 246.243 3.15533e+11 3.82921e+09 8.47771e+09 3.02403e+09 0 0 0 0 0 0 4.11446e-13 0 0 1.84411e-17 0 1.10022e-27 0 0.000448122 0 11.5 102.306
198 246.243 1.69427e-25 0 0 1.69427e-25 257.848 3.15533e+11 3.82921e+09 8.47771e+09 3.02403e+09 0 0 0 0 0 0 2.94877e-14 0 0 1.39695e-18 0 7.60104e-29 0 0.000448633 0 11.5 107.128
199 257.848 1.03295e-26 0 0 1.03295e-26 270 3.15533e+11 3.82921e+09 8.47771e+09 3.02403e+09 0 0 0 0 0 0 1.86648e-15 0 0 9.34897e-20 0 4.63935e-30 0 0.000449135 0 11.5 112.177
0 0.027 10.4545 1150.79 4.87912 5.57541 0.0282725 329548 254274 2055.74 442.508 4.60663e+06 37107.1 1.68561e+06 5.80981e-05 3.96473e+13 1.2383e+13 1.15069e+12 0 0 16.8405 1807.64 0.0762163 8.18099 0.00729026 0.00710903 11.75 0.00897449
1 0.0282725 10.4528 1147.35 4.87758 5.57527 0.0296049 361312 532246 4309.48 504.988 4.45579e+06 38178.4 227288 6.10842e-05 3.96369e+13 1.23798e+13 1.1504e+12 0 0 18.4621 1977.93 0.0762036 8.16403 0.00729022 0.00711558 11.75 0.00939745
2 0.0296049 10.4511 1143.62 4.87596 5.57512 0.0310001 396135 836047 6780.27 574.372 4.30968e+06 39279.4 241044 6.4226e-05 3.9626e+13 1.23764e+13 1.1501e+12 0 0 20.2398 2164.06 0.0761903 8.14636 0.00729018 0.00712329 11.75 0.00984034
3 0.0310001 10.4492 1139.75 4.87427 5.57497 0.0324611 434313 1.16803e+06 9488.99 651.42 4.16813e+06 40410.7 255619 6.3732e-05 3.96146e+13 1.23728e+13 1.14979e+12 0 0 22.1885 2367.48 0.0761764 8.12792 0.00729014 0.00713131 11.75 0.0103041
4 0.0324611 10.4473 1135.73 4.87249 5.57481 0.033991 476168 1.53076e+06 12458.5 736.972 4.03103e+06 41573 271062 6.55269e-05 3.96026e+13 1.23691e+13 1.14946e+12 0 0 24.3245 2589.75 0.0761619 8.10871 0.0072901 0.00713964 11.75 0.0107897
5 0.033991 10.4453 1131.55 4.87064 5.57464 0.0355929 522055 1.92702e+06 15714 831.963 3.89822e+06 42767.3 287421 6.73768e-05 3.95901e+13 1.23652e+13 1.14911e+12 0 0 26.666 2832.59 0.0761467 8.08868 0.00729006 0.00714829 11.75 0.0112982
6 0.0355929 10.4432 1127.22 4.86869 5.57446 0.0372704 572360 2.35985e+06 19282.8 937.428 3.76957e+06 43994.3 304751 6.9283e-05 3.95771e+13 1.23611e+13 1.14875e+12 0 0 29.2325 3097.86 0.0761307 8.06781 0.00729001 0.00715727 11.75 0.0118307
7 0.0372704 10.4409 1122.72 4.86666 5.57428 0.0390269 627510 2.83254e+06 23195.2 1054.51 3.64497e+06 45254.8 323107 6.89368e-05 3.95634e+13 1.23568e+13 1.14837e+12 0 0 32.0458 3387.59 0.076114 8.04607 0.00728996 0.00716659 11.75 0.0123882
8 0.0390269 10.4386 1118.05 4.86453 5.57408 0.0408662 687971 3.34868e+06 27484.2 1184.5 3.52428e+06 46549.5 342549 7.0084e-05 3.95491e+13 1.23523e+13 1.14798e+12 0 0 35.1295 3703.96 0.0760966 8.02342 0.00728991 0.00717626 11.75 0.0129721
9 0.0408662 10.4362 1113.21 4.8623 5.57388 0.0427921 754252 3.91217e+06 32185.9 1328.79 3.40739e+06 47879.5 363140 7.12557e-05 3.95341e+13 1.23477e+13 1.14756e+12 0 0 38.5095 4049.37 0.0760783 7.99984 0.00728986 0.00718628 11.75 0.0135834
10 0.0427921 10.4336 1108.19 4.85997 5.57366 0.0448088 826915 4.52723e+06 37340.1 1488.95 3.29418e+06 49245.5 384946 7.24533e-05 3.95184e+13 1.23427e+13 1.14713e+12 0 0 42.2142 4426.43 0.0760592 7.97529 0.0072898 0.00719667 11.75 0.0142236
11 0.0448088 10.431 1102.99 4.85753 5.57344 0.0469206 906572 5.19847e+06 42990.2 1666.72 3.18454e+06 50648.4 408036 7.25292e-05 3.9502e+13 1.23376e+13 1.14668e+12 0 0 46.2747 4837.93 0.0760392 7.94974 0.00728975 0.00720744 11.75 0.014894
12 0.0469206 10.4282 1097.6 4.85498 5.57321 0.0491319 993896 5.93088e+06 49183.8 1864.03 3.07835e+06 52089.1 432485 7.24946e-05 3.94848e+13 1.23322e+13 1.1462e+12 0 0 50.7253 5286.94 0.0760182 7.92315 0.00728969 0.00721859 11.75 0.0155959
