#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar
128 9.80311 1.52024 0 0 1.52024 10.2651 1.15295e+10 4.58679e+08 4.15878e+09 1.76509e+07 1999.99 208282 1.22927e+06 0.951034 0 0 0 7041.52 0 0.000241746 0
129 10.2651 1.21165 0 0 1.21165 10.7489 1.22323e+10 4.58679e+08 4.19748e+09 1.88909e+07 1847.61 207829 1.20977e+06 1.025 0 0 0 6098.86 0 0.00019096 0
130 10.7489 0.958436 0 0 0.958436 11.2555 1.29673e+10 4.58679e+08 4.23104e+09 2.02052e+07 1705.61 207277 1.19e+06 1.10445 0 0 0 5245.84 0 0.000149799 0
131 11.2555 0.752163 0 0 0.752163 11.7859 1.37353e+10 4.58679e+08 4.25992e+09 2.15973e+07 1573.39 206628 1.17e+06 1.18978 0 0 0 4479.37 0 0.000116657 0
132 11.7859 0.58542 0 0 0.58542 12.3414 1.45369e+10 4.58679e+08 4.28457e+09 2.30706e+07 1450.39 205884 1.14979e+06 1.28139 0 0 0 3795.71 0 9.01543e-05 0
133 12.3414 0.451711 0 0 0.451711 12.923 1.53727e+10 4.58679e+08 4.30542e+09 2.46288e+07 1336.06 205045 1.12939e+06 1.37974 0 0 0 3190.6 0 6.91139e-05 0
134 12.923 0.345396 0 0 0.345396 13.5321 1.62433e+10 4.58679e+08 4.32291e+09 2.62758e+07 1229.89 204116 1.10885e+06 1.48529 0 0 0 2659.31 0 5.25366e-05 0
135 13.5321 0.26161 0 0 0.26161 14.1698 1.7149e+10 4.58679e+08 4.33743e+09 2.80153e+07 1131.39 203098 1.08818e+06 1.59854 0 0 0 2196.79 0 3.95805e-05 0
136 14.1698 0.19619 0 0 0.19619 14.8376 1.80905e+10 4.58679e+08 4.34936e+09 2.98513e+07 1040.07 201995 1.06742e+06 1.72005 0 0 0 1797.72 0 2.95403e-05 0
137 14.8376 0.145607 0 0 0.145607 15.5369 1.90681e+10 4.58679e+08 4.35908e+09 3.17879e+07 955.489 200809 1.04659e+06 1.85039 0 0 0 1456.63 0 2.18294e-05 0
138 15.5369 0.106897 0 0 0.106897 16.2691 2.0082e+10 4.58679e+08 4.3669e+09 3.38293e+07 877.217 199543 1.02573e+06 1.99017 0 0 0 1167.99 0 1.59636e-05 0
139 16.2691 0.077588 0 0 0.077588 17.0358 2.11328e+10 4.58679e+08 4.37313e+09 3.59798e+07 804.846 198202 901287 2.38597 0 0 0 926.289 0 1.15462e-05 0
140 17.0358 0.0556474 0 0 0.0556474 17.8387 2.22204e+10 4.58679e+08 4.37802e+09 3.82437e+07 737.986 196788 882582 2.56513 0 0 0 726.135 0 8.25488e-06 0
141 17.8387 0.0394158 0 0 0.0394158 18.6794 2.33453e+10 4.58679e+08 4.38182e+09 4.06257e+07 676.272 195305 863913 2.75719 0 0 0 562.321 0 5.83012e-06 0
142 18.6794 0.0275561 0 0 0.0275561 19.5598 2.45074e+10 4.58679e+08 4.38474e+09 4.31304e+07 619.353 193757 845309 2.96305 0 0 0 429.899 0 4.065e-06 0
143 19.5598 0.0190028 0 0 0.0190028 20.4816 2.5707e+10 4.58679e+08 4.38694e+09 4.57626e+07 566.902 192149 826789 3.18367 0 0 0 324.246 0 2.7962e-06 0
144 20.4816 0.012918 0 0 0.012918 21.4469 2.69439e+10 4.58679e+08 4.38858e+09 4.85273e+07 518.606 190484 808378 3.4201 0 0 0 241.103 0 1.89625e-06 0
145 21.4469 0.00865078 0 0 0.00865078 22.4576 2.82182e+10 4.58679e+08 4.38979e+09 5.14297e+07 474.171 188766 790097 3.67342 0 0 0 176.619 0 1.26687e-06 0
146 22.4576 0.00570287 0 0 0.00570287 23.516 2.95298e+10 4.58679e+08 4.39066e+09 5.44749e+07 433.323 186999 771963 3.94485 0 0 0 127.364 0 8.33185e-07 0
147 23.516 0.00369819 0 0 0.00369819 24.6243 3.08785e+10 4.58679e+08 4.39128e+09 5.76686e+07 395.799 185189 754002 4.23563 0 0 0 90.3428 0 5.38998e-07 0
148 24.6243 0.00235726 0 0 0.00235726 25.7848 3.22643e+10 4.58679e+08 4.39171e+09 6.10163e+07 361.356 183340 736230 4.54713 0 0 0 62.9824 0 3.42699e-07 0
149 25.7848 0.0014757 0 0 0.0014757 27 3.36868e+10 4.58679e+08 4.39201e+09 6.4524e+07 329.764 181455 718664 4.88082 0 0 0 43.1178 0 2.13968e-07 0
150 27 0.00090656 0 0 0.00090656 28.2725 3.51459e+10 4.58679e+08 4.39221e+09 6.81977e+07 300.809 179539 701320 5.23829 0 0 0 28.9614 0 1.31073e-07 0
151 28.2725 0.000546028 0 0 0.000546028 29.6049 3.66411e+10 4.58679e+08 4.39234e+09 7.20439e+07 274.288 177598 613860 6.26546 0 0 0 19.0683 0 7.87057e-08 0
152 29.6049 0.000322146 0 0 0.000322146 31.0001 3.81721e+10 4.58679e+08 4.39243e+09 7.6069e+07 250.014 175634 600076 6.70771 0 0 0 12.2948 0 4.62821e-08 0
153 31.0001 0.00018599 0 0 0.00018599 32.4611 3.97386e+10 4.58679e+08 4.39248e+09 8.02801e+07 227.812 173654 586497 7.18003 0 0 0 7.75551 0 2.66259e-08 0
154 32.4611 0.000104975 0 0 0.000104975 33.991 4.134e+10 4.58679e+08 4.39252e+09 8.46843e+07 207.518 171660 573132 7.6845 0 0 0 4.78118 0 1.49702e-08 0
155 33.991 5.78598e-05 0 0 5.78598e-05 35.5929 4.2976e+10 4.58679e+08 4.39254e+09 8.92893e+07 188.979 169658 559988 8.22337 0 0 0 2.87759 0 8.21716e-09 0
156 35.5929 3.11087e-05 0 0 3.11087e-05 37.2704 4.4646e+10 4.58679e+08 4.39255e+09 9.4103e+07 172.054 167652 547074 8.79901 0 0 0 1.6889 0 4.39843e-09 0
157 37.2704 1.62965e-05 0 0 1.62965e-05 39.0269 4.63495e+10 4.58679e+08 4.39256e+09 9.91338e+07 156.611 165646 534397 9.41401 0 0 0 0.965506 0 2.29324e-09 0
158 39.0269 8.30778e-06 0 0 8.30778e-06 40.8662 4.80859e+10 4.58679e+08 4.39256e+09 1.04391e+08 142.529 163645 521964 10.0711 0 0 0 0.536976 0 1.16318e-09 0
159 40.8662 4.1162e-06 0 0 4.1162e-06 42.7921 4.98546e+10 4.58679e+08 4.39256e+09 1.09883e+08 129.694 161652 509780 10.7734 0 0 0 0.29017 0 5.73252e-10 0
160 42.7921 1.97946e-06 0 0 1.97946e-06 44.8088 5.16552e+10 4.58679e+08 4.39256e+09 1.1562e+08 118.002 159671 497851 11.5241 0 0 0 0.15215 0 2.74136e-10 0
161 44.8088 9.22627e-07 0 0 9.22627e-07 46.9206 5.34868e+10 4.58679e+08 4.39256e+09 1.21613e+08 107.356 157707 417514 14.354 0 0 0 0.0773065 0 1.27031e-10 0
162 46.9206 4.16194e-07 0 0 4.16194e-07 49.1319 5.53489e+10 4.58679e+08 4.39256e+09 1.27873e+08 97.6675 155764 408734 15.3153 0 0 0 0.0380063 0 5.69572e-11 0
163 49.1319 1.8142e-07 0 0 1.8142e-07 51.4474 5.72409e+10 4.58679e+08 4.39256e+09 1.34411e+08 88.8533 153844 400137 16.341 0 0 0 0.0180524 0 2.46733e-11 0
164 51.4474 7.62939e-08 0 0 7.62939e-08 53.8721 5.9162e+10 4.58679e+08 4.39256e+09 1.41242e+08 80.8379 151953 391729 17.4359 0 0 0 0.00827116 0 1.031e-11 0
165 53.8721 3.09011e-08 0 0 3.09011e-08 56.411 6.11116e+10 4.58679e+08 4.39256e+09 1.48377e+08 73.5517 150093 383510 18.6051 0 0 0 0.00364948 0 4.14882e-12 0
166 56.411 1.20328e-08 0 0 1.20328e-08 59.0696 6.3089e+10 4.58679e+08 4.39256e+09 1.55832e+08 66.9305 148268 375482 19.8541 0 0 0 0.00154801 0 1.60497e-12 0
167 59.0696 4.49629e-09 0 0 4.49629e-09 61.8534 6.50935e+10 4.58679e+08 4.39256e+09 1.63622e+08 60.9154 146482 367646 21.1891 0 0 0 0.000630092 0 5.95796e-13 0
168 61.8534 1.60912e-09 0 0 1.60912e-09 64.7685 6.71244e+10 4.58679e+08 4.39256e+09 1.71764e+08 55.4525 144737 360005 22.6167 0 0 0 0.000245635 0 2.11828e-13 0
169 64.7685 5.50404e-10 0 0 5.50404e-10 67.8209 6.9181e+10 4.58679e+08 4.39256e+09 1.80276e+08 50.4923 143037 352557 24.1441 0 0 0 9.15297e-05 0 7.19872e-14 0
170 67.8209 1.79554e-10 0 0 1.79554e-10 71.0172 7.12626e+10 4.58679e+08 4.39256e+09 1.89178e+08 45.9893 141385 345304 25.7793 0 0 0 3.25313e-05 0 2.33343e-14 0
171 71.0172 5.57385e-11 0 0 5.57385e-11 74.3642 7.33685e+10 4.58679e+08 4.39256e+09 1.9849e+08 41.9022 139784 303387 30.6942 0 0 0 1.10039e-05 0 7.19849e-15 0
172 74.3642 1.6426e-11 0 0 1.6426e-11 77.8689 7.5498e+10 4.58679e+08 4.39256e+09 2.08235e+08 38.1931 138236 297232 32.7872 0 0 0 3.53419e-06 0 2.10855e-15 0
173 77.8689 4.58408e-12 0 0 4.58408e-12 81.5387 7.76505e+10 4.58679e+08 4.39256e+09 2.18439e+08 34.8273 136745 291254 35.0319 0 0 0 1.07514e-06 0 5.85004e-16 0
174 81.5387 1.20834e-12 0 0 1.20834e-12 85.3815 7.98252e+10 4.58679e+08 4.39256e+09 2.29126e+08 31.7733 135313 285450 37.4411 0 0 0 3.09001e-07 0 1.53339e-16 0
175 85.3815 3.00028e-13 0 0 3.00028e-13 89.4054 8.20214e+10 4.58679e+08 4.39256e+09 2.40327e+08 29.0023 133943 279820 40.0285 0 0 0 8.36759e-08 0 3.78699e-17 0
176 89.4054 6.99737e-14 0 0 6.99737e-14 93.6189 8.42386e+10 4.58679e+08 4.39256e+09 2.52072e+08 26.488 132637 274363 42.8093 0 0 0 2.12892e-08 0 8.78725e-18 0
177 93.6189 1.52831e-14 0 0 1.52831e-14 98.0311 8.6476e+10 4.58679e+08 4.39256e+09 2.64396e+08 24.2065 131398 269080 45.8001 0 0 0 5.07394e-09 0 1.91002e-18 0
178 98.0311 3.1163e-15 0 0 3.1163e-15 102.651 8.8733e+10 4.58679e+08 4.39256e+09 2.77336e+08 22.1361 130227 263966 49.0194 0 0 0 1.12929e-09 0 3.87702e-19 0
179 102.651 5.91282e-16 0 0 5.91282e-16 107.489 9.10089e+10 4.58679e+08 4.39256e+09 2.90931e+08 20.2571 129127 259024 52.4871 0 0 0 2.33947e-10 0 7.32506e-20 0
180 107.489 1.04038e-16 0 0 1.04038e-16 112.555 9.33031e+10 4.58679e+08 4.39256e+09 3.05226e+08 18.5515 128101 254250 56.2255 0 0 0 4.49569e-11 0 1.28378e-20 0
181 112.555 1.6915e-17 0 0 1.6915e-17 117.859 9.56151e+10 4.58679e+08 4.39256e+09 3.20269e+08 17.0029 127150 249643 60.2587 0 0 0 7.98512e-12 0 2.07958e-21 0
182 117.859 2.53168e-18 0 0 2.53168e-18 123.414 9.79441e+10 4.58679e+08 4.39256e+09 3.36113e+08 15.5966 126276 0 0 0 0 0 1.30599e-12 0 3.10193e-22 0
183 123.414 3.47451e-19 0 0 3.47451e-19 129.23 9.97741e+10 4.58679e+08 4.39256e+09 3.36113e+08 0 0 0 0 0 0 0 1.9591e-13 0 4.24375e-23 0
184 129.23 4.35453e-20 0 0 4.35453e-20 135.321 9.97741e+10 4.58679e+08 4.39256e+09 3.36113e+08 0 0 0 0 0 0 0 2.68437e-14 0 5.30318e-24 0
185 135.321 4.96228e-21 0 0 4.96228e-21 141.698 9.97741e+10 4.58679e+08 4.39256e+09 3.36113e+08 0 0 0 0 0 0 0 3.3452e-15 0 6.0272e-25 0
186 141.698 5.11865e-22 0 0 5.11865e-22 148.376 9.97741e+10 4.58679e+08 4.39256e+09 3.36113e+08 0 0 0 0 0 0 0 3.77425e-16 0 6.20189e-26 0
187 148.376 4.75681e-23 0 0 4.75681e-23 155.369 9.97741e+10 4.58679e+08 4.39256e+09 3.36113e+08 0 0 0 0 0 0 0 3.83718e-17 0 5.7505e-27 0
188 155.369 3.96292e-24 0 0 3.96292e-24 162.691 9.97741e+10 4.58679e+08 4.39256e+09 3.36113e+08 0 0 0 0 0 0 0 3.49796e-18 0 4.78088e-28 0
189 162.691 2.94448e-25 0 0 2.94448e-25 170.358 9.97741e+10 4.58679e+08 4.39256e+09 3.36113e+08 0 0 0 0 0 0 0 2.84437e-19 0 3.54552e-29 0
190 170.358 1.94064e-26 0 0 1.94064e-26 178.387 9.97741e+10 4.58679e+08 4.39256e+09 3.36113e+08 0 0 0 0 0 0 0 2.05196e-20 0 2.33271e-30 0
191 178.387 1.12813e-27 0 0 1.12813e-27 186.794 9.97741e+10 4.58679e+08 4.39256e+09 3.36113e+08 0 0 0 0 0 0 0 1.30585e-21 0 1.3539e-31 0
192 186.794 5.75009e-29 0 0 5.75009e-29 195.598 9.97741e+10 4.58679e+08 4.39256e+09 3.36113e+08 0 0 0 0 0 0 0 7.28751e-23 0 6.89084e-33 0
193 195.598 2.55384e-30 0 0 2.55384e-30 204.816 9.97741e+10 4.58679e+08 4.39256e+09 3.36113e+08 0 0 0 0 0 0 0 3.54421e-24 0 3.05642e-34 0
194 204.816 9.81947e-32 0 0 9.81947e-32 214.469 9.97741e+10 4.58679e+08 4.39256e+09 3.36113e+08 0 0 0 0 0 0 0 1.4924e-25 0 1.17376e-35 0
195 214.469 3.24638e-33 0 0 3.24638e-33 224.576 9.97741e+10 4.58679e+08 4.39256e+09 3.36113e+08 0 0 0 0 0 0 0 5.40398e-27 0 3.87621e-37 0
196 224.576 9.1628e-35 0 0 9.1628e-35 235.16 9.97741e+10 4.58679e+08 4.39256e+09 3.36113e+08 0 0 0 0 0 0 0 1.6707e-28 0 1.09293e-38 0
197 235.16 2.19144e-36 0 0 2.19144e-36 246.243 9.97741e+10 4.58679e+08 4.39256e+09 3.36113e+08 0 0 0 0 0 0 0 4.3772e-30 0 2.6115e-40 0
198 246.243 4.40664e-38 0 0 4.40664e-38 257.848 9.97741e+10 4.58679e+08 4.39256e+09 3.36113e+08 0 0 0 0 0 0 0 9.64279e-32 0 5.24682e-42 0
199 257.848 7.3893e-40 0 0 7.3893e-40 270 9.97741e+10 4.58679e+08 4.39256e+09 3.36113e+08 0 0 0 0 0 0 0 1.77157e-33 0 8.79127e-44 0
0 0.027 13.0348 1931.66 9.51142 3.52338 0.0282725 374666 426812 2880.12 679.591 7.07549e+06 46147.1 3.13987e+06 2.55221e-05 8.76873e+13 0 0 41.4192 4011.51 0.187454 18.1552
1 0.0282725 13.0316 1926.4 9.50816 3.52343 0.0296049 410786 893528 6037.34 775.58 6.84552e+06 47487.3 423532 2.59237e-05 8.76648e+13 0 0 45.4019 4390.28 0.187399 18.1211
2 0.0296049 13.0282 1920.6 9.50476 3.52347 0.0310001 450386 1.40373e+06 9498.26 882.204 6.62271e+06 48864.9 449279 2.63334e-05 8.76412e+13 0 0 49.7669 4804.4 0.187342 18.0856
3 0.0310001 13.0247 1914.56 9.50119 3.52352 0.0324611 493802 1.9614e+06 13292.1 1000.63 6.40686e+06 50280.9 476568 2.62193e-05 8.76165e+13 0 0 54.5508 5257.12 0.187282 18.0485
4 0.0324611 13.021 1908.29 9.49746 3.52357 0.033991 541402 2.57087e+06 17450.7 1132.17 6.19774e+06 51736.3 505491 2.61722e-05 8.75907e+13 0 0 59.7937 5751.97 0.187219 18.0099
5 0.033991 13.0172 1901.78 9.49356 3.52363 0.0355929 593587 3.23686e+06 22009.2 1278.26 5.99516e+06 53232.1 536143 2.61273e-05 8.75637e+13 0 0 65.5394 6292.79 0.187153 17.9695
6 0.0355929 13.0132 1895.01 9.48947 3.52368 0.0372704 650800 3.9645e+06 27006 1440.5 5.7989e+06 54769.3 568624 2.6085e-05 8.75354e+13 0 0 71.8361 6883.77 0.187084 17.9275
7 0.0372704 13.0089 1887.97 9.48519 3.52374 0.0390269 713525 4.75938e+06 32483.1 1620.67 5.60879e+06 56349 603043 2.70254e-05 8.75057e+13 0 0 78.7363 7529.46 0.187012 17.8837
8 0.0390269 13.0045 1880.67 9.48072 3.52381 0.0408662 782292 5.62758e+06 38486.5 1820.74 5.42462e+06 57972.2 639512 2.69735e-05 8.74747e+13 0 0 86.2978 8234.8 0.186936 17.838
9 0.0408662 12.9999 1873.1 9.47603 3.52387 0.0427921 857683 6.57571e+06 45066.8 2042.9 5.24622e+06 59640 678151 2.69242e-05 8.74422e+13 0 0 94.5837 9005.2 0.186857 17.7904
10 0.0427921 12.9951 1865.23 9.47113 3.52394 0.0448088 940335 7.61094e+06 52279.3 2289.57 5.07342e+06 61353.7 719085 2.68777e-05 8.74083e+13 0 0 103.663 9846.5 0.186774 17.7409
11 0.0448088 12.99 1857.08 9.466 3.52401 0.0469206 1.03095e+06 8.7411e+06 60184.6 2563.44 4.90604e+06 63114.2 762448 2.83166e-05 8.73727e+13 0 0 113.612 10765.1 0.186688 17.6893
12 0.0469206 12.9847 1848.63 9.46063 3.52408 0.0491319 1.13029e+06 9.97464e+06 68849 2867.5 4.74391e+06 64922.8 808381 2.90627e-05 8.73355e+13 0 0 124.512 11767.8 0.186597 17.6355
13 0.0491319 12.9792 1839.87 9.45502 3.52416 0.0514474 1.23919e+06 1.13208e+07 78345.3 3205.04 4.58688e+06 66780.7 857031 2.98304e-05 8.72965e+13 0 0 136.456 12862.2 0.186503 17.5796
14 0.0514474 12.9734 1830.8 9.44914 3.52424 0.0538721 1.35858e+06 1.27895e+07 88753.1 3579.75 4.43478e+06 68689.1 908557 3.06204e-05 8.72558e+13 0 0 149.541 14056.4 0.186404 17.5214
15 0.0538721 12.9673 1821.4 9.44299 3.52433 0.056411 1.48946e+06 1.43917e+07 100160 3995.67 4.28748e+06 70649.3 963122 3.14337e-05 8.72131e+13 0 0 163.877 15359.3 0.1863 17.4608
16 0.056411 12.961 1811.68 9.43656 3.52442 0.0590696 1.63294e+06 1.61391e+07 112661 4457.33 4.14481e+06 72662.4 1.0209e+06 3.377e-05 8.71684e+13 0 0 179.583 16780.4 0.186191 17.3978
17 0.0590696 12.9543 1801.63 9.42983 3.52451 0.0618534 1.79023e+06 1.80444e+07 126361 4969.71 4.00664e+06 74729.8 1.08208e+06 3.56761e-05 8.71217e+13 0 0 196.789 18330 0.186078 17.3323
18 0.0618534 12.9474 1791.23 9.42279 3.52461 0.0647685 1.96266e+06 2.01215e+07 141374 5538.36 3.87284e+06 76852.7 1.14686e+06 3.7691e-05 8.70728e+13 0 0 215.637 20019.5 0.185959 17.2642
19 0.0647685 12.9401 1780.48 9.41542 3.52471 0.0678209 2.15169e+06 2.23854e+07 157827 6169.42 3.74326e+06 79032.6 1.21543e+06 3.9821e-05 8.70216e+13 0 0 236.284 21861 0.185835 17.1935
20 0.0678209 12.9325 1769.39 9.40771 3.52482 0.0710172 2.3589e+06 2.48521e+07 175857 6869.67 3.61778e+06 81270.8 1.28802e+06 4.11312e-05 8.69681e+13 0 0 258.899 23867.6 0.185705 17.12
21 0.0710172 12.9246 1757.93 9.39965 3.52493 0.0743642 2.58604e+06 2.75394e+07 195614 7646.67 3.49627e+06 83568.5 1.36485e+06 4.42237e-05 8.69121e+13 0 0 283.669 26053.7 0.185569 17.0436
22 0.0743642 12.9163 1746.11 9.39122 3.52505 0.0778689 2.83504e+06 3.04661e+07 217264 8508.76 3.3786e+06 85927.4 1.44616e+06 4.75487e-05 8.68535e+13 0 0 310.799 28434.5 0.185427 16.9644
23 0.0778689 12.9076 1733.91 9.3824 3.52517 0.0815387 3.10799e+06 3.36527e+07 240986 9465.2 3.26468e+06 88348.6 1.53221e+06 5.11242e-05 8.67921e+13 0 0 340.511 31026.7 0.185278 16.8822
24 0.0815387 12.8985 1721.34 9.37318 3.5253 0.0853815 3.40718e+06 3.71215e+07 266978 10526.2 3.15436e+06 90833.8 1.62327e+06 5.20738e-05 8.6728e+13 0 0 373.05 33848.2 0.185123 16.7969
25 0.0853815 12.889 1708.4 9.36354 3.52543 0.0894054 3.73514e+06 4.08963e+07 295457 11703.2 3.04756e+06 93384.4 1.71962e+06 5.60029e-05 8.66608e+13 0 0 408.682 36918.4 0.18496 16.7084
26 0.0894054 12.879 1695.06 9.35345 3.52557 0.0936189 4.09464e+06 4.5003e+07 326659 13008.7 2.94415e+06 96001.8 1.82154e+06 6.02288e-05 8.65906e+13 0 0 447.699 40258.1 0.18479 16.6168
27 0.0936189 12.8686 1681.34 9.3429 3.52572 0.0980311 4.48868e+06 4.94694e+07 360845 14456.6 2.84403e+06 98687.6 1.92936e+06 6.47742e-05 8.65171e+13 0 0 490.42 43889.7 0.184613 16.5218
28 0.0980311 12.8578 1667.22 9.33188 3.52587 0.102651 4.9206e+06 5.43257e+07 398296 16062.4 2.7471e+06 101443 2.04341e+06 6.70036e-05 8.64403e+13 0 0 537.194 47837.5 0.184427 16.4234
29 0.102651 12.8464 1652.7 9.32035 3.52604 0.107489 5.39402e+06 5.96041e+07 439325 17843.2 2.65327e+06 104270 2.16402e+06 7.16827e-05 8.63599e+13 0 0 588.401 52127.4 0.184233 16.3215
30 0.107489 12.8345 1637.78 9.30829 3.52621 0.112555 5.91291e+06 6.53395e+07 484270 19817.7 2.56244e+06 107171 2.29157e+06 7.66899e-05 8.62758e+13 0 0 644.457 56787.3 0.184029 16.216
31 0.112555 12.8221 1622.45 9.29568 3.52639 0.117859 6.48165e+06 7.15693e+07 533504 22007 2.47451e+06 110145 2.42644e+06 8.20484e-05 8.61878e+13 0 0 705.817 61847.1 0.183817 16.1069
32 0.117859 12.8091 1606.7 9.28251 3.52658 0.123414 7.10501e+06 7.83339e+07 587434 24434.2 2.3894e+06 113196 2.56903e+06 8.28569e-05 8.60958e+13 0 0 772.977 67338.8 0.183595 15.9941
33 0.123414 12.7955 1590.54 9.26873 3.52677 0.12923 7.78821e+06 8.56765e+07 646503 27124.9 2.30702e+06 116325 2.71976e+06 8.77084e-05 8.59995e+13 0 0 846.48 73296.7 0.183362 15.8774
34 0.12923 12.7813 1573.94 9.25434 3.52698 0.135321 8.53699e+06 9.36435e+07 711200 30107.5 2.22729e+06 119534 2.87909e+06 9.28482e-05 8.58989e+13 0 0 926.919 79757.5 0.18312 15.7567
35 0.135321 12.7665 1556.9 9.2393 3.5272 0.141698 9.35762e+06 1.02285e+08 782056 33413.3 2.15011e+06 122823 3.04748e+06 9.82931e-05 8.57937e+13 0 0 1014.94 86759.7 0.182866 15.6319
36 0.141698 12.751 1539.28 9.22358 3.52743 0.148376 1.0257e+07 1.11652e+08 859654 37077 2.07542e+06 126196 3.22542e+06 0.000100315 8.56836e+13 0 0 1111.25 94341.3 0.182601 15.5023
37 0.148376 12.7348 1521.23 9.20715 3.52766 0.155369 1.12426e+07 1.21803e+08 944631 41137 2.00314e+06 129653 3.41343e+06 0.000105634 8.55686e+13 0 0 1216.61 102550 0.182324 15.3684
38 0.155369 12.7179 1502.79 9.19 3.52791 0.162691 1.23228e+07 1.32798e+08 1.03768e+06 45635.8 1.93319e+06 133196 3.61206e+06 0.000111241 8.54483e+13 0 0 1331.87 111434 0.182035 15.2304
39 0.162691 12.7002 1483.93 9.17207 3.52817 0.170358 1.35064e+07 1.44703e+08 1.13957e+06 50620.2 1.86551e+06 136827 3.82188e+06 0.000117153 8.53226e+13 0 0 1457.94 121044 0.181733 15.0881
40 0.170358 12.6818 1464.69 9.15335 3.52844 0.178387 1.48035e+07 1.57587e+08 1.25112e+06 56142.1 1.80001e+06 140548 4.04347e+06 0.000123386 8.51912e+13 0 0 1595.83 131433 0.181418 14.9416
41 0.178387 12.6625 1445.05 9.1338 3.52873 0.186794 1.62249e+07 1.71525e+08 1.37325e+06 62258.9 1.73664e+06 144360 4.27749e+06 0.000127504 8.50539e+13 0 0 1746.61 142658 0.181088 14.7907
42 0.186794 12.6424 1425.03 9.11338 3.52902 0.195598 1.77824e+07 1.86595e+08 1.50696e+06 69033.9 1.67532e+06 148265 4.52457e+06 0.000134272 8.49103e+13 0 0 1911.49 154779 0.180744 14.6355
43 0.195598 12.6214 1404.63 9.09206 3.52934 0.204816 1.9489e+07 2.02883e+08 1.65331e+06 76537.3 1.616e+06 152265 4.78542e+06 0.000141409 8.47602e+13 0 0 2091.73 167862 0.180385 14.4759
44 0.204816 12.5995 1383.87 9.06979 3.52967 0.214469 2.1359e+07 2.20479e+08 1.81351e+06 84846.4 1.55861e+06 156362 5.06076e+06 0.000148935 8.46034e+13 0 0 2288.77 181971 0.18001 14.3119
45 0.214469 12.5766 1362.74 9.04656 3.53002 0.224576 2.34078e+07 2.39477e+08 1.98885e+06 94046.6 1.50309e+06 160557 5.35135e+06 0.000154602 8.44396e+13 0 0 2504.13 197180 0.179618 14.1435
46 0.224576 12.5527 1341.28 9.02231 3.53038 0.23516 2.56525e+07 2.59981e+08 2.18073e+06 104232 1.44938e+06 164852 5.65799e+06 0.000163752 8.42685e+13 0 0 2739.47 213562 0.179209 13.9707
47 0.23516 12.5278 1319.47 8.997 3.53076 0.246243 2.81118e+07 2.82097e+08 2.39071e+06 115508 1.39743e+06 169249 5.9815e+06 0.000173455 8.40897e+13 0 0 2996.63 231196 0.178783 13.7934
48 0.246243 12.5018 1297.34 8.9706 3.53116 0.257848 3.08061e+07 3.0594e+08 2.62048e+06 127989 1.34719e+06 173750 6.32277e+06 0.000183741 8.3903e+13 0 0 3277.56 250164 0.178338 13.6119
49 0.257848 12.4746 1274.9 8.94305 3.53157 0.27 3.37577e+07 3.31631e+08 2.87186e+06 141802 1.29859e+06 178356 6.68269e+06 0.000187732 8.3708e+13 0 0 3584.43 270553 0.177874 13.426
50 0.27 12.4463 1252.17 8.91433 3.53201 0.282725 3.6991e+07 3.59298e+08 3.14687e+06 157087 1.25159e+06 183069 7.06223e+06 0.000198888 8.35043e+13 0 0 3919.56 292453 0.177391 13.2358
51 0.282725 12.4168 1229.15 8.88436 3.53247 0.296049 4.05329e+07 3.89077e+08 3.4477e+06 174000 1.20614e+06 187891 7.46239e+06 0.00021072 8.32917e+13 0 0 4285.48 315957 0.176886 13.0413
52 0.296049 12.3861 1205.86 8.85313 3.53295 0.310001 4.44124e+07 4.21111e+08 3.77673e+06 192711 1.16219e+06 192823 7.8842e+06 0.000223269 8.30697e+13 0 0 4684.95 341164 0.176359 12.8427
53 0.310001 12.354 1182.33 8.82057 3.53345 0.324611 4.86618e+07 4.55549e+08 4.13657e+06 213408 1.1197e+06 197867 8.32875e+06 0.00023658 8.2838e+13 0 0 5120.97 368174 0.175811 12.64
54 0.324611 12.3206 1158.56 8.78663 3.53398 0.33991 5.33159e+07 4.92551e+08 4.53007e+06 236300 1.07861e+06 203025 8.79717e+06 0.000249654 8.25962e+13 0 0 5596.79 397091 0.17524 12.4332
55 0.33991 12.2858 1134.57 8.75127 3.53454 0.355929 5.8413e+07 5.32283e+08 4.96031e+06 261615 1.03888e+06 208298 9.29066e+06 0.000270055 8.23438e+13 0 0 6115.9 428025 0.174644 12.2226
56 0.355929 12.2496 1110.39 8.71444 3.53512 0.372704 6.3995e+07 5.74919e+08 5.43066e+06 289607 1.00048e+06 213688 9.81045e+06 0.00029212 8.20805e+13 0 0 6682.13 461084 0.174024 12.0081
57 0.372704 12.2118 1086.03 8.67608 3.53574 0.390269 7.01078e+07 6.20644e+08 5.94481e+06 320553 963361 219196 1.03578e+07 0.000315985 8.18058e+13 0 0 7299.61 496384 0.173378 11.7899
