#i RadiusInner SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic RadiusOuter MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassBin
32 0.117859 171.038 0 0 171.038 0.123414 2.49484e+06 0 8.83599e+06 386.883 36265.3 17784.1 8390.44 0.00212184 0 0 0 0 0 0 0 0 nan 10
33 0.123414 167.875 0 0 167.875 0.12923 2.73039e+06 0 9.61097e+06 427.486 34812.5 18205.1 8831.39 0.00239271 0 0 0 0 0 0 0 0 nan 10
34 0.12923 164.654 0 0 164.654 0.135321 2.98792e+06 0 1.04444e+07 472.226 33410.5 18633.4 9293.46 0.00269742 0 0 0 0 0 0 0 0 nan 10
35 0.135321 161.378 0 0 161.378 0.141698 3.26945e+06 0 1.13401e+07 521.515 32057.8 19068.9 9777.51 0.00304007 0 0 0 0 0 0 0 0 nan 10
36 0.141698 158.048 0 0 158.048 0.148376 3.57717e+06 0 1.23019e+07 575.802 30752.8 19511.6 10284.4 0.00342525 0 0 0 0 0 0 0 0 nan 10
37 0.148376 154.668 0 0 154.668 0.155369 3.91347e+06 0 1.3334e+07 635.581 29493.9 19961.5 10815 0.00385761 0 0 0 0 0 0 0 0 nan 10
38 0.155369 151.239 0 0 151.239 0.162691 4.28095e+06 0 1.44405e+07 701.391 28279.8 20418.4 11370.2 0.00431562 0 0 0 0 0 0 0 0 nan 10
39 0.162691 147.766 0 0 147.766 0.170358 4.68244e+06 0 1.5626e+07 773.823 27108.9 20882.3 11951 0.00482673 0 0 0 0 0 0 0 0 nan 10
40 0.170358 144.25 0 0 144.25 0.178387 5.121e+06 0 1.68949e+07 853.521 25979.8 21353.1 12558.3 0.00539692 0 0 0 0 0 0 0 0 nan 10
41 0.178387 140.695 0 0 140.695 0.186794 5.59999e+06 0 1.82519e+07 941.194 24891.4 21830.8 13193 0.00603278 0 0 0 0 0 0 0 0 nan 10
42 0.186794 137.106 0 0 137.106 0.195598 6.12304e+06 0 1.97019e+07 1037.61 23842.2 22315.2 13856.1 0.00674167 0 0 0 0 0 0 0 0 nan 10
43 0.195598 133.485 0 0 133.485 0.204816 6.6941e+06 0 2.12498e+07 1143.62 22831 22806.3 14126.9 0.007504 0 0 0 0 0 0 0 0 nan 10
44 0.204816 129.837 0 0 129.837 0.214469 7.31744e+06 0 2.29006e+07 1260.14 21856.6 23303.8 13962.8 0.00834498 0 0 0 0 0 0 0 0 nan 10
45 0.214469 126.165 0 0 126.165 0.224576 7.99773e+06 0 2.46595e+07 1388.18 20917.8 23807.6 13800.3 0.00927775 0 0 0 0 0 0 0 0 nan 10
46 0.224576 122.474 0 0 122.474 0.23516 8.74002e+06 0 2.65317e+07 1528.83 20013.5 24317.5 13639.5 0.0103119 0 0 0 0 0 0 0 0 nan 10
47 0.23516 118.769 0 0 118.769 0.246243 9.54976e+06 0 2.85224e+07 1683.29 19142.6 24833.5 13480.3 0.0114582 0 0 0 0 0 0 0 0 nan 10
48 0.246243 115.054 0 0 115.054 0.257848 1.04329e+07 0 3.06369e+07 1852.86 18303.9 25355.2 13347.5 0.0127046 0 0 0 0 0 0 0 0 nan 10
49 0.257848 111.333 0 0 111.333 0.27 1.13959e+07 0 3.28804e+07 2038.97 17496.5 25882.5 13245.2 0.0140511 0 0 0 0 0 0 0 0 nan 10
50 0.27 107.612 0 0 107.612 0.282725 1.24456e+07 0 3.52582e+07 2243.16 16719.4 26415 13142.9 0.0155362 0 0 0 0 0 0 0 0 nan 10
51 0.282725 103.895 0 0 103.895 0.296049 1.35896e+07 0 3.77753e+07 2467.12 15971.5 26952.6 13040.5 0.0171739 0 0 0 0 0 0 0 0 nan 10
52 0.296049 100.188 0 0 100.188 0.310001 1.48361e+07 0 4.04368e+07 2712.67 15251.9 27495 12938 0.018979 0 0 0 0 0 0 0 0 nan 10
53 0.310001 96.4961 0 0 96.4961 0.324611 1.61938e+07 0 4.32475e+07 2981.8 14559.8 28041.9 12835.5 0.020968 0 0 0 0 0 0 0 0 nan 10
54 0.324611 92.8235 0 0 92.8235 0.33991 1.76722e+07 0 4.62121e+07 3276.68 13894.1 28592.9 12724.7 0.0231739 0 0 0 0 0 0 0 0 nan 10
55 0.33991 89.176 0 0 89.176 0.355929 1.92817e+07 0 4.9335e+07 3599.65 13254.1 29147.7 12611.2 0.0256099 0 0 0 0 0 0 0 0 nan 10
56 0.355929 85.5585 0 0 85.5585 0.372704 2.10331e+07 0 5.26202e+07 3953.26 12638.9 29705.9 12498 0.0282932 0 0 0 0 0 0 0 0 nan 10
57 0.372704 81.9764 0 0 81.9764 0.390269 2.29386e+07 0 5.60716e+07 4340.27 12047.7 30267.3 12385.1 0.0312479 0 0 0 0 0 0 0 0 nan 10
58 0.390269 78.4347 0 0 78.4347 0.408662 2.50108e+07 0 5.96925e+07 4763.67 11479.7 30831.2 12272.3 0.0345002 0 0 0 0 0 0 0 0 nan 10
59 0.408662 74.9385 0 0 74.9385 0.427921 2.72637e+07 0 6.34858e+07 5226.69 10934.2 31397.5 12159.7 0.0380783 0 0 0 0 0 0 0 0 nan 10
60 0.427921 71.4928 0 0 71.4928 0.448088 2.9712e+07 0 6.74537e+07 5732.84 10410.4 31965.4 12042.8 0.0420294 0 0 0 0 0 0 0 0 nan 10
61 0.448088 68.1023 0 0 68.1023 0.469206 3.23717e+07 0 7.15982e+07 6285.91 9907.52 32534.7 11923.3 0.0463858 0 0 0 0 0 0 0 0 nan 10
62 0.469206 64.7719 0 0 64.7719 0.491319 3.526e+07 0 7.59203e+07 6889.99 9424.99 33104.8 11804.2 0.0511752 0 0 0 0 0 0 0 0 nan 10
63 0.491319 61.5061 0 0 61.5061 0.514474 3.83952e+07 0 8.04204e+07 7549.51 8962.08 33675.2 11685.6 0.0564383 0 0 0 0 0 0 0 0 nan 10
64 0.514474 58.3092 0 0 58.3092 0.538721 4.1797e+07 0 8.50982e+07 8269.22 8518.15 34245.3 11567.4 0.062219 0 0 0 0 0 0 0 0 nan 10
65 0.538721 55.1854 0 0 55.1854 0.56411 4.54865e+07 0 8.99526e+07 9054.28 8092.54 34814.5 11449.7 0.0685654 0 0 0 0 0 0 0 0 nan 10
66 0.56411 52.1387 0 0 52.1387 0.590696 4.94861e+07 0 9.49814e+07 9910.21 7684.65 35382.3 11332.4 0.0755294 0 0 0 0 0 0 0 0 nan 10
67 0.590696 49.1727 0 0 49.1727 0.618534 5.38199e+07 0 1.00182e+08 10843 7293.88 35948.1 11273.1 0.0827428 0 0 0 0 0 0 0 0 nan 10
68 0.618534 46.2908 0 0 46.2908 0.647685 5.85137e+07 0 1.0555e+08 11859 6919.64 36511.2 11224.1 0.0905205 0 0 0 0 0 0 0 0 nan 10
69 0.647685 43.4962 0 0 43.4962 0.678209 6.35946e+07 0 1.1108e+08 12965.1 6561.38 37071 11173.1 0.0990003 0 0 0 0 0 0 0 0 nan 10
70 0.678209 40.7916 0 0 40.7916 0.710172 6.90919e+07 0 1.16767e+08 14168.8 6218.55 37626.7 11120.1 0.108242 0 0 0 0 0 0 0 0 nan 10
71 0.710172 38.1796 0 0 38.1796 0.743642 7.50364e+07 0 1.22603e+08 15477.9 5890.61 38177.8 11065 0.118311 0 0 0 0 0 0 0 0 nan 10
72 0.743642 35.6622 0 0 35.6622 0.778689 8.1461e+07 0 1.28581e+08 16901 5577.05 38723.4 11007.9 0.129276 0 0 0 0 0 0 0 0 nan 10
73 0.778689 33.2412 0 0 33.2412 0.815387 8.84006e+07 0 1.3469e+08 18447 5277.37 39262.9 10948.6 0.141212 0 0 0 0 0 0 0 0 nan 10
74 0.815387 30.9181 0 0 30.9181 0.853815 9.58919e+07 0 1.4092e+08 20125.9 4991.08 39795.5 10887.3 0.154202 0 0 0 0 0 0 0 0 nan 10
75 0.853815 28.6939 0 0 28.6939 0.894054 1.03974e+08 0 1.4726e+08 21947.9 4717.71 40320.4 10990.5 0.16578 0 0 0 0 0 0 0 0 nan 10
76 0.894054 26.5694 0 0 26.5694 0.936189 1.12688e+08 0 1.53697e+08 23924.1 4456.8 40836.9 11092.1 0.178166 0 0 0 0 0 0 0 0 nan 10
77 0.936189 24.5449 0 0 24.5449 0.980311 1.22077e+08 0 1.60218e+08 26066.4 4207.9 41344.1 11186.9 0.1915 0 0 0 0 0 0 0 0 nan 10
78 0.980311 22.6203 0 0 22.6203 1.02651 1.32188e+08 0 1.66807e+08 28387.4 3970.58 41841.4 11274.7 0.205857 0 0 0 0 0 0 0 0 nan 10
79 1.02651 20.7952 0 0 20.7952 1.07489 1.43067e+08 0 1.73448e+08 30900.4 3744.41 42327.9 11354.9 0.221318 0 0 0 0 0 0 0 0 nan 10
80 1.07489 19.0689 0 0 19.0689 1.12555 1.54765e+08 0 1.80126e+08 33619.8 3529 42802.7 11427.4 0.237968 0 0 0 0 0 0 0 0 nan 10
81 1.12555 17.4404 0 0 17.4404 1.17859 1.67336e+08 0 1.86823e+08 36560.6 3323.93 43265.2 11491.8 0.255905 0 0 0 0 0 0 0 0 nan 10
82 1.17859 15.9081 0 0 15.9081 1.23414 1.80833e+08 0 1.9352e+08 39738.9 3128.82 43714.4 11547.9 0.275228 0 0 0 0 0 0 0 0 nan 10
83 1.23414 14.4703 0 0 14.4703 1.2923 1.95314e+08 0 2.002e+08 43171.7 2943.3 44149.6 11595.4 0.296049 0 0 0 0 0 0 0 0 nan 10
84 1.2923 13.125 0 0 13.125 1.35321 2.1084e+08 0 2.06844e+08 46877 2766.99 44570 11634 0.318489 0 0 0 0 0 0 0 0 nan 10
85 1.35321 11.8699 0 0 11.8699 1.41698 2.27472e+08 0 2.13432e+08 50873.8 2599.55 44974.8 11808 0.338482 0 0 0 0 0 0 0 0 nan 10
86 1.41698 10.7025 0 0 10.7025 1.48376 2.45274e+08 0 2.19945e+08 55182.2 2440.62 45363.3 12013.1 0.358641 0 0 0 0 0 0 0 0 nan 10
87 1.48376 9.61982 0 0 9.61982 1.55369 2.64314e+08 0 2.26364e+08 59823.4 2289.87 45734.6 12202 0.38036 0 0 0 0 0 0 0 0 nan 10
88 1.55369 8.61895 0 0 8.61895 1.62691 2.84659e+08 0 2.3267e+08 64819.6 2146.97 46088 12373.7 0.403779 0 0 0 0 0 0 0 0 nan 10
89 1.62691 7.69667 0 0 7.69667 1.70358 3.06382e+08 0 2.38845e+08 70194.4 2011.61 46422.9 12526.9 0.429056 0 0 0 0 0 0 0 0 nan 10
90 1.70358 6.84964 0 0 6.84964 1.78387 3.29554e+08 0 2.4487e+08 75972.3 1883.46 46738.6 12660.9 0.456361 0 0 0 0 0 0 0 0 nan 10
91 1.78387 6.07436 0 0 6.07436 1.86794 3.5425e+08 0 2.50729e+08 82179.3 1762.24 47034.3 12774.7 0.485882 0 0 0 0 0 0 0 0 nan 10
92 1.86794 5.36725 0 0 5.36725 1.95598 3.80547e+08 0 2.56405e+08 88842.5 1647.66 47309.5 12867.5 0.517831 0 0 0 0 0 0 0 0 nan 10
93 1.95598 4.72465 0 0 4.72465 2.04816 4.08522e+08 0 2.61884e+08 95990.3 1539.41 47563.5 12938.5 0.55244 0 0 0 0 0 0 0 0 nan 10
94 2.04816 4.14285 0 0 4.14285 2.14469 4.38254e+08 0 2.67151e+08 103652 1437.24 47795.8 12987.4 0.589959 0 0 0 0 0 0 0 0 nan 10
95 2.14469 3.61814 0 0 3.61814 2.24576 4.69824e+08 0 2.72196e+08 111860 1340.87 48006 13013.6 0.630673 0 0 0 0 0 0 0 0 nan 10
96 2.24576 3.14678 0 0 3.14678 2.3516 5.03312e+08 0 2.77006e+08 120645 1250.04 48193.4 13016.9 0.674893 0 0 0 0 0 0 0 0 nan 10
97 2.3516 2.72509 0 0 2.72509 2.46243 5.388e+08 0 2.81574e+08 130041 1164.51 48357.7 12996.9 0.722965 0 0 0 0 0 0 0 0 nan 10
98 2.46243 2.34944 0 0 2.34944 2.57848 5.7637e+08 0 2.85891e+08 140084 1084.02 48498.6 12953.9 0.775272 0 0 0 0 0 0 0 0 nan 10
99 2.57848 2.01627 0 0 2.01627 2.7 6.16105e+08 0 2.89955e+08 150809 1008.34 48615.6 12887.7 0.832236 0 0 0 0 0 0 0 0 nan 10
100 2.7 1.72211 0 0 1.72211 2.82725 6.58087e+08 0 2.9376e+08 162256 937.245 48708.6 12798.9 0.894327 0 0 0 0 0 0 0 0 nan 10
101 2.82725 1.46361 0 0 1.46361 2.96049 7.02396e+08 0 2.97306e+08 174462 870.505 48777.3 12687.6 0.962069 0 0 0 0 0 0 0 0 nan 10
102 2.96049 1.23756 0 0 1.23756 3.10001 7.49115e+08 0 3.00593e+08 187469 807.909 48821.6 12554.6 1.03603 0 0 0 0 0 0 0 0 nan 10
103 3.10001 1.04087 0 0 1.04087 3.24611 7.98322e+08 0 3.03625e+08 201319 749.249 48841.4 12400.5 1.11687 0 0 0 0 0 0 0 0 nan 10
104 3.24611 0.870622 0 0 0.870622 3.3991 8.50096e+08 0 3.06406e+08 216055 694.324 48836.6 12226 1.2053 0 0 0 0 0 0 0 0 nan 10
105 3.3991 0.724065 0 0 0.724065 3.55929 9.04514e+08 0 3.08941e+08 231722 642.941 48807.3 12032.1 1.3021 0 0 0 0 0 0 0 0 nan 10
106 3.55929 0.598607 0 0 0.598607 3.72704 9.61651e+08 0 3.1124e+08 248366 594.913 48753.5 11819.9 1.40816 0 0 0 0 0 0 0 0 nan 10
107 3.72704 0.491839 0 0 0.491839 3.90269 1.02158e+09 0 3.1331e+08 266036 550.06 48675.5 11590.6 1.52447 0 0 0 0 0 0 0 0 nan 10
108 3.90269 0.401527 0 0 0.401527 4.08662 1.08437e+09 0 3.15164e+08 284780 508.209 48573.4 11345.3 1.65212 0 0 0 0 0 0 0 0 nan 10
109 4.08662 0.325617 0 0 0.325617 4.27921 1.15008e+09 0 3.16812e+08 304648 469.193 48447.5 11085.3 1.79233 0 0 0 0 0 0 0 0 nan 10
110 4.27921 0.262229 0 0 0.262229 4.48088 1.21879e+09 0 3.18268e+08 325694 432.853 48298.2 10812.1 1.94647 0 0 0 0 0 0 0 0 nan 10
111 4.48088 0.20966 0 0 0.20966 4.69206 1.29055e+09 0 3.19544e+08 347969 399.035 48125.8 10527 2.11603 0 0 0 0 0 0 0 0 nan 10
112 4.69206 0.166372 0 0 0.166372 4.91319 1.36541e+09 0 3.20654e+08 371529 367.592 47930.8 10231.6 2.30271 0 0 0 0 0 0 0 0 nan 10
113 4.91319 0.130991 0 0 0.130991 5.14474 1.44344e+09 0 3.21612e+08 396431 338.384 47713.8 9927.27 2.50839 0 0 0 0 0 0 0 0 nan 10
114 5.14474 0.102296 0 0 0.102296 5.38721 1.52467e+09 0 3.22433e+08 422731 311.275 47475.2 9615.51 2.73519 0 0 0 0 0 0 0 0 nan 10
115 5.38721 0.0792097 0 0 0.0792097 5.6411 1.60916e+09 0 3.2313e+08 450489 286.137 47215.7 9297.88 2.98542 0 0 0 0 0 0 0 0 nan 10
116 5.6411 0.0607918 0 0 0.0607918 5.90696 1.69694e+09 0 3.23716e+08 479766 262.847 46936 8975.79 3.26172 0 0 0 0 0 0 0 0 nan 10
117 5.90696 0.0462268 0 0 0.0462268 6.18534 1.78804e+09 0 3.24205e+08 510623 241.289 46636.8 8650.66 3.567 0 0 0 0 0 0 0 0 nan 10
118 6.18534 0.0348138 0 0 0.0348138 6.47685 1.88251e+09 0 3.24608e+08 543124 221.351 46318.9 8323.91 3.90453 0 0 0 0 0 0 0 0 nan 10
119 6.47685 0.0259559 0 0 0.0259559 6.78209 1.98035e+09 0 3.24939e+08 577334 202.927 45983 7996.88 4.27794 0 0 0 0 0 0 0 0 nan 10
120 6.78209 0.0191494 0 0 0.0191494 7.10172 2.0816e+09 0 3.25205e+08 613320 185.917 45630 7670.84 4.69129 0 0 0 0 0 0 0 0 nan 10
121 7.10172 0.0139736 0 0 0.0139736 7.43642 2.18626e+09 0 3.25419e+08 651150 170.226 45260.8 7347 5.14912 0 0 0 0 0 0 0 0 nan 10
122 7.43642 0.0100806 0 0 0.0100806 7.78689 2.29436e+09 0 3.25588e+08 690895 155.765 44876.2 7026.49 5.65648 0 0 0 0 0 0 0 0 nan 10
123 7.78689 0.00718566 0 0 0.00718566 8.15387 2.40588e+09 0 3.2572e+08 732627 142.447 44477.3 6762.31 6.17124 0 0 0 0 0 0 0 0 nan 10
124 8.15387 0.00505843 0 0 0.00505843 8.53815 2.52084e+09 0 3.25822e+08 776420 130.192 44065 6558.09 6.67763 0 0 0 0 0 0 0 0 nan 10
125 8.53815 0.00351471 0 0 0.00351471 8.94054 2.63923e+09 0 3.259e+08 822349 118.925 43640.2 6355.78 7.22638 0 0 0 0 0 0 0 0 nan 10
126 8.94054 0.00240898 0 0 0.00240898 9.36189 2.76104e+09 0 3.25958e+08 870494 108.575 43204 6155.69 7.82112 0 0 0 0 0 0 0 0 nan 10
127 9.36189 0.0016277 0 0 0.0016277 9.80311 2.88626e+09 0 3.26001e+08 920934 99.0741 42757.3 5958.19 8.46567 0 0 0 0 0 0 0 0 nan 10
128 9.80311 0.00108352 0 0 0.00108352 10.2651 3.01487e+09 0 3.26033e+08 973753 90.3596 42301.3 5763.56 9.1643 0 0 0 0 0 0 0 0 nan 10
129 10.2651 0.000710095 0 0 0.000710095 10.7489 3.14684e+09 0 3.26056e+08 1.02904e+06 82.3725 41836.8 5572.1 9.92155 0 0 0 0 0 0 0 0 nan 10
130 10.7489 0.000457834 0 0 0.000457834 11.2555 3.28215e+09 0 3.26072e+08 1.08687e+06 75.0575 41365 5384.04 10.7424 0 0 0 0 0 0 0 0 nan 10
131 11.2555 0.000290191 0 0 0.000290191 11.7859 3.42077e+09 0 3.26083e+08 1.14736e+06 68.363 40886.9 5199.69 11.6321 0 0 0 0 0 0 0 0 nan 10
132 11.7859 0.000180677 0 0 0.000180677 12.3414 3.56267e+09 0 3.2609e+08 1.21058e+06 62.2405 40403.5 5019.18 12.5967 0 0 0 0 0 0 0 0 nan 10
133 12.3414 0.000110409 0 0 0.000110409 12.923 3.7078e+09 0 3.26095e+08 1.27665e+06 56.6451 39915.9 4842.78 13.6422 0 0 0 0 0 0 0 0 nan 10
134 12.923 6.61633e-05 0 0 6.61633e-05 13.5321 3.85613e+09 0 3.26099e+08 1.34566e+06 51.5348 39424.9 4725.51 14.6038 0 0 0 0 0 0 0 0 nan 10
135 13.5321 3.88456e-05 0 0 3.88456e-05 14.1698 4.00761e+09 0 3.26101e+08 1.41772e+06 46.8706 38931.8 4625.09 15.581 0 0 0 0 0 0 0 0 nan 10
136 14.1698 2.23237e-05 0 0 2.23237e-05 14.8376 4.16219e+09 0 3.26102e+08 1.49295e+06 42.6162 38437.4 4526.29 16.6207 0 0 0 0 0 0 0 0 nan 10
137 14.8376 1.25447e-05 0 0 1.25447e-05 15.5369 4.31983e+09 0 3.26103e+08 1.57147e+06 38.738 37942.7 4429.12 17.727 0 0 0 0 0 0 0 0 nan 10
138 15.5369 6.88594e-06 0 0 6.88594e-06 16.2691 4.48048e+09 0 3.26104e+08 1.65339e+06 35.2047 37448.8 4333.66 18.9043 0 0 0 0 0 0 0 0 nan 10
139 16.2691 3.68811e-06 0 0 3.68811e-06 17.0358 4.64407e+09 0 3.26104e+08 1.73886e+06 31.9874 36956.4 4239.9 20.1576 0 0 0 0 0 0 0 0 nan 10
140 17.0358 1.92523e-06 0 0 1.92523e-06 17.8387 4.81055e+09 0 3.26104e+08 1.828e+06 29.0595 36466.7 4147.91 21.4919 0 0 0 0 0 0 0 0 nan 10
141 17.8387 9.78308e-07 0 0 9.78308e-07 18.6794 4.97986e+09 0 3.26104e+08 1.92098e+06 26.3963 35980.3 4057.7 22.9128 0 0 0 0 0 0 0 0 nan 10
142 18.6794 4.83319e-07 0 0 4.83319e-07 19.5598 5.15196e+09 0 3.26104e+08 2.01793e+06 23.9749 35498.4 3969.31 24.4263 0 0 0 0 0 0 0 0 nan 10
143 19.5598 2.31838e-07 0 0 2.31838e-07 20.4816 5.32676e+09 0 3.26104e+08 2.11904e+06 21.7745 35021.6 3902.61 25.9065 0 0 0 0 0 0 0 0 nan 10
144 20.4816 1.07826e-07 0 0 1.07826e-07 21.4469 5.50422e+09 0 3.26104e+08 2.22446e+06 19.7757 34550.9 3837.75 27.4708 0 0 0 0 0 0 0 0 nan 10
145 21.4469 4.85535e-08 0 0 4.85535e-08 22.4576 5.68426e+09 0 3.26104e+08 2.3344e+06 17.9609 34087 3773.97 29.1302 0 0 0 0 0 0 0 0 nan 10
146 22.4576 2.11356e-08 0 0 2.11356e-08 23.516 5.86684e+09 0 3.26104e+08 2.44905e+06 16.3135 33630.7 3711.29 30.8915 0 0 0 0 0 0 0 0 nan 10
147 23.516 8.88e-09 0 0 8.88e-09 24.6243 6.05187e+09 0 3.26104e+08 2.56862e+06 14.8188 33182.8 3649.71 32.762 0 0 0 0 0 0 0 0 nan 10
148 24.6243 3.59493e-09 0 0 3.59493e-09 25.7848 6.23931e+09 0 3.26104e+08 2.69334e+06 13.463 32744 3589.23 34.75 0 0 0 0 0 0 0 0 nan 10
149 25.7848 1.39986e-09 0 0 1.39986e-09 27 6.42908e+09 0 3.26104e+08 2.82347e+06 12.2335 32315 3529.84 36.8647 0 0 0 0 0 0 0 0 nan 10
150 27 5.23361e-10 0 0 5.23361e-10 28.2725 6.62111e+09 0 3.26104e+08 2.95926e+06 11.1188 31896.5 3471.54 39.1158 0 0 0 0 0 0 0 0 nan 10
151 28.2725 1.87501e-10 0 0 1.87501e-10 29.6049 6.81536e+09 0 3.26104e+08 3.10101e+06 10.1085 31489.1 3413.84 41.52 0 0 0 0 0 0 0 0 nan 10
152 29.6049 6.4242e-11 0 0 6.4242e-11 31.0001 7.01175e+09 0 3.26104e+08 3.24901e+06 9.19282 31093.5 3356.26 44.097 0 0 0 0 0 0 0 0 nan 10
