#i RadiusInner RadiusOuter RadiusIso SDensityCold SDensityStar SDensityColdMolecular SDensityColdAtomic MassProfHalo MassProfStar MassProfCold MassProfHot DensityProfHot TemperatureProfHot CoolingRate CoolingTime SDensitySFR SDensityOFR SDensityCAR StellarAge MassProfDM MassProfDMContracted MassMetalCold MassMetalStar SDensityMetalCold SDensityMetalStar MetallicityCold MetallicityStar MassStar MassHalo
149 30.0832 31.5009 20.2346 1.69841e-07 0 0 1.69841e-07 1.57643e+11 2.7425e+10 5.88586e+09 9.6103e+08 6395.79 1.18465e+06 6.39892e+07 1.68843 0 0 17596.3 nan 0 0 0.419933 0 1.53093e-09 0 0.00901388 0 2.7425e+10 9.98021e+11
150 31.5009 32.9855 21.1883 5.17068e-08 0 0 5.17068e-08 1.66744e+11 2.7425e+10 5.88586e+09 1.08219e+09 6246.8 1.16618e+06 7.09728e+07 1.7071 0 0 5580.03 nan 0 0 0.140378 0 4.66739e-10 0 0.00902664 0 2.7425e+10 9.98021e+11
151 32.9855 34.5401 22.1868 1.49124e-08 0 0 1.49124e-08 1.76226e+11 2.7425e+10 5.88586e+09 1.21797e+09 6097.61 1.14754e+06 7.86492e+07 1.72647 0 0 1676.28 nan 0 0 0.044452 0 1.34792e-10 0 0.00903896 0 2.7425e+10 9.98021e+11
152 34.5401 36.1679 23.2325 4.06384e-09 0 0 4.06384e-09 1.86095e+11 2.7425e+10 5.88586e+09 1.37006e+09 5948.38 1.12874e+06 8.70787e+07 1.74655 0 0 475.819 nan 0 0 0.0133 0 3.67812e-11 0 0.00905086 0 2.7425e+10 9.98021e+11
153 36.1679 37.8724 24.3274 1.04366e-09 0 0 1.04366e-09 1.96356e+11 2.7425e+10 5.88586e+09 1.5403e+09 5799.26 1.1098e+06 9.30642e+07 1.8293 0 0 127.28 nan 0 0 0.00374995 0 9.45801e-12 0 0.00906234 0 2.7425e+10 9.98021e+11
154 37.8724 39.6573 25.4739 2.51887e-10 0 0 2.51887e-10 2.07013e+11 2.7425e+10 5.88586e+09 1.73075e+09 5650.4 1.09072e+06 1.03929e+08 1.83246 0 0 31.9957 nan 0 0 0.00099358 0 2.28548e-12 0 0.00907344 0 2.7425e+10 9.98021e+11
155 39.6573 41.5263 26.6745 5.69647e-11 0 0 5.69647e-11 2.18071e+11 2.7425e+10 5.88586e+09 1.94367e+09 5501.96 1.07154e+06 1.15986e+08 1.83571 0 0 7.53634 nan 0 0 0.00024667 0 5.17476e-13 0 0.00908415 0 2.7425e+10 9.98021e+11
156 41.5263 43.4834 27.9316 1.20346e-11 0 0 1.20346e-11 2.29532e+11 2.7425e+10 5.88586e+09 2.18156e+09 5354.08 1.05225e+06 1.29357e+08 1.83903 0 0 1.6582 nan 0 0 5.72055e-05 0 1.09449e-13 0 0.00909449 0 2.7425e+10 9.98021e+11
157 43.4834 45.5327 29.248 2.36754e-12 0 0 2.36754e-12 2.41399e+11 2.7425e+10 5.88586e+09 2.44719e+09 5206.92 1.03288e+06 1.44171e+08 1.84245 0 0 0.339722 nan 0 0 1.23532e-05 0 2.15552e-14 0 0.00910448 0 2.7425e+10 9.98021e+11
158 45.5327 47.6786 30.6264 4.32257e-13 0 0 4.32257e-13 2.53676e+11 2.7425e+10 5.88586e+09 2.7436e+09 5060.61 1.01344e+06 1.60575e+08 1.84595 0 0 0.0645895 nan 0 0 2.47561e-06 0 3.93964e-15 0 0.00911412 0 2.7425e+10 9.98021e+11
159 47.6786 49.9256 32.0698 7.29864e-14 0 0 7.29864e-14 2.66363e+11 2.7425e+10 5.88586e+09 3.07416e+09 4915.31 993945 1.75154e+08 1.88722 0 0 0.0113559 nan 0 0 4.58803e-07 0 6.65886e-16 0 0.00912343 0 2.7425e+10 9.98021e+11
160 49.9256 52.2785 33.5812 1.13554e-14 0 0 1.13554e-14 2.79461e+11 2.7425e+10 5.88586e+09 3.44255e+09 4771.14 974414 1.95593e+08 1.88349 0 0 0.00183952 nan 0 0 7.83453e-08 0 1.03702e-16 0 0.00913242 0 2.7425e+10 9.98021e+11
161 52.2785 54.7423 35.1638 1.62161e-15 0 0 1.62161e-15 2.92971e+11 2.7425e+10 5.88586e+09 3.85286e+09 4628.24 954860 2.18287e+08 1.87968 0 0 0.000273483 nan 0 0 1.22792e-08 0 1.48233e-17 0 0.00914111 0 2.7425e+10 9.98021e+11
162 54.7423 57.3223 36.821 2.11704e-16 0 0 2.11704e-16 3.06893e+11 2.7425e+10 5.88586e+09 4.30956e+09 4486.75 935299 2.43469e+08 1.87579 0 0 3.71658e-05 nan 0 0 1.75935e-09 0 1.93698e-18 0 0.0091495 0 2.7425e+10 9.98021e+11
163 57.3223 60.0238 38.5563 2.51601e-17 0 0 2.51601e-17 3.21227e+11 2.7425e+10 5.88586e+09 4.81756e+09 4346.79 915746 2.71393e+08 1.87182 0 0 4.59734e-06 nan 0 0 2.29467e-10 0 2.30406e-19 0 0.0091576 0 2.7425e+10 9.98021e+11
164 60.0238 62.8526 40.3734 2.71007e-18 0 0 2.71007e-18 3.3597e+11 2.7425e+10 5.88586e+09 5.38226e+09 4208.48 896216 3.02337e+08 1.86779 0 0 5.15341e-07 nan 0 0 2.71243e-11 0 2.48389e-20 0 0.00916542 0 2.7425e+10 9.98021e+11
165 62.8526 65.8148 42.2762 2.63341e-19 0 0 2.63341e-19 3.51121e+11 2.7425e+10 5.88586e+09 6.00959e+09 4071.93 876723 3.30863e+08 1.89604 0 0 5.21064e-08 nan 0 0 2.89238e-12 0 2.41562e-21 0 0.00917299 0 2.7425e+10 9.98021e+11
166 65.8148 68.9165 44.2686 2.29733e-20 0 0 2.29733e-20 3.66678e+11 2.7425e+10 5.88586e+09 6.70603e+09 3937.26 857284 3.69795e+08 1.88333 0 0 4.72917e-09 nan 0 0 2.76889e-13 0 2.10902e-22 0 0.0091803 0 2.7425e+10 9.98021e+11
167 68.9165 72.1645 46.3549 1.79015e-21 0 0 1.79015e-21 3.82637e+11 2.7425e+10 5.88586e+09 7.47871e+09 3804.55 837911 4.13094e+08 1.87046 0 0 3.83323e-10 nan 0 0 2.36759e-14 0 1.64468e-23 0 0.00918737 0 2.7425e+10 9.98021e+11
168 72.1645 75.5655 48.5395 1.23939e-22 0 0 1.23939e-22 3.98997e+11 2.7425e+10 5.88586e+09 8.3354e+09 3673.92 818620 4.61222e+08 1.85744 0 0 2.76006e-11 nan 0 0 1.79866e-15 0 1.13952e-24 0 0.0091942 0 2.7425e+10 9.98021e+11
169 75.5655 79.1268 50.8271 7.58161e-24 0 0 7.58161e-24 4.15751e+11 2.7425e+10 5.88586e+09 9.28462e+09 3545.45 799423 5.14685e+08 1.84427 0 0 1.75558e-12 nan 0 0 1.2073e-16 0 6.9757e-26 0 0.00920081 0 2.7425e+10 9.98021e+11
170 79.1268 82.8559 53.2225 4.07397e-25 0 0 4.07397e-25 4.32898e+11 2.7425e+10 5.88586e+09 1.03357e+10 3419.22 780334 5.66432e+08 1.85556 0 0 9.80693e-14 nan 0 0 7.11822e-18 0 3.75099e-27 0 0.00920721 0 2.7425e+10 9.98021e+11
171 82.8559 86.7608 55.7308 1.91128e-26 0 0 1.91128e-26 4.50431e+11 2.7425e+10 5.88586e+09 1.14987e+10 3295.31 761366 6.37671e+08 1.82387 0 0 4.78188e-15 nan 0 0 3.66413e-19 0 1.76094e-28 0 0.00921341 0 2.7425e+10 9.98021e+11
172 86.7608 90.8497 58.3574 7.77869e-28 0 0 7.77869e-28 4.68346e+11 2.7425e+10 5.88586e+09 1.27848e+10 3173.79 742531 7.17621e+08 1.79216 0 0 2.02225e-16 nan 0 0 1.6362e-20 0 7.17149e-30 0 0.00921941 0 2.7425e+10 9.98021e+11
173 90.8497 95.1313 61.1077 2.72807e-29 0 0 2.72807e-29 4.86637e+11 2.7425e+10 5.88586e+09 1.4206e+10 3054.72 723842 8.07305e+08 1.76047 0 0 7.36764e-18 nan 0 0 6.2959e-22 0 2.5167e-31 0 0.00922522 0 2.7425e+10 9.98021e+11
174 95.1313 99.6147 63.9876 8.18701e-31 0 0 8.18701e-31 5.05299e+11 2.7425e+10 5.88586e+09 1.57756e+10 2938.16 705309 8.57558e+08 1.83023 0 0 2.29629e-19 nan 0 0 2.07297e-23 0 7.55731e-33 0 0.00923086 0 2.7425e+10 9.98021e+11
175 99.6147 104.309 67.0032 2.08703e-32 0 0 2.08703e-32 5.24325e+11 2.7425e+10 5.88586e+09 1.75077e+10 2824.16 686944 9.95056e+08 1.74075 0 0 6.07764e-21 nan 0 0 5.79767e-25 0 1.92765e-34 0 0.00923633 0 2.7425e+10 9.98021e+11
176 104.309 109.225 70.161 4.48462e-34 0 0 4.48462e-34 5.43709e+11 2.7425e+10 5.88586e+09 1.9418e+10 2712.75 668757 1.1548e+09 1.65423 0 0 1.35552e-22 nan 0 0 1.36679e-26 0 4.14452e-36 0 0.00924164 0 2.7425e+10 9.98021e+11
177 109.225 114.373 73.4676 8.05786e-36 0 0 8.05786e-36 5.63445e+11 2.7425e+10 5.88586e+09 2.15234e+10 2603.97 650759 1.34044e+09 1.57067 0 0 2.52721e-24 nan 0 0 2.69424e-28 0 7.45094e-38 0 0.00924679 0 2.7425e+10 9.98021e+11
178 114.373 119.763 76.93 1.20046e-37 0 0 1.20046e-37 5.83525e+11 2.7425e+10 5.88586e+09 2.38422e+10 2497.86 632958 1.5562e+09 1.49004 0 0 3.90543e-26 nan 0 0 4.40353e-30 0 1.11064e-39 0 0.0092518 0 2.7425e+10 9.98021e+11
179 119.763 125.407 80.5556 1.46986e-39 0 0 1.46986e-39 6.03944e+11 2.7425e+10 5.88586e+09 2.63943e+10 2394.44 615363 1.77924e+09 1.43438 0 0 4.95846e-28 nan 0 0 5.91504e-32 0 1.36061e-41 0 0.00925668 0 2.7425e+10 9.98021e+11
180 125.407 131.318 84.352 1.46551e-41 0 0 1.46551e-41 6.24692e+11 2.7425e+10 5.88586e+09 2.92012e+10 2293.72 597983 2.07826e+09 1.35062 0 0 5.12453e-30 nan 0 0 6.46983e-34 0 1.35727e-43 0 0.00926142 0 2.7425e+10 9.98021e+11
181 131.318 137.507 88.3274 1.17837e-43 0 0 1.17837e-43 6.45764e+11 2.7425e+10 5.88586e+09 3.22863e+10 2195.71 580826 2.42822e+09 1.27052 0 0 4.26952e-32 nan 0 0 5.7069e-36 0 1.09188e-45 0 0.00926604 0 2.7425e+10 9.98021e+11
182 137.507 143.987 92.4902 7.56389e-46 0 0 7.56389e-46 6.67152e+11 2.7425e+10 5.88586e+09 3.56748e+10 2100.42 563898 2.83788e+09 1.19401 0 0 2.83864e-34 nan 0 0 4.01861e-38 0 7.01213e-48 0 0.00927054 0 2.7425e+10 9.98021e+11
183 143.987 150.773 96.8491 3.83506e-48 0 0 3.83506e-48 6.88848e+11 2.7425e+10 5.88586e+09 3.93938e+10 2007.86 547206 3.19326e+09 1.16464 0 0 1.49015e-36 nan 0 0 2.23516e-40 0 3.55699e-50 0 0.00927493 0 2.7425e+10 9.98021e+11
184 150.773 157.879 101.413 1.51891e-50 0 0 1.51891e-50 7.10845e+11 2.7425e+10 5.88586e+09 4.34727e+10 1918 530756 3.37109e+09 1.14002 0 0 6.10805e-39 nan 0 0 9.71109e-43 0 1.40943e-52 0 0.00927921 0 2.7425e+10 9.98021e+11
185 157.879 165.319 106.193 4.64478e-53 0 0 4.64478e-53 7.33134e+11 2.7425e+10 5.88586e+09 4.79431e+10 1830.85 514554 3.52837e+09 1.11555 0 0 1.93225e-41 nan 0 0 3.2576e-45 0 4.31194e-55 0 0.0092834 0 2.7425e+10 9.98021e+11
186 165.319 173.11 111.198 1.08337e-55 0 0 1.08337e-55 7.55709e+11 2.7425e+10 5.88586e+09 5.28391e+10 1746.39 498606 3.69031e+09 1.11843 0 0 4.66027e-44 nan 0 0 8.33493e-48 0 1.00618e-57 0 0.00928749 0 2.7425e+10 9.98021e+11
187 173.11 181.269 116.438 1.90293e-58 0 0 1.90293e-58 7.78561e+11 2.7425e+10 5.88586e+09 5.81971e+10 1664.6 482914 3.85684e+09 1.12202 0 0 8.46042e-47 nan 0 0 1.60596e-50 0 1.76811e-60 0 0.00929149 0 2.7425e+10 9.98021e+11
188 181.269 189.812 121.926 2.48366e-61 0 0 2.48366e-61 8.01683e+11 2.7425e+10 5.88586e+09 6.40564e+10 1585.46 467483 4.02788e+09 1.12567 0 0 1.14076e-49 nan 0 0 2.29925e-53 0 2.30866e-63 0 0.00929541 0 2.7425e+10 9.98021e+11
189 189.812 198.757 127.672 2.37522e-64 0 0 2.37522e-64 8.25068e+11 2.7425e+10 5.88586e+09 7.04592e+10 1508.94 452318 4.20332e+09 1.12939 0 0 1.12649e-52 nan 0 0 2.412e-56 0 2.20878e-66 0 0.00929925 0 2.7425e+10 9.98021e+11
190 198.757 208.125 133.689 1.64018e-67 0 0 1.64018e-67 8.48707e+11 2.7425e+10 5.88586e+09 7.74503e+10 1435.01 437419 4.38303e+09 1.13794 0 0 8.02814e-56 nan 0 0 1.827e-59 0 1.52586e-69 0 0.009303 0 2.7425e+10 9.98021e+11
191 208.125 217.933 139.99 8.05344e-71 0 0 8.05344e-71 8.72593e+11 2.7425e+10 5.88586e+09 8.5078e+10 1363.63 422791 4.56685e+09 1.14961 0 0 4.06617e-59 nan 0 0 9.84016e-63 0 7.49509e-73 0 0.00930669 0 2.7425e+10 9.98021e+11
192 217.933 228.204 146.587 2.7669e-74 0 0 2.7669e-74 8.96719e+11 2.7425e+10 5.88586e+09 9.33934e+10 1294.77 408436 4.75459e+09 1.16158 0 0 1.44028e-62 nan 0 0 3.70837e-66 0 2.57607e-76 0 0.0093103 0 2.7425e+10 9.98021e+11
193 228.204 238.959 153.495 6.54056e-78 0 0 6.54056e-78 9.21077e+11 2.7425e+10 5.88586e+09 1.02451e+11 1228.39 394353 4.94602e+09 1.16722 0 0 3.50817e-66 nan 0 0 9.61546e-70 0 6.09178e-80 0 0.00931385 0 2.7425e+10 9.98021e+11
194 238.959 250.221 160.73 1.04517e-81 0 0 1.04517e-81 9.45659e+11 2.7425e+10 5.88586e+09 1.1231e+11 1164.44 380546 5.14089e+09 1.15481 0 0 5.77327e-70 nan 0 0 1.68541e-73 0 9.7382e-84 0 0.00931733 0 2.7425e+10 9.98021e+11
195 250.221 262.013 168.304 1.10839e-85 0 0 1.10839e-85 9.7046e+11 2.7425e+10 5.88586e+09 1.23031e+11 1102.89 367015 5.33891e+09 1.14233 0 0 6.3015e-74 nan 0 0 1.9605e-77 0 1.0331e-87 0 0.00932074 0 2.7425e+10 9.98021e+11
196 262.013 274.362 176.236 7.65124e-90 0 0 7.65124e-90 9.9547e+11 2.7425e+10 5.88586e+09 1.23031e+11 0 0 0 0 0 0 4.4745e-78 nan 0 0 1.48444e-81 0 7.13408e-92 0 0.00932408 0 2.7425e+10 9.98021e+11
197 274.362 287.292 184.542 3.3691e-94 0 0 3.3691e-94 9.98021e+11 2.7425e+10 5.88586e+09 1.23031e+11 0 0 0 0 0 0 2.02545e-82 nan 0 0 7.16966e-86 0 3.14248e-96 0 0.00932737 0 2.7425e+10 9.98021e+11
198 287.292 300.832 193.239 9.2647e-99 0 0 9.2647e-99 9.98021e+11 2.7425e+10 5.88586e+09 1.23031e+11 0 0 0 0 0 0 5.7222e-87 nan 0 0 2.16255e-90 0 8.64451e-101 0 0.00933058 0 2.7425e+10 9.98021e+11
199 300.832 315.009 202.346 1.55612e-103 0 0 1.55612e-103 9.98021e+11 2.7425e+10 5.88586e+09 1.23031e+11 0 0 0 0 0 0 9.86776e-92 nan 0 0 3.98404e-95 0 1.45244e-105 0 0.00933374 0 2.7425e+10 9.98021e+11
